SYSTEM_TABLE_SCHEMA,TABLE_NAME,ORDINAL_POSITION,COLUMN_NAME,DATA_TYPE,LENGTH,NUMERIC_SCALE,IS_NULLABLE,COLUMN_DESC
AFILELIB  ,ITMEXT,75,ITMUDA,NUMERIC,8,0.0,N,User Date(8) A
AFILELIB  ,ITMEXT,76,ITMUNA,DECIMAL,7,2.0,N,User Number(7.2) A
AFILELIB  ,ITMEXT,77,ITMUNB,DECIMAL,7,2.0,N,User Number(7.2) B
AFILELIB  ,ITMEXT,78,ITMUNC,DECIMAL,7,2.0,N,User Number(7.2) C
AFILELIB  ,ITMEXT,79,ITMUQA,DECIMAL,11,3.0,N,User Quantity(11.3) A
AFILELIB  ,ITMEXT,80,ITMUAA,DECIMAL,15,2.0,N,User Amount(15.2) A
DISTLIB   ,BTTRIPD,1,BDTRP#,NUMERIC,5,0.0,N,Trip #
DISTLIB   ,BTTRIPD,2,BDDRP#,NUMERIC,2,0.0,N,Drop #
DISTLIB   ,BTTRIPD,3,BDORD#,CHAR,7,,N,Order #
DISTLIB   ,BTTRIPD,4,BDISEQ,NUMERIC,7,0.0,N,Item Seq#
DISTLIB   ,BTTRIPD,5,BDITM#,CHAR,15,,N,Item Number
DISTLIB   ,BTTRIPD,6,BDITMD,CHAR,20,,N,Item Description
DISTLIB   ,BTTRIPD,7,BDCITM,CHAR,15,,N,Common Item#
DISTLIB   ,BTTRIPD,8,BDINVN,NUMERIC,9,0.0,N,Invoice Number
DISTLIB   ,BTTRIPD,9,BDREF#,NUMERIC,6,0.0,N,BOL Ref#
DISTLIB   ,BTTRIPD,10,BDCUS#,NUMERIC,8,0.0,N,Customer#
DISTLIB   ,BTTRIPD,11,BDCTL#,NUMERIC,7,0.0,N,BOL Ctl#
DISTLIB   ,BTTRIPD,12,BDICLS,CHAR,4,,N,Item Class
DISTLIB   ,BTTRIPD,13,BDCCLS,CHAR,5,,N,Cmdty Class
DISTLIB   ,BTTRIPD,14,BDITQT,NUMERIC,5,0.0,N,Total Item Qty
DISTLIB   ,BTTRIPD,15,BDITCT,NUMERIC,10,2.0,N,Total Item Cubes
DISTLIB   ,BTTRIPD,16,BDITWT,NUMERIC,10,2.0,N,Total Item Weight
DISTLIB   ,BTTRIPD,17,BDCUSR,CHAR,10,,N,Creation User
DISTLIB   ,BTTRIPD,18,BDCDAT,NUMERIC,8,0.0,N,Creation Date
DISTLIB   ,BTTRIPD,19,BDCTIM,NUMERIC,6,0.0,N,Creation Time
DISTLIB   ,BTTRIPD,20,BDCPGM,CHAR,10,,N,Creation Prog
DISTLIB   ,BTTRIPH,1,BHUPDS,CHAR,1,,N,Update Sts
DISTLIB   ,BTTRIPH,2,BHERRP,CHAR,10,,N,Error Pgm
DISTLIB   ,BTTRIPH,3,BHTRP#,NUMERIC,5,0.0,N,Trip Number
DISTLIB   ,BTTRIPH,4,BHWHS#,CHAR,3,,N,Whs#
DISTLIB   ,BTTRIPH,5,BHTRPS,CHAR,1,,N,Trip# Sts
DISTLIB   ,BTTRIPH,6,BHPRVS,CHAR,1,,N,Prv Trp Sts
DISTLIB   ,BTTRIPH,7,BHCNTI,CHAR,9,,N,Container Id
DISTLIB   ,BTTRIPH,8,BHCNTN,CHAR,6,,N,Container Nbr
DISTLIB   ,BTTRIPH,9,BHCREW,CHAR,10,,N,Crew Name
DISTLIB   ,BTTRIPH,10,BHPRO#,CHAR,30,,N,Pro#
DISTLIB   ,BTTRIPH,11,BHSCAC,CHAR,4,,N,SCAC Code
DISTLIB   ,BTTRIPH,12,BHDOOR,NUMERIC,4,0.0,N,Door#
DISTLIB   ,BTTRIPH,13,BHCDRP,NUMERIC,2,0.0,N,Cur Drp#
DISTLIB   ,BTTRIPH,14,BHLDRP,NUMERIC,2,0.0,N,Lst Cmp Drp#
DISTLIB   ,BTTRIPH,15,BHSEL1,CHAR,10,,N,Seal Number 1
DISTLIB   ,BTTRIPH,16,BHSEL2,CHAR,10,,N,Seal Number 2
DISTLIB   ,BTTRIPH,17,BHSEL3,CHAR,10,,N,Seal Number 3
DISTLIB   ,BTTRIPH,18,BHSEL4,CHAR,10,,N,Seal Number 4
DISTLIB   ,BTTRIPH,19,BHTITM,NUMERIC,6,0.0,N,Tot Itms For Trip
DISTLIB   ,BTTRIPH,20,BHTDRP,NUMERIC,2,0.0,N,Tot Drps For Trip
DISTLIB   ,BTTRIPH,21,BHTCUB,NUMERIC,10,2.0,N,Tot Cubes For Trip
DISTLIB   ,BTTRIPH,22,BHTWGT,NUMERIC,10,2.0,N,Tot Weight For Trip
DISTLIB   ,BTTRIPH,23,BHTSNS,NUMERIC,5,0.0,N,Tot Scan - Ser#
DISTLIB   ,BTTRIPH,24,BHTSNN,NUMERIC,5,0.0,N,Tot Scan - No Tag
DISTLIB   ,BTTRIPH,25,BHTSNE,NUMERIC,5,0.0,N,Tot Scan - Excptns
DISTLIB   ,BTTRIPH,26,BHCUSR,CHAR,10,,N,Creation User
DISTLIB   ,BTTRIPH,27,BHCDAT,NUMERIC,8,0.0,N,Creation Date
DISTLIB   ,BTTRIPH,28,BHCTIM,NUMERIC,6,0.0,N,Creation Time
DISTLIB   ,BTTRIPH,29,BHCPGM,CHAR,10,,N,Creation Prog
DISTLIB   ,BTTRIPH,30,BHRUSR,CHAR,10,,N,Release User
DISTLIB   ,BTTRIPH,31,BHRDAT,NUMERIC,8,0.0,N,Release Date
DISTLIB   ,BTTRIPH,32,BHRTIM,NUMERIC,6,0.0,N,Release Time
DISTLIB   ,BTTRIPH,33,BHRPGM,CHAR,10,,N,Release Prog
DISTLIB   ,BTTRIPH,34,BHOUSR,CHAR,10,,N,ReOpen User
DISTLIB   ,BTTRIPH,35,BHODAT,NUMERIC,8,0.0,N,ReOpen Date
DISTLIB   ,BTTRIPH,36,BHOTIM,NUMERIC,6,0.0,N,ReOpen Time
DISTLIB   ,BTTRIPH,37,BHOPGM,CHAR,10,,N,ReOpen Prog
DISTLIB   ,BTTRIPH,38,BHZUSR,CHAR,10,,N,Close User
DISTLIB   ,BTTRIPH,39,BHZDAT,NUMERIC,8,0.0,N,Close Date
DISTLIB   ,BTTRIPH,40,BHZTIM,NUMERIC,6,0.0,N,Close Time
DISTLIB   ,BTTRIPH,41,BHZPGM,CHAR,10,,N,Close Prog
DISTLIB   ,BTTRIPH,42,BHDUSR,CHAR,10,,N,Delete User
DISTLIB   ,BTTRIPH,43,BHDDAT,NUMERIC,8,0.0,N,Delete Date
DISTLIB   ,BTTRIPH,44,BHDTIM,NUMERIC,6,0.0,N,Delete Time
DISTLIB   ,BTTRIPH,45,BHDPGM,CHAR,10,,N,Delete Prog
DISTLIB   ,BTTRIPH,46,BHSUSR,CHAR,10,,N,Start User
DISTLIB   ,BTTRIPH,47,BHSDAT,NUMERIC,8,0.0,N,Start Date
DISTLIB   ,BTTRIPH,48,BHSTIM,NUMERIC,6,0.0,N,Start Time
DISTLIB   ,BTTRIPH,49,BHSPGM,CHAR,10,,N,Start Prog
DISTLIB   ,BTTRIPH,50,BHEUSR,CHAR,10,,N,End User
DISTLIB   ,BTTRIPH,51,BHEDAT,NUMERIC,8,0.0,N,End Date
DISTLIB   ,BTTRIPH,52,BHETIM,NUMERIC,6,0.0,N,End Time
DISTLIB   ,BTTRIPH,53,BHEPGM,CHAR,10,,N,End Prog
DISTLIB   ,BTTRIPH,54,BHLUSR,CHAR,10,,N,Lst Mnt User
DISTLIB   ,BTTRIPH,55,BHLDAT,NUMERIC,8,0.0,N,Lst Mnt Date
DISTLIB   ,BTTRIPH,56,BHLTIM,NUMERIC,6,0.0,N,Lst Mnt Time
DISTLIB   ,BTTRIPH,57,BHLPGM,CHAR,10,,N,Lst Mnt Prog
DISTLIB   ,BTTRIPH,58,BHLTYP,CHAR,1,,N,Lst Mnt Type
