Item,Open_CO_Qty,Total_Open_CO_Qty,Open_CO(%),Acc(%),Item_Status
D594-224,528,484630,0.001089490951860182,0.499129232610445,Active
T383-13,527,484630,0.0010874275220271136,0.5002166601324721,Active
D824-05,524,484630,0.0010812372325279078,0.5012978973650001,Active
B742-57,522,484630,0.0010771103728617708,0.5023750077378618,Active
D394-024,522,484630,0.0010771103728617708,0.5034521181107235,Active
M88805,521,484630,0.0010750469430287023,0.5045271650537523,New
D546-430,520,484630,0.0010729835131956338,0.5056001485669479,Active
D394-113,519,484630,0.0010709200833625653,0.5066710686503104,Active
A2000486,519,484630,0.0010709200833625653,0.5077419887336729,Active
T637-3,511,484630,0.001054412644698017,0.5087964013783709,Active
A3000702,509,484630,0.00105028578503188,0.5098466871634028,Active
B414-86,507,484630,0.001046158925365743,0.5108928460887685,Active
B689-31,507,484630,0.001046158925365743,0.5119390050141343,Active
A2000629,507,484630,0.001046158925365743,0.5129851639395,Active
D824-724,506,484630,0.0010440954955326744,0.5140292594350326,Active
T459-7,503,484630,0.001037905206033469,0.515067164641066,Active
T736-20,498,484630,0.0010275880568681262,0.5160947526979341,Active
T776-3,496,484630,0.0010234611972019891,0.5171182138951361,Active
B779-58,495,484630,0.0010213977673689206,0.518139611662505,Active
B974-78,493,484630,0.0010172709077027836,0.5191568825702078,Active
