Sequence,Item Number,Actual Qty,Unavailable Qty,Status,Warehouse,Location Id,Type,Fifo Date,Expiration Date,Reserved For,Lot Number,Inspection Code,Serial Number,Type1,Put Away Location,Owner Id,Pod Status
0,1000608,1,0,A,335,A3025EQ3,X,46111,1,,,,,STORAGE,119A3019ED4,,
0,1000608,1,0,A,335,A3025ET4,X,46095,1,,,,,STORAGE,121A3021GP3,,
0,1000616,3,0,A,335,A3024KK2,I,45957,1,,,,,STORAGE,,,
0,1000617,6,0,A,335,A3021FU2,I,45924,1,,,,,STORAGE,,,
0,1000646,9,0,A,335,A3022EY3,I,46084,1,,,,,STORAGE,118A3018DH3,,
0,1000646,24,0,A,335,A3023DA3,I,45786,1,,,,,STORAGE,,,
0,1000664,8,0,A,335,A3018DM3,I,46025,1,,,,,STORAGE,,,
0,1000664,8,0,A,335,A3024GU4,I,46087,1,,,,,STORAGE,,,
0,1000664,5,0,A,335,RS018AA1,V,46116,1,,,,,STORAGE,,,
0,1000665,10,0,A,335,A3018EQ3,I,46025,1,,,,,STORAGE,,,
0,1000665,3,0,A,335,A3021EW3,I,46084,1,,,,,STORAGE,,,
0,1000677,11,0,A,335,A3022DQ4,I,45920,1,,,,,STORAGE,,,
0,1000699,12,0,A,335,A3018LP1,X,45801,1,,,,,STORAGE,,,
0,1000899,82,0,A,335,EX001AA2,Z,45715,1,,,,,STORAGE,118A3018FF3,,
0,100-17,10,0,A,335,A3015NL2,I,46065,1,,,,,STORAGE,,,
0,100-17,2,0,A,335,A3015NM1,P,46035,1,,,,,STORAGE,,,
0,100-17,10,0,A,335,A3015NM2,I,46065,1,,,,,STORAGE,,,
0,100-17,10,0,A,335,A3015NP2,I,46065,1,,,,,STORAGE,,,
0,100-17,10,0,A,335,A3015NQ2,I,46065,1,,,,,STORAGE,,,
0,100-17,10,0,A,335,A3015NS2,I,46065,1,,,,,STORAGE,,,
0,100-17,10,0,A,335,A3015NU2,I,46065,1,,,,,STORAGE,,,
0,100-17,10,0,A,335,A3015NV2,I,46065,1,,,,,STORAGE,,,
0,100-17,10,0,A,335,A3015QA2,I,46065,1,,,,,STORAGE,,,
0,100-17,10,0,A,335,A3015QB3,I,46065,1,,,,,STORAGE,,,
0,100-17,10,0,A,335,A3015QD2,I,46065,1,,,,,STORAGE,,,
0,100-17,7,0,A,335,A3015QF2,I,46065,1,,,,,STORAGE,,,
0,100-18,10,0,A,335,A3015NH1,P,46112,1,,,,,STORAGE,,,
0,100-2,9,0,A,335,A3016LC1,P,46028,1,,,,,STORAGE,,,
0,100-23,1,0,A,335,NG001CK3,Z,46056,1,,,,,STORAGE,,,
0,100-62,4,0,A,335,A3016DD3,I,46112,1,,,,,STORAGE,,,
0,1020146,20,0,A,335,A3022CQ3,I,45953,1,,,,,STORAGE,,,
0,1020146,19,0,A,335,A3022CQ4,I,45953,1,,,,,STORAGE,,,
0,1020146,10,0,A,335,A3022CR3,I,45953,1,,,,,STORAGE,,,
0,1020246,14,0,A,335,A3024FE4,I,46005,1,,,,,STORAGE,,,
0,1020264,5,0,A,335,A3020CE3,I,45996,1,,,,,STORAGE,,,
0,1020265,11,0,A,335,A3020EP3,I,45996,1,,,,,STORAGE,,,
0,1030125,2,0,A,335,A3019NM3,I,46107,1,,,,,STORAGE,,,
0,1030125,16,0,A,335,A3024HL4,I,46039,1,,,,,STORAGE,,,
0,1030225,14,0,A,335,A3019NJ4,I,46093,1,,,,,STORAGE,119A3019NZ4,,
0,1030225,2,0,A,335,A3019NZ3,I,46093,1,,,,,STORAGE,,,
0,1030225,8,0,A,335,A3019NZ4,I,46077,1,,,,,STORAGE,121A3021JU4,,
0,1030225,10,0,A,335,A3020KH4,I,46108,1,,,,,STORAGE,,,
0,1030225,1,0,A,335,NG001CK3,Z,46108,1,,,,,STORAGE,,,
0,1067008,4,0,A,335,A3018FD4,I,45742,1,,,,,STORAGE,118A3018FD4,,
0,1067011,21,0,A,335,A3021MC4,I,45745,1,,,,,STORAGE,,,
0,1067034,7,0,A,335,A3023LE2,I,45738,1,,,,,STORAGE,118A3018DZ4,,
0,1067046,3,0,A,335,A3025LA4,X,46000,1,,,,,STORAGE,,,
0,1067051,6,0,A,335,A3025FP4,X,45966,1,,,,,STORAGE,,,
0,1080129,10,0,A,335,A3019JE3,I,46115,1,,,,,STORAGE,,,
0,1080129,9,0,A,335,A3020MB4,I,46115,1,,,,,STORAGE,,,
0,1080129,23,0,A,335,A3022FK4,I,46099,1,,,,,STORAGE,,,
0,1080129,25,0,A,335,A3023DF3,I,46076,1,,,,,STORAGE,,,
0,1080129,23,0,A,335,A3023DR4,I,46114,1,,,,,STORAGE,123A3023GV4,,
0,1080129,12,0,A,335,A3023GN4,I,46115,1,,,,,STORAGE,,,
0,1080129,17,0,A,335,A3023GV4,I,46108,1,,,,,STORAGE,,,
0,1080129,14,0,A,335,A3023JD3,I,46108,1,,,,,STORAGE,,,
0,1080129,7,0,A,335,A3024GC3,I,46115,1,,,,,STORAGE,,,
0,1080229,15,0,A,335,A3020FQ4,I,46115,1,,,,,STORAGE,,,
0,1080229,15,0,A,335,A3020KL4,I,46109,1,,,,,STORAGE,,,
0,1080229,25,0,A,335,A3022EB3,I,46063,1,,,,,STORAGE,,,
0,1080229,10,0,A,335,A3022FW3,I,46114,1,,,,,STORAGE,,,
0,1080229,23,0,A,335,A3022MC4,I,46115,1,,,,,STORAGE,,,
0,1080229,24,0,A,335,A3024ET3,I,46049,1,,,,,STORAGE,,,
0,1080229,22,0,A,335,A3024KA3,I,46048,1,,,,,STORAGE,,,
0,1080329,25,0,A,335,A3019HJ4,I,46018,1,,,,,STORAGE,,,
0,1080329,26,0,A,335,A3019PZ3,I,46067,1,,,,,STORAGE,,,
0,1080329,24,0,A,335,A3020DY4,I,46064,1,,,,,STORAGE,,,
0,1080329,19,0,A,335,A3020KF4,I,46106,1,,,,,STORAGE,,,
0,1080329,26,0,A,335,A3021HR3,I,45813,1,,,,,STORAGE,,,
0,1080329,20,0,A,335,A3021LB4,I,46115,1,,,,,STORAGE,,,
0,1080329,20,0,A,335,A3023EB3,I,46113,1,,,,,STORAGE,120A3020KF4,,
0,1080329,11,0,A,335,A3023EU3,I,46116,1,,,,,STORAGE,123A3023EU3,,
0,1100117,5,0,A,335,A3022MH2,I,45426,1,,,,,STORAGE,118A3018FB3,,
0,1100117,3,0,A,335,A3025CS2,X,45426,1,,,,,STORAGE,,,
0,1100134,8,0,A,335,A3025DK2,X,45306,1,,,,,STORAGE,119A3019LZ4,,
0,1100146,5,0,A,335,A3025CH3,X,45303,1,,,,,STORAGE,,,
0,1100155,10,0,A,335,A3025DA2,X,45478,1,,,,,STORAGE,,,
0,1100155,7,0,A,335,A3025FH3,X,45478,1,,,,,STORAGE,,,
0,1130408,3,0,A,335,A3025CL3,X,46098,1,,,,,STORAGE,118A3018DR4,,
0,1130416,6,0,A,335,A3018DG2,I,46095,1,,,,,STORAGE,120A3020JJ2,,
0,1130416,8,0,A,335,A3019CN3,I,46077,1,,,,,STORAGE,,,
0,1130416,8,0,A,335,A3020EY2,I,46095,1,,,,,STORAGE,,,
0,1130416,9,0,A,335,A3020FE2,I,46088,1,,,,,STORAGE,121A3021KN3,,
0,1130416,7,0,A,335,A3020JJ2,I,46095,1,,,,,STORAGE,121A3021KN3,,
0,1130416,7,0,A,335,A3020KN2,I,46095,1,,,,,STORAGE,,,
0,1130416,1,0,A,335,A3022GV2,I,46095,1,,,,,STORAGE,,,
0,1130416,8,0,A,335,A3024HX4,I,46095,1,,,,,STORAGE,,,
0,1130417,8,0,A,335,A3020GT4,I,46097,1,,,,,STORAGE,,,
0,1130417,7,0,A,335,A3021HA4,I,46093,1,,,,,STORAGE,121A3021HA4,,
0,1130417,8,0,A,335,A3021JY3,I,46093,1,,,,,STORAGE,,,
0,1130417,7,0,A,335,A3021JZ4,I,46094,1,,,,,STORAGE,121A3021JZ4,,
0,1130417,8,0,A,335,A3022KF3,I,46095,1,,,,,STORAGE,,,
0,1130417,7,0,A,335,A3024JW3,I,46097,1,,,,,STORAGE,121A3021MG3,,
0,1130421,6,0,A,335,A3024HX3,I,46090,1,,,,,STORAGE,,,
0,1130421,5,0,A,335,RS018AA1,V,46116,1,,,,,STORAGE,,,
0,1130434,8,0,A,335,A3018DY3,I,46097,1,,,,,STORAGE,,,
0,1130434,8,0,A,335,A3018EB3,I,46097,1,,,,,STORAGE,,,
0,1130434,5,0,A,335,A3020EF4,I,46099,1,,,,,STORAGE,,,
0,1130434,8,0,A,335,A3020FM3,I,46094,1,,,,,STORAGE,,,
0,1130434,6,0,A,335,A3020GQ4,I,46098,1,,,,,STORAGE,120A3020GQ4,,
0,1130434,8,0,A,335,A3021CQ3,I,46099,1,,,,,STORAGE,,,
0,1130434,6,0,A,335,A3021JH4,I,46094,1,,,,,STORAGE,121A3021JZ4,,
0,1130434,8,0,A,335,A3021KV3,I,46098,1,,,,,STORAGE,,,
0,1130434,7,0,A,335,A3023JE4,I,46096,1,,,,,STORAGE,,,
0,1130434,8,0,A,335,A3023JN3,I,46097,1,,,,,STORAGE,,,
0,1130434,12,0,A,335,A3024CR3,I,46097,1,,,,,STORAGE,,,
0,1130434,9,0,A,335,A3025FY3,X,46099,1,,,,,STORAGE,,,
0,1130434,8,0,A,335,A3025KX3,I,46025,1,,,,,STORAGE,,,
0,1130446,10,0,A,335,A3021KL4,I,46093,1,,,,,STORAGE,121A3021KL4,,
0,1130446,16,0,A,335,A3024DS4,I,46095,1,,,,,STORAGE,,,
0,1130446,3,0,A,335,A3025KD4,I,46095,1,,,,,STORAGE,,,
0,1130448,8,0,A,335,A3018KG2,I,46099,1,,,,,STORAGE,,,
0,1130448,10,0,A,335,A3020GB2,I,46099,1,,,,,STORAGE,,,
0,1130448,8,0,A,335,A3020HC2,I,46099,1,,,,,STORAGE,,,
0,1130448,4,0,A,335,A3020HL2,I,46099,1,,,,,STORAGE,,,
0,1130448,7,0,A,335,A3023GR1,I,46094,1,,,,,STORAGE,,,
0,1130448,8,0,A,335,A3025KW1,I,46094,1,,,,,STORAGE,,,
0,1130449,8,0,A,335,A3018EW2,I,46095,1,,,,,STORAGE,,,
0,1130449,4,0,A,335,A3018FY2,I,46095,1,,,,,STORAGE,,,
0,1130449,10,0,A,335,A3018GQ2,I,46094,1,,,,,STORAGE,123A3023KM2,,
0,1130449,9,0,A,335,A3023DJ1,I,46077,1,,,,,STORAGE,,,
0,1130449,5,0,A,335,A3023KM2,I,46094,1,,,,,STORAGE,,,
0,1130449,10,0,A,335,A3024GT2,I,46076,1,,,,,STORAGE,121A3021CC1,,
0,1130449,8,0,A,335,A3024LA2,I,46094,1,,,,,STORAGE,,,
0,1210312,9,0,A,335,A3020DJ3,I,45953,1,,,,,STORAGE,,,
0,1210412,3,0,A,335,A3022EN4,I,45930,1,,,,,STORAGE,,,
0,1320114,4,0,A,335,A3018KB3,I,45944,1,,,,,STORAGE,121A3021JK4,,
0,1320123,2,0,A,335,A3020EF2,I,46089,1,,,,,STORAGE,,,
0,1320123,10,0,A,335,A3024CM4,I,46032,1,,,,,STORAGE,,,
0,1320123,10,0,A,335,A3024JD3,I,45690,1,,,,,STORAGE,,,
0,1320135,6,0,A,335,A3024CK3,I,46087,1,,,,,STORAGE,,,
0,1320135,8,0,A,335,A3024DF2,I,46102,1,,,,,STORAGE,,,
0,1320135,10,0,A,335,A3024GV3,I,45950,1,,,,,STORAGE,,,
0,1320135,9,0,A,335,A3025HW2,I,46087,1,,,,,STORAGE,124A3024GX2,,
0,1320138,2,0,A,335,A3018DS2,I,46116,1,,,,,STORAGE,118A3018DS2,,
0,1320138,4,0,A,335,A3023EL1,I,46116,1,,,,,STORAGE,,,
0,1320138,5,0,A,335,A3023GD1,I,46091,1,,,,,STORAGE,,,
0,1320138,8,0,A,335,A3023JC1,I,46063,1,,,,,STORAGE,,,
0,1320138,9,0,A,335,A3023KC1,I,46091,1,,,,,STORAGE,,,
0,1320138,8,0,A,335,A3024KH1,I,46097,1,,,,,STORAGE,,,
0,1350312,13,0,A,335,A3020CG3,I,46087,1,,,,,STORAGE,,,
0,1350312,7,0,A,335,A3021JM3,I,46065,1,,,,,STORAGE,,,
0,1350312,13,0,A,335,A3025HS3,I,46088,1,,,,,STORAGE,,,
0,1350412,13,0,A,335,A3021HX3,I,46034,1,,,,,STORAGE,,,
0,1350412,10,0,A,335,A3023GZ3,I,46064,1,,,,,STORAGE,118A3018KG3,,
0,1380588,7,0,A,335,A3022MH1,I,46084,1,,,,,STORAGE,121A3021HY2,,
0,1380594,7,0,A,335,A3021MP1,I,46084,1,,,,,STORAGE,,,
0,1430488,1,0,A,335,A3023MJ1,I,46040,1,,,,,STORAGE,,,
0,1430494,1,0,A,335,A3025GS1,X,46066,1,,,,,STORAGE,121A3021HX1,,
0,1530503,1,0,A,335,A3025JX1,X,45965,1,,,,,STORAGE,121A3021CH2,,
0,1530516,1,0,A,335,A3025GP2,X,45894,1,,,,,STORAGE,118A3018FD3,,
0,1610213,9,0,A,335,A3021CN3,I,46092,1,,,,,STORAGE,,,
0,1610213,1,0,A,335,A3025GN3,X,46114,1,,,,,STORAGE,,,
0,1610413,10,0,A,335,A3024HD3,I,46044,1,,,,,STORAGE,,,
0,1610413,3,0,A,335,A3024KR3,I,46113,1,,,,,STORAGE,124A3024HD3,,
0,1630416,5,0,A,335,A3022FK2,I,46093,1,,,,,STORAGE,,,
0,1630417,8,0,A,335,A3021HC4,I,46026,1,,,,,STORAGE,,,
0,1630417,12,0,A,335,A3025FP2,X,45391,1,,,,,STORAGE,,,
0,1630417,5,0,A,335,A3025GP3,X,45628,1,,,,,STORAGE,,,
0,1630417,8,0,A,335,A3025KT2,I,46018,1,,,,,STORAGE,,,
0,1630466,10,0,A,335,A3023MH2,I,45891,1,,,,,STORAGE,,,
0,1630466,8,0,A,335,A3024LJ2,I,45615,1,,,,,STORAGE,,,
0,1630466,3,0,A,335,A3025FB2,X,46059,1,,,,,STORAGE,,,
0,1630466,12,0,A,335,A3025KK2,X,45630,1,,,,,STORAGE,,,
0,1630467,5,0,A,335,A3024ML2,I,45628,1,,,,,STORAGE,,,
0,1640425,11,0,A,335,A3024JM3,I,46056,1,,,,,STORAGE,,,
0,1640525,10,0,A,335,A3023GB3,I,46057,1,,,,,STORAGE,,,
0,1640525,10,0,A,335,A3023LG3,I,46057,1,,,,,STORAGE,,,
0,1640525,12,0,A,335,A3024JH3,I,46056,1,,,,,STORAGE,,,
0,1640525,10,0,A,335,A3025GT3,X,46063,1,,,,,STORAGE,,,
0,1640525,1,0,A,335,A3025GV3,X,46056,1,,,,,STORAGE,,,
0,1700325,3,0,A,335,A3025JB3,X,46010,1,,,,,STORAGE,,,
0,1700335,5,0,A,335,A3025JH4,X,45983,1,,,,,STORAGE,,,
0,1700335,1,0,A,335,RS018AA1,V,46116,1,,,,,STORAGE,,,
0,1700338,3,0,A,335,A3023ES2,I,46004,1,,,,,STORAGE,,,
0,1700338,2,0,A,335,A3023GR2,I,46114,1,,,,,STORAGE,123A3023ES2,,
0,1700339,1,0,A,335,A3025GU2,X,46114,1,,,,,STORAGE,118A3018KK2,,
0,1700339,2,0,A,335,A3025JT2,X,46101,1,,,,,STORAGE,120A3020LE4,,
0,1700425,1,0,A,335,A3025JR3,X,46078,1,,,,,STORAGE,121A3021GS4,,
0,1700435,1,0,A,335,A3025ER2,X,46115,1,,,,,STORAGE,121A3021DH2,,
0,1700435,1,0,A,335,A3025GT2,X,46087,1,,,,,STORAGE,,,
0,1700438,1,0,A,335,A3025CM2,X,46115,1,,,,,STORAGE,121A3021JK2,,
0,1700438,1,0,A,335,A3025LG2,X,46087,1,,,,,STORAGE,125A3025KW1,,
0,1700439,3,0,A,335,A3025JS1,X,46091,1,,,,,STORAGE,,,
0,1760912,10,0,A,335,A3019HR3,I,46115,1,,,,,STORAGE,,,
0,1760912,16,0,A,335,A3021GD3,I,45918,1,,,,,STORAGE,119A3019TS3,,
0,1760912,4,0,A,335,A3022KC4,I,46115,1,,,,,STORAGE,122A3022KP3,,
0,1760912,12,0,A,335,A3023JZ3,I,46093,1,,,,,STORAGE,,,
0,1790212,15,0,A,335,A3018CQ4,I,45944,1,,,,,STORAGE,,,
0,1790212,17,0,A,335,A3019HA4,I,46092,1,,,,,STORAGE,,,
0,1790212,4,0,A,335,A3020KW4,I,46116,1,,,,,STORAGE,,,
0,1790212,10,0,A,335,A3020KY4,I,46104,1,,,,,STORAGE,,,
0,1790212,12,0,A,335,A3024DX4,I,46115,1,,,,,STORAGE,,,
0,1790212,10,0,A,335,A3024FQ3,I,46116,1,,,,,STORAGE,,,
0,1790212,8,0,A,335,A3024FW4,I,46115,1,,,,,STORAGE,,,
0,1790312,14,0,A,335,A3023KZ3,I,46102,1,,,,,STORAGE,,,
0,1790312,6,0,A,335,A3024JU3,I,46093,1,,,,,STORAGE,121A3021LB4,,
0,1800412,6,0,A,335,A3022DX3,I,46063,1,,,,,STORAGE,,,
0,1800412,14,0,A,335,A3022ED3,I,46093,1,,,,,STORAGE,,,
0,1800412,16,0,A,335,A3024GS3,I,46093,1,,,,,STORAGE,119A3019PN3,,
0,1800512,3,0,A,335,A3023ED3,I,46098,1,,,,,STORAGE,,,
0,1800512,10,0,A,335,A3023JZ4,I,46103,1,,,,,STORAGE,,,
0,1800512,11,0,A,335,A3024JF4,I,46098,1,,,,,STORAGE,,,
0,1800512,1,0,A,335,NG001CK3,Z,46097,1,,,,,STORAGE,,,
0,1810214,1,0,A,335,A3025CV3,X,46084,1,,,,,STORAGE,121A3021JB4,,
0,1810214,1,0,A,335,A3025CX3,X,46074,1,,,,,STORAGE,121A3021GJ3,,
0,1810218,7,0,A,335,A3018CX2,I,46113,1,,,,,STORAGE,,,
0,1810218,4,0,A,335,A3018FH2,I,46113,1,,,,,STORAGE,,,
0,1810218,5,0,A,335,A3018FX2,I,46113,1,,,,,STORAGE,,,
0,1810218,4,0,A,335,A3020DD2,I,46113,1,,,,,STORAGE,,,
0,1810218,4,0,A,335,A3020FS2,I,46113,1,,,,,STORAGE,,,
0,1810218,8,0,A,335,A3022KW2,I,46113,1,,,,,STORAGE,,,
0,1810218,7,0,A,335,A3023CR1,I,46075,1,,,,,STORAGE,,,
0,1810218,8,0,A,335,A3023GV1,I,46113,1,,,,,STORAGE,,,
0,1810218,2,0,A,335,A3025EV2,X,46112,1,,,,,STORAGE,123A3023CR1,,
0,1810220,5,0,A,335,A3025FE3,X,46076,1,,,,,STORAGE,,,
0,1850727,6,0,A,335,A3020KP3,I,46114,1,,,,,STORAGE,,,
0,1850727,8,0,A,335,A3022HP3,I,46114,1,,,,,STORAGE,,,
0,1850727,20,0,A,335,A3024CB3,I,46055,1,,,,,STORAGE,,,
0,1850727,2,0,A,335,A3025EW3,X,46114,1,,,,,STORAGE,,,
0,1850727,2,0,A,335,A3025JA4,X,46113,1,,,,,STORAGE,122A3022HY3,,
0,1850743,13,0,A,335,A3021FF1,I,46094,1,,,,,STORAGE,,,
0,1850743,12,0,A,335,A3022JJ1,I,46112,1,,,,,STORAGE,,,
0,1850743,2,0,A,335,A3022KT1,I,46094,1,,,,,STORAGE,,,
0,1850743,10,0,A,335,A3023EY1,I,46099,1,,,,,STORAGE,,,
0,1850743,10,0,A,335,A3023HY1,I,46104,1,,,,,STORAGE,,,
0,1850743,10,0,A,335,A3024KN1,I,46104,1,,,,,STORAGE,,,
0,1850743,10,0,A,335,A3024KR1,I,46104,1,,,,,STORAGE,,,
0,1850743,1,0,A,335,A3025LA1,X,46114,1,,,,,STORAGE,,,
0,1850788,13,0,A,335,A3021FT1,I,45865,1,,,,,STORAGE,,,
0,1850788,5,0,A,335,A3023CH1,I,46111,1,,,,,STORAGE,,,
0,1850788,10,0,A,335,A3023EQ1,I,46105,1,,,,,STORAGE,,,
0,1850788,15,0,A,335,A3023FC1,I,45927,1,,,,,STORAGE,,,
0,1850788,13,0,A,335,A3023FJ1,I,46105,1,,,,,STORAGE,,,
0,1850788,12,0,A,335,A3023KQ1,I,46105,1,,,,,STORAGE,,,
0,1850788,10,0,A,335,A3024DQ1,I,46111,1,,,,,STORAGE,,,
0,1900527,20,0,A,335,A3019MZ3,I,46091,1,,,,,STORAGE,,,
0,1900527,12,0,A,335,A3021LE3,I,46111,1,,,,,STORAGE,,,
0,1900527,20,0,A,335,A3022FT3,I,46035,1,,,,,STORAGE,,,
0,1900527,10,0,A,335,A3022GL4,I,46116,1,,,,,STORAGE,,,
0,1900527,1,0,A,335,A3024JN4,I,46116,1,,,,,STORAGE,,,
0,1900527,16,0,A,335,A3024JT4,I,46111,1,,,,,STORAGE,,,
0,1900527,4,0,A,335,S112,S,46116,1,,,,,0015483-00:01,,,
0,1900543,10,0,A,335,A3021CQ1,I,46112,1,,,,,STORAGE,,,
0,1900543,15,0,A,335,A3021DA1,I,46088,1,,,,,STORAGE,,,
0,1900543,13,0,A,335,A3021FA1,I,45932,1,,,,,STORAGE,,,
0,1900543,14,0,A,335,A3021FB1,I,45973,1,,,,,STORAGE,,,
0,1900543,13,0,A,335,A3021FL1,I,46097,1,,,,,STORAGE,,,
0,1900543,4,0,A,335,A3021GJ1,I,46116,1,,,,,STORAGE,121A3021GJ1,,
0,1900543,14,0,A,335,A3021HM1,I,45960,1,,,,,STORAGE,121A3021FA1,,
0,1900543,11,0,A,335,A3021LE1,X,46115,1,,,,,STORAGE,,,
0,1900543,10,0,A,335,A3022HL1,I,46109,1,,,,,STORAGE,,,
0,1900543,11,0,A,335,A3023DY1,I,46113,1,,,,,STORAGE,,,
0,1900543,6,0,A,335,A3023JK1,I,46115,1,,,,,STORAGE,,,
0,1900543,9,0,A,335,A3023JT1,I,46115,1,,,,,STORAGE,,,
0,1900543,12,0,A,335,A3024CJ1,I,46088,1,,,,,STORAGE,,,
0,1900543,12,0,A,335,A3024ED1,I,46106,1,,,,,STORAGE,124A3024ED1,,
0,1900543,6,0,A,335,A3024FC1,I,46115,1,,,,,STORAGE,,,
0,1900543,10,0,A,335,A3024MG1,I,46115,1,,,,,STORAGE,,,
0,1900543,12,0,A,335,A3025DV1,I,46110,1,,,,,STORAGE,,,
0,1900543,3,0,A,335,A3025FA1,X,46115,1,,,,,STORAGE,,,
0,1900543,14,0,A,335,A3025HN1,I,46106,1,,,,,STORAGE,,,
0,1900543,4,0,A,335,S112,S,46115,1,,,,,0015483-00:01,,,
0,1900589,10,0,A,335,A3021CK1,I,46116,1,,,,,STORAGE,,,
0,1900589,9,0,A,335,A3021CZ1,I,46116,1,,,,,STORAGE,,,
0,1900589,12,0,A,335,A3021FN1,I,46106,1,,,,,STORAGE,,,
0,1900589,7,0,A,335,A3021GS1,I,46115,1,,,,,STORAGE,,,
0,1900589,13,0,A,335,A3021KP1,I,46055,1,,,,,STORAGE,121A3021JG1,,
0,1900589,12,0,A,335,A3021KX1,I,46091,1,,,,,STORAGE,121A3021KX1,,
0,1900589,16,0,A,335,A3021ML1,I,45961,1,,,,,STORAGE,,,
0,1900589,14,0,A,335,A3022CN1,I,46087,1,,,,,STORAGE,,,
0,1900589,11,0,A,335,A3022DB1,I,46116,1,,,,,STORAGE,,,
0,1900589,15,0,A,335,A3022LJ1,I,46113,1,,,,,STORAGE,,,
0,1900589,11,0,A,335,A3023CW1,I,46088,1,,,,,STORAGE,124A3024MB1,,
0,1900589,14,0,A,335,A3023DC1,I,46028,1,,,,,STORAGE,,,
0,1900589,11,0,A,335,A3023GP1,I,46091,1,,,,,STORAGE,,,
0,1900589,11,0,A,335,A3023MP1,I,46091,1,,,,,STORAGE,,,
0,1900589,10,0,A,335,A3024JS1,I,46101,1,,,,,STORAGE,,,
0,1900589,11,0,A,335,A3024MB1,I,46087,1,,,,,STORAGE,,,
0,1900589,11,0,A,335,A3025DY1,I,46102,1,,,,,STORAGE,,,
0,1900589,1,0,A,335,NG001CK3,Z,46111,1,,,,,STORAGE,,,
0,1900589,1,0,A,335,NG001VD3,Z,46106,1,,,,,STORAGE,123A3023KK1,,
0,1900589,8,0,A,335,S112,S,46116,1,,,,,0015483-00:01,,,
0,1930423,1,0,A,335,A3025EY2,X,46100,1,,,,,STORAGE,121A3021JA3,,
0,1930438,1,0,A,335,A3025JS1,X,46116,1,,,,,STORAGE,120A3020CB1,,
0,1940308,12,0,A,335,A3018GB4,I,46095,1,,,,,STORAGE,,,
0,1940308,4,0,A,335,A3018KM3,I,46095,1,,,,,STORAGE,,,
0,1940321,14,0,A,335,A3018DD3,I,46092,1,,,,,STORAGE,,,
0,1940321,14,0,A,335,A3018GS3,I,46093,1,,,,,STORAGE,,,
0,1940321,4,0,A,335,A3019LE4,I,46093,1,,,,,STORAGE,,,
0,1940321,10,0,A,335,A3020CT3,I,46093,1,,,,,STORAGE,,,
0,1940321,12,0,A,335,A3020JK3,I,46094,1,,,,,STORAGE,119A3019DM3,,
0,1940322,16,0,A,335,A3020EQ4,I,46093,1,,,,,STORAGE,,,
0,1940322,16,0,A,335,A3024CN4,I,46100,1,,,,,STORAGE,,,
0,1940322,17,0,A,335,A3025FZ4,X,46093,1,,,,,STORAGE,,,
0,1940325,4,0,A,335,A3022HR4,I,46098,1,,,,,STORAGE,,,
0,1940346,8,0,A,335,A3018DK3,I,46084,1,,,,,STORAGE,121A3021JD4,,
0,1940346,18,0,A,335,A3020CK3,I,46050,1,,,,,STORAGE,,,
0,1940346,17,0,A,335,A3020GZ4,I,46097,1,,,,,STORAGE,,,
0,1940346,19,0,A,335,A3021HU4,I,46081,1,,,,,STORAGE,121A3021KC3,,
0,1940346,11,0,A,335,A3021JS3,I,46081,1,,,,,STORAGE,,,
0,1940346,16,0,A,335,A3024DG3,I,46088,1,,,,,STORAGE,,,
0,1940346,8,0,A,335,A3024FY4,I,46088,1,,,,,STORAGE,,,
0,1940346,8,0,A,335,A3024HN4,I,46085,1,,,,,STORAGE,,,
0,1940346,9,0,A,335,A3025KN3,I,46097,1,,,,,STORAGE,,,
0,1940346,7,0,A,335,A3025KP4,I,46102,1,,,,,STORAGE,121A3021HU4,,
0,1940366,10,0,A,335,A3018EF2,I,46074,1,,,,,STORAGE,,,
0,1940366,10,0,A,335,A3018EL2,I,46074,1,,,,,STORAGE,,,
0,1940366,10,0,A,335,A3020CM2,I,46083,1,,,,,STORAGE,,,
0,1940366,8,0,A,335,A3020DR2,I,46078,1,,,,,STORAGE,,,
0,1940366,8,0,A,335,A3020HD2,I,46083,1,,,,,STORAGE,,,
0,1940366,6,0,A,335,A3021CN2,I,46078,1,,,,,STORAGE,,,
0,1940366,9,0,A,335,A3021DG2,I,46083,1,,,,,STORAGE,,,
0,1940366,12,0,A,335,A3021DP2,I,46078,1,,,,,STORAGE,,,
0,1940366,9,0,A,335,A3021DS2,I,46067,1,,,,,STORAGE,,,
0,1940366,12,0,A,335,A3021MG2,I,46098,1,,,,,STORAGE,,,
0,1940366,10,0,A,335,A3022CW1,I,46084,1,,,,,STORAGE,,,
0,1940366,8,0,A,335,A3022MB2,I,46097,1,,,,,STORAGE,,,
0,1940366,8,0,A,335,A3022MG2,I,46097,1,,,,,STORAGE,,,
0,1940366,7,0,A,335,A3023LF2,I,46049,1,,,,,STORAGE,,,
0,1940366,8,0,A,335,A3024CR2,I,46097,1,,,,,STORAGE,,,
0,1940366,4,0,A,335,A3024KA1,I,46067,1,,,,,STORAGE,,,
0,1940366,8,0,A,335,A3024ME2,I,46097,1,,,,,STORAGE,,,
0,1940367,7,0,A,335,A3018FZ2,I,46080,1,,,,,STORAGE,,,
0,1940367,10,0,A,335,A3018GA2,I,46083,1,,,,,STORAGE,,,
0,1940367,10,0,A,335,A3020CS2,I,46050,1,,,,,STORAGE,,,
0,1940367,8,0,A,335,A3020DZ2,I,46099,1,,,,,STORAGE,,,
