ITNBR,HOUSE,MOHTQ,WHSLC,ITCLS,QTSYR,B2Z95S,ITDSC,TIHIUNLD,PICKPUT,ITMCLSID,UNITSWIDE,UNITLAYERS,UNITSDEEP,SCOOPQTY,SKIDSIZE,QTYCR,NBSEAT,CRTWIN,CRTLIN,CRTHIN,PRDWIN,PRDHIN,PRDLIN,ITMWEGHT,ITNBR2,OPEN_PO,SCOOP_Weight(KG),WEIGHT_RANGE,PALLETS,Unit_Weight(KG),UNIT_WEIGHT_RANGE,FWP,PRDWIN2,PRDHIN2,PRDLIN2,Unnamed: 36,Unnamed: 37
B971-36,335,20,FA00,ZNBM,10,5.08,BEDROOM MIRROR,NO,PALLT,PAL3H,1,10,1,10,4,0,0.0,40.5,49.5,4.38,2.0,35.63,46.0,44.0,B971-36,12,199.58048,E. 400-500,2.0,19.958048,B. 10-20,0x2a,0.0508,0.905002,1.1683999999999999,,
B971-46,335,11,FA00,ZNBM,9,34.29,FIVE DRAWER CHEST,NO,PALLT,FLOOROP,1,2,3,6,3,0,0.0,24.0,43.5,56.75,20.0,56.13,40.0,228.0,B971-46,18,620.513856,O. 1300-1400,2.0,103.418976,L. 100-110,0x2a,0.508,1.425702,1.016,,
B971-93,335,45,FA00,ZNBM,2,13.26,THREE DRAWER NIGHT STAND,NO,PALLT,PAL5H,2,2,2,6,1,0,0.0,23.75,31.5,30.63,20.13,30.13,28.0,109.0,B971-93,65,296.649168,G. 600-700,8.0,49.441528,E. 40-50,0x2a,0.5113019999999999,0.7653019999999999,0.7111999999999999,,
D382-325,335,57,FA00,ZEDF,38,18.28,RECT DRM TABLE SET (6/CN),NO,PALLT,PAL3H,1,5,1,5,5,0,0.0,40.38,63.88,12.25,36.0,30.0,60.0,160.0,D382-325,146,362.8736,I. 800-900,11.0,72.57472,H. 70-80,0x2a,0.9144,0.762,1.524,,
D394-423,335,57,FA00,ZEDF,18,19.48,RECT DRM COUNTER TBL SET(7/CN),NO,PALLT,PAL3H,1,4,1,4,5,0,0.0,40.0,63.5,13.25,36.0,36.0,60.0,205.0,D394-423,147,371.94544,I. 800-900,14.0,92.98636,K. 90-100,A3013GU1,0.9144,0.9144,1.524,,
D768-45,335,5,FA00,ZNDF,0,24.43,RECT DINING ROOM EXT TABLE,NO,PALLT,PAL5H,1,5,1,5,3,0,0.0,46.75,85.0,10.63,98.0,29.88,42.0,199.0,D768-45,27,451.32404,K. 900-1000,1.0,90.264808,K. 90-100,0x2a,2.4892,0.758952,1.0668,,
D768-60,335,1,FA00,ZNDF,0,15.91,DINING ROOM SERVER,NO,PALLT,PAL3H,2,2,1,4,5,0,0.0,22.63,71.5,17.0,18.63,33.5,62.0,152.0,D768-60,3,275.783936,G. 600-700,1.0,68.945984,G. 60-70,0x2a,0.47320199999999996,0.8509,1.5748,,
D971-01,335,174,FA00,ZNDF,6,3.84,DINING UPH SIDE CHAIR (2/CN),NO,PALLT,PAL5H,3,5,1,26,1,2,0.0,21.25,43.0,14.5,23.0,41.25,21.5,23.0,D971-01,204,271.248016,F. 500-600,7.0,10.432616,B. 10-20,0x2a,0.5841999999999999,1.04775,0.5461,,
D971-02,335,62,FA00,ZNDF,2,5.33,DINING UPH SIDE CHAIR (2/CN),NO,PALLT,PAL5H,2,4,1,16,1,2,0.0,22.38,44.5,18.5,22.5,41.63,21.63,28.0,D971-02,64,203.209216,E. 400-500,4.0,12.700576,B. 10-20,0x2a,0.5715,1.057402,0.549402,,
D971-45,335,22,FA00,ZNDF,1,15.84,RECT DINING ROOM EXT TABLE,NO,PALLT,PAL3H,1,5,1,5,5,0,0.0,44.88,80.0,7.63,92.63,30.0,40.0,188.0,D971-45,44,426.37648,K. 900-1000,4.0,85.275296,I. 80-90,0x2a,2.3528019999999996,0.762,1.016,,
D971-60,335,12,FA00,ZNDF,0,28.2,DINING ROOM SERVER,NO,PALLT,FLOOR,1,2,3,6,3,0,0.0,21.63,59.5,37.88,18.25,36.5,56.25,200.0,D971-60,18,544.3104,N. 1200-1300,2.0,90.7184,K. 90-100,0x2a,0.46354999999999996,0.9270999999999999,1.42875,,
T731-3,335,15,FA00,ZEOT,37,4.46,RECTANGULAR END TABLE,NO,PALLT,PAL5H,2,5,2,20,1,0,0.0,27.75,28.5,9.75,26.0,25.0,24.0,66.0,T731-3,26,598.74144,O. 1300-1400,1.0,29.937072,C. 20-30,0x2a,0.6604,0.635,0.6095999999999999,,
T731-7,335,14,FA00,ZEOT,30,5.82,CHAIR SIDE END TABLE,NO,PALLT,PAL5H,2,3,2,12,1,0,0.0,19.75,17.25,29.5,17.0,25.0,14.0,40.0,T731-7,39,217.72416,E. 400-500,1.0,18.14368,B. 10-20,0x2a,0.43179999999999996,0.635,0.35559999999999997,,
T731-9,335,26,FA00,ZEOT,31,10.35,LIFT TOP COCKTAIL TABLE,NO,PALLT,PAL3H,1,5,1,5,4,0,0.0,39.88,39.88,11.25,36.0,18.13,36.0,106.0,T731-9,51,240.40376,F. 500-600,5.0,48.080752,E. 40-50,A3017ME1,0.9144,0.46050199999999997,0.9144,,
B5822-46,335,22,FA00,ZBBR,11,24.66,FIVE DRAWER CHEST,NO,PALLT,FLOOROP,1,2,3,6,3,0,0.0,20.67,37.8,54.53,17.0,49.0,34.0,166.7,B5822-46,42,453.6827184,L. 1000-1100,4.0,75.6137864,H. 70-80,0x2a,0.43179999999999996,1.2446,0.8635999999999999,,
B5822-57,335,27,FA00,ZBBR,0,7.2,QUEEN PANEL HEADBOARD,NO,PALLT,PAL3H,1,8,1,8,5,0,0.0,36.22,67.13,5.12,2.5,51.0,63.75,61.0,B5822-57,73,221.352896,E. 400-500,3.0,27.669112,C. 20-30,0x2a,0.0635,1.2953999999999999,1.6192499999999999,,
B5822-58,335,23,FA00,ZBBR,0,9.01,KING PANEL HEADBOARD,NO,PALLT,PAL3H,1,8,1,8,5,0,0.0,36.22,84.0,5.12,2.5,51.0,79.5,71.8,B5822-58,25,260.5432448,F. 500-600,3.0,32.5679056,D. 30-40,0x2a,0.0635,1.2953999999999999,2.0193,,
B5822-58W1,335,20,FA00,ZBBR,11,9.82,KING PANEL HEADBOARD,NO,PALLT,PAL3H,1,10,1,10,5,0,0.0,36.72,83.86,5.51,2.5,51.0,75.25,67.22,B5822-58W1,14,304.9045424,G. 600-700,2.0,30.49045424,D. 30-40,0x2a,0.0635,1.2953999999999999,1.9113499999999999,,
B5822-92,335,100,FA00,ZBBR,18,9.98,TWO DRAWER NIGHT STAND,NO,PALLT,PAL5H,2,2,2,6,1,0,0.0,20.71,27.75,30.02,17.0,24.0,24.0,54.0,B5822-92,85,146.963808,D. 300-400,17.0,24.493968,C. 20-30,0x2a,0.43179999999999996,0.6095999999999999,0.6095999999999999,,
B5822-97W1,335,49,FA00,ZBBR,4,4.31,QUEEN/KING RAILS,NO,PALLT,RAILS,5,5,1,25,3,0,0.0,13.58,86.97,6.3,81.0,9.25,74.5,46.9,B5822-97W1,199,531.83662,M. 1100-1200,2.0,21.2734648,C. 20-30,0x2a,2.0574,0.23495,1.8922999999999999,,
730H435RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730H435RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
5050314RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5050314RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
2300138085F,335,0,FA00,UIRP,0,0.12,TOSS PILLOW-PRINT-FILLED,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,2300138085F,0,0.0,A. 0-100,,0.39462504,A. 0-10,0x2a,0.0,0.0,0.0,,
4670198RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4670198RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
3990596RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3990596RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
4990339RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4990339RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
730H438RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730H438RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
U4340137341,335,0,FA00,UDRP,0,0.0,LAF OUTSIDE BACK FLAP,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U4340137341,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
B777-54,335,2,FA00,ZSBM,1,5.58,QUEEN PANEL FOOTBOARD,NO,PALLT,PAL5H,3,5,1,15,3,0,0.0,18.5,74.5,7.0,4.5,18.0,67.0,36.0,B777-54,0,244.93968,F. 500-600,1.0,16.329312,B. 10-20,A3017PF1,0.1143,0.4572,1.7018,,
B777-56,335,17,FA00,ZSBM,0,6.62,KING/CAL KING PANEL FOOTBOARD,NO,PALLT,PAL5H,3,5,1,15,3,0,0.0,18.38,90.5,6.88,4.5,18.0,83.0,43.0,B777-56,0,292.56684,G. 600-700,1.0,19.504456,B. 10-20,0x2a,0.1143,0.4572,2.1082,,
B777-56S,335,13,FA00,ZSBM,0,15.91,KING/CAL KING STORAGE FTBD,NO,PALLT,PAL5H,3,2,1,6,3,0,0.0,15.88,85.0,20.38,13.0,20.63,82.0,99.0,B777-56S,16,269.433648,F. 500-600,2.0,44.905608,E. 40-50,A3015FE1,0.3302,0.524002,2.0827999999999998,,
U7380086RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U7380086RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
U9821043021,335,0,FA00,UIRP,0,0.06,CONSOLE ARM,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,U9821043021,0,0.0,A. 0-100,,0.39462504,A. 0-10,0x2a,0.0,0.0,0.0,,
B100-13,335,24,FA00,ZEBR,1,1.58,QUEEN ROLL SLATS,NO,PALLT,RAILS,4,5,1,20,3,0,0.0,12.5,62.5,3.5,75.69,0.56,60.38,37.13,B100-13,19,336.8374192,H. 700-800,1.0,16.84187096,B. 10-20,A3015NK1,1.922526,0.014224,1.533652,,
B100-14,335,67,FA00,ZEBR,3,1.96,KING ROLL SLATS,NO,PALLT,RAILS,4,6,1,24,3,0,0.0,12.25,79.0,3.5,75.69,0.56,76.94,53.0,B100-14,25,576.969024,N. 1200-1300,3.0,24.040376,C. 20-30,A3015QH1,1.922526,0.014224,1.954276,,
D291-01,335,254,FA00,ZEDF,6,3.15,DINING UPH SIDE CHAIR (2/CN),NO,PALLT,PAL5H,3,5,1,26,1,2,0.0,20.63,40.63,13.0,22.88,39.13,20.25,21.0,D291-01,89,247.661232,F. 500-600,10.0,9.525432,A. 0-10,0x2a,0.581152,0.9939020000000001,0.51435,,
D291-13,335,2,FA00,ZEDF,0,6.7,SQUARE DRM COUNTER TABLE,NO,PALLT,PAL5H,1,10,1,10,1,0,0.0,45.88,45.88,5.5,42.0,36.0,42.0,77.0,D291-13,0,349.26584,H. 700-800,1.0,34.926584,D. 30-40,0x2a,1.0668,0.9144,1.0668,,
D291-25,335,35,FA00,ZEDF,4,8.4,RECTANGULAR DINING ROOM TABLE,NO,PALLT,PAL3H,1,10,1,10,5,0,0.0,39.75,63.5,5.75,60.13,30.0,36.0,85.0,D291-25,27,385.5532,I. 800-900,4.0,38.55532,D. 30-40,0x2a,1.527302,0.762,0.9144,,
D647-09,335,14,FA00,ZSDF,3,2.95,DBL COUNTER UPH BENCH (1/CN),NO,PALLT,PAL5H,3,10,1,30,1,0,0.0,18.75,45.25,6.0,15.13,24.0,42.0,37.0,D647-09,6,503.48712,M. 1100-1200,1.0,16.782904,B. 10-20,0x2a,0.384302,0.6095999999999999,1.0668,,
U5240382042,335,0,FA00,UIRP,0,0.63,OUTSIDE BACK SEW KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,U5240382042,0,0.0,A. 0-100,,0.39462504,A. 0-10,0x2a,0.0,0.0,0.0,,
7770125281,335,0,FA00,UIRP,0,0.24,RIGHT ARM FACING IN/OUT ARM,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,7770125281,0,0.0,A. 0-100,,0.63956472,A. 0-10,0x2a,0.0,0.0,0.0,,
D712-124,335,2,FA00,ZNDF,0,1.44,STOOL (2/CN),YES,PALLT,PAL5H,3,7,2,56,1,2,0.0,18.88,31.38,8.38,15.13,24.13,17.0,17.0,D712-124,0,431.819584,K. 900-1000,1.0,7.711064,A. 0-10,0x2a,0.384302,0.612902,0.43179999999999996,,
D736-09,335,13,FA00,ZSDF,11,2.99,DBL COUNTER UPH BENCH (1/CN),NO,PALLT,PAL5H,3,8,1,24,1,0,0.0,19.0,45.25,6.0,15.13,24.25,42.0,38.0,D736-09,13,413.675904,K. 900-1000,1.0,17.236496,B. 10-20,A3016KJ1,0.384302,0.61595,1.0668,,
630XX21RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630XX21RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
D736-124,335,138,FA00,ZSDF,58,3.36,UPHOLSTERED BARSTOOL (2/CN),NO,PALLT,PAL5H,4,3,2,30,1,2,0.0,19.75,43.5,13.5,23.75,42.25,19.5,23.0,D736-124,86,312.97848,G. 600-700,5.0,10.432616,B. 10-20,A3012LB1,0.60325,1.07315,0.49529999999999996,,
D736-32,335,15,FA00,ZSDF,6,20.18,RECT DINING ROOM COUNTER TABLE,NO,PALLT,PAL3H,1,4,1,4,5,0,0.0,43.75,63.75,12.5,60.0,36.25,40.0,204.0,D736-32,5,370.131072,I. 800-900,4.0,92.532768,K. 90-100,A3017PR1,1.524,0.92075,1.016,,
D741-03A,335,0,FA00,ZBDF,12,7.2,DINING UPH ARM CHAIR (2/CN),NO,PALLT,PAL5H,2,2,2,16,3,2,0.0,25.0,32.88,30.25,26.5,41.0,22.5,29.5,D741-03A,0,214.095424,E. 400-500,1.0,13.380964,B. 10-20,0x2a,0.6730999999999999,1.0413999999999999,0.5715,,
D749-01,335,0,FA00,ZBDF,6,3.14,DINING UPH SIDE CHAIR (2/CN),NO,PALLT,PAL5H,3,5,1,26,1,2,0.0,19.5,41.25,13.5,23.5,38.0,19.5,21.5,D749-01,820,253.557928,F. 500-600,1.0,9.752228,A. 0-10,0x2a,0.5969,0.9652,0.49529999999999996,,
D749-35,335,0,FA00,ZBDF,1,14.6,RECT DINING ROOM EXT TABLE,YES,PALLT,PAL5H,1,7,1,7,3,0,0.0,44.25,76.0,7.5,90.0,30.0,41.0,150.0,D749-35,9,476.2716,L. 1000-1100,1.0,68.0388,G. 60-70,0x2a,2.286,0.762,1.0413999999999999,,
D814-01,335,216,FA00,ZNDF,246,3.76,DINING UPH SIDE CHAIR (2/CN),NO,PALLT,PAL5H,3,5,1,26,1,2,0.0,21.13,42.0,14.63,24.75,41.0,20.0,19.5,D814-01,427,229.971144,F. 500-600,8.0,8.845044,A. 0-10,A3013GQ1,0.6286499999999999,1.0413999999999999,0.508,,
D814-124,335,18,FA00,ZNDF,36,3.89,UPHOLSTERED BARSTOOL (2/CN),NO,PALLT,PAL5H,3,4,1,22,1,2,0.0,21.25,44.38,14.25,23.25,43.75,20.13,22.5,D814-124,48,224.52804,E. 400-500,1.0,10.20582,B. 10-20,0x2a,0.59055,1.1112499999999998,0.5113019999999999,,
D814-13,335,5,FA00,ZNDF,9,12.98,ROUND DRM COUNTER TABLE,NO,PALLT,PAL5H,1,7,1,7,1,0,0.0,55.5,55.75,7.25,54.0,36.38,54.0,88.0,D814-13,12,279.412672,G. 600-700,1.0,39.916096,D. 30-40,0x2a,1.3716,0.924052,1.3716,,
D814-25,335,29,FA00,ZNDF,26,15.79,RECTANGULAR DINING ROOM TABLE,NO,PALLT,PAL5H,1,8,1,8,3,0,0.0,45.88,86.5,6.88,84.0,30.0,42.13,108.0,D814-25,70,391.903488,I. 800-900,4.0,48.987936,E. 40-50,0x2a,2.1336,0.762,1.070102,,
D814-60,335,25,FA00,ZNDF,33,16.31,DINING ROOM SERVER,NO,PALLT,PAL5H,3,3,1,9,3,0,0.0,20.38,68.75,20.13,18.0,38.5,67.0,133.0,D814-60,68,542.949624,M. 1100-1200,3.0,60.327736,G. 60-70,0x2a,0.4572,0.9779,1.7018,,
EW0331-124,335,0,FA00,ZEAW,0,2.11,PIER,NO,PALLT,RAILS,4,5,1,20,3,0,0.0,13.0,76.25,3.25,11.89,71.97,17.13,61.0,EW0331-124,6,553.38224,N. 1200-1300,1.0,27.669112,C. 20-30,A3015NB1,0.302006,1.8280379999999998,0.43510199999999993,,
T517-0,335,31,FA00,ZVTC,20,7.4,OVAL COCKTAIL TABLE,NO,PALLT,PAL3H,1,9,1,9,4,0,0.0,36.63,51.75,6.75,33.63,20.25,48.0,81.0,T517-0,55,330.668568,H. 700-800,3.0,36.740952,D. 30-40,0x2a,0.854202,0.51435,1.2191999999999998,,
T517-7,335,29,FA00,ZVTC,57,2.74,CHAIR SIDE END TABLE,NO,PALLT,PAL5H,2,10,2,40,1,0,0.0,29.5,26.75,6.0,22.0,26.0,22.0,33.0,T517-7,42,598.74144,O. 1300-1400,1.0,14.968536,B. 10-20,0x2a,0.5588,0.6604,0.5588,,
T637-4,335,74,FA00,ZEOT,9,8.74,SOFA TABLE,NO,PALLT,PAL5H,2,5,1,10,1,0,0.0,25.5,49.38,12.0,22.0,33.0,46.0,85.0,T637-4,0,385.5532,I. 800-900,7.0,38.55532,D. 30-40,A3014HV1,0.5588,0.8382,1.1683999999999999,,
T637-7,335,50,FA00,ZEOT,4,6.81,CHAIR SIDE END TABLE,NO,PALLT,PAL5H,2,2,3,12,1,0,0.0,26.5,17.0,26.13,24.25,23.0,14.0,53.0,T637-7,51,288.484512,G. 600-700,4.0,24.040376,C. 20-30,A3017NT1,0.61595,0.5841999999999999,0.35559999999999997,,
B090-781,335,16,FA00,ZEBR,0,8.57,QUEEN UPHOLSTERED BED,NO,PALLT,PAL3H,1,10,1,10,5,0,0.0,37.75,68.25,5.75,87.0,60.0,66.5,114.0,B090-781,23,517.09488,M. 1100-1200,2.0,51.709488,F. 50-60,0x2a,2.2098,1.524,1.6890999999999998,,
B090-782,335,7,FA00,ZEBR,0,10.12,KING UPHOLSTERED BED,NO,PALLT,PAL3H,1,10,1,10,5,0,0.0,38.5,84.5,5.38,87.0,60.0,82.5,131.0,B090-782,11,594.20552,O. 1300-1400,1.0,59.420552,F. 50-60,0x2a,2.2098,1.524,2.0955,,
2070235RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2070235RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
2070238RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2070238RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
7199925RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7199925RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
5600114RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600114RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
9021125RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9021125RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
2270019RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2270019RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
2270041RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2270041RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
5600123RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600123RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
2270077RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2270077RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
2480298RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2480298RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
9769925RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9769925RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
D5168-25,335,80,FA00,ZBDF,16,12.46,RECTANGULAR DINING ROOM TABLE,NO,PALLT,PAL3H,1,8,1,8,5,0,0.0,37.5,82.0,7.0,35.4,30.0,78.7,105.84,D5168-25,110,384.06541824,I. 800-900,10.0,48.00817728,E. 40-50,0x2a,0.89916,0.762,1.99898,,
B773-56,335,0,FA00,ZEBR,0,5.52,KING PANEL FOOTBOARD W/RAILS,NO,PALLT,,0,0,0,0,0,0,0.0,13.0,89.0,8.25,86.13,13.5,79.38,70.0,B773-56,0,0.0,A. 0-100,,31.75144,D. 30-40,0x2a,2.187702,0.3429,2.0162519999999997,,
B773-57,335,0,FA00,ZEBR,0,9.57,QUEEN UPH PANEL HEADBOARD,NO,PALLT,,0,0,0,0,0,0,0.0,47.13,66.88,5.25,4.25,66.0,63.5,63.0,B773-57,0,0.0,A. 0-100,,28.576296,C. 20-30,0x2a,0.10794999999999999,1.6764,1.6129,,
D5168-60,335,30,FA00,ZBDF,14,28.59,DINING ROOM SERVER,NO,PALLT,FLOOR,3,2,1,60,3,0,0.0,20.0,65.0,38.0,17.0,36.0,62.0,112.46,D5168-60,68,3060.6573792,W. Over 2100,1.0,51.01095632,F. 50-60,0x2a,0.43179999999999996,0.9144,1.5748,,
2590298RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2590298RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
B773-58,335,0,FA00,ZEBR,0,12.13,KING/CAL KING UPH PANEL HDBD,NO,PALLT,,0,0,0,0,0,0,0.0,47.25,84.5,5.25,4.5,66.0,79.38,75.0,B773-58,0,0.0,A. 0-100,,34.0194,D. 30-40,0x2a,0.1143,1.6764,2.0162519999999997,,
D5169-01,335,2,FA00,ZBDF,0,2.9,DINING ROOM SIDE CHAIR (2/CN),NO,PALLT,PAL5H,5,3,2,36,1,2,0.0,19.69,41.14,12.4,22.9,37.9,19.5,20.9,D5169-01,0,341.2826208,H. 700-800,1.0,9.4800728,A. 0-10,0x2a,0.58166,0.96266,0.49529999999999996,,
D5169-02,335,24,FA00,ZBDF,0,3.09,DINING ROOM SIDE CHAIR (2/CN),NO,PALLT,PAL5H,4,3,2,30,1,2,0.0,19.69,41.14,13.19,22.8,39.0,18.5,19.8,D5169-02,2,269.433648,F. 500-600,1.0,8.9811216,A. 0-10,0x2a,0.57912,0.9905999999999999,0.4699,,
4240107RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4240107RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
B814-99W1,335,54,FA00,ZNBM,7,4.39,KING PANEL RAILS W/ROLL SLATS,NO,PALLT,RAILS,4,4,1,16,3,0,0.0,13.75,88.25,6.25,0.0,0.0,0.0,94.6,B814-99W1,43,686.5568512,Q. 1500-1600,3.0,42.9098032,E. 40-50,0x2a,0.0,0.0,0.0,,
2590296RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2590296RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
T916-2W9,335,1,FA00,ZVTC,0,4.2,SQUARE END TABLE,NO,PALLT,PAL5H,2,3,2,12,1,0,0.0,20.47,20.47,17.31,18.0,24.0,18.0,49.5,T916-2W9,0,269.433648,F. 500-600,1.0,22.452804,C. 20-30,0x2a,0.4572,0.6095999999999999,0.4572,,
3380387RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3380387RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
2630077RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2630077RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
B841-36,335,0,FA00,ZSBM,0,6.7,BEDROOM MIRROR,NO,PALLT,,0,0,0,0,0,0,0.0,36.5,51.75,6.13,3.0,33.13,46.75,58.0,B841-36,0,0.0,A. 0-100,,26.308336,C. 20-30,0x2a,0.07619999999999999,0.8415020000000001,1.18745,,
