Warehouse,Location,Loc_Type,Item,Replen Level,Replen Qty,Uom,Capacity Qty,Pick Put Id,Class Id,Fwd Qty,Current Utilized,Notfwd Qty,Potential Utilized,Pallet Type,Pick Trans Qty,TripQty,CO_Qty,Disabled,STO
335,A3013MA1,P,A3000703,8,8,EA,16,PALLT,PAL5H,11,0.6875,29,2.5,5 x 7 ORANGE,59,56,133,Active,11
335,A3020CA1,P,A3000709,3992,4,EA,3996,PALLT,PAL3H,83,0.0208,0,0.0208,3.5 X 7  PAL3D,10,45,28,Active,83
335,A3011GU1,P,A3000731,8,4,EA,12,PALLT,PAL3H,9,0.75,140,12.4167,3.5 X 7  PAL3D,98,51,155,Active,9
335,A3016KR1,P,A3000750,0,12,EA,12,PALLT,PAL5H,8,0.6667,0,0.6667,5 x 5 wood pallet,41,11,24,Active,8
335,A3014CV1,P,A3000757,0,12,EA,12,PALLT,PAL5H,2,0.1667,24,2.1667,5 x 5 wood pallet,53,23,30,Active,2
335,A3016EE1,P,A3000762,0,12,EA,12,PALLT,PAL5H,10,0.8333,36,3.8333,5 x 5 wood pallet,32,35,24,Active,10
335,A3014LK1,P,A3000763,0,12,EA,12,PALLT,PAL5H,1,0.0833,72,6.0833,5 x 5 wood pallet,8,32,26,Active,1
335,A3013KJ1,P,A3000826,12,6,EA,18,PALLT,PAL3H,16,0.8889,210,12.5556,3.5 X 5  PAL3H,38,197,62,Active,16
335,A3013GX1,P,A4000017,40,20,EA,60,PALLT,PAL5H,13,0.2167,0,0.2167,5 x 7 ORANGE,34,8,41,Active,13
335,A3017PB1,P,A4000021,0,12,EA,12,PALLT,PAL3H,1,0.0833,28,2.4167,3.5 X 7  PAL3D,44,36,79,Active,1
335,A3017PV1,P,A4000031,0,6,EA,6,PALLT,PAL3H,6,1.0,18,4.0,3.5 X 7  PAL3D,85,18,64,Active,6
335,A3017DY1,P,A4000037,0,6,EA,6,PALLT,PAL3H,3,0.5,6,1.5,3.5 X 7  PAL3D,120,11,77,Active,3
335,A3016GW1,P,A4000039,0,11,EA,11,PALLT,PAL5H,2,0.1818,64,6.0,5 x 5 wood pallet,48,45,34,Active,2
335,A3013HD1,P,A4000045,12,12,EA,24,PALLT,PAL5H,24,1.0,60,3.5,5 x 7 ORANGE,109,73,57,Active,24
335,A3011JP1,P,A4000049,162,54,EA,216,PALLT,PAL3H,165,0.7639,139,1.4074,3.5 X 5  PAL3H,221,78,41,Active,165
335,A3017HV1,P,A4000096,0,8,EA,8,PALLT,PAL3H,2,0.25,0,0.25,3.5 X 7  PAL3D,71,5,661,Active,2
335,A3016KP1,P,A4000231,0,72,CN,72,PALLT,PAL5H,19,0.2639,0,0.2639,5 x 5 wood pallet,30,7,39,Active,19
335,A3014ER1,P,A4000254,0,32,EA,32,PALLT,PAL5H,6,0.1875,230,7.375,5 x 5 wood pallet,128,36,19,Active,6
335,A3013KP1,P,A4000258,8,8,EA,16,PALLT,PAL5H,6,0.375,224,14.375,5 x 7 ORANGE,88,13,36,Active,10
335,A3012EV1,P,A4000268,12,6,EA,18,PALLT,PAL3H,16,0.8889,0,0.8889,3.5 X 7  PAL3D,58,22,68,Active,16
335,A3017MY1,P,A4000286,0,10,EA,10,PALLT,PAL3H,9,0.9,14,2.3,3.5 X 7  PAL3D,42,17,81,Active,9
335,A3015HZ1,P,A4000308,0,8,EA,8,PALLT,PAL5H,6,0.75,408,51.75,5 x 7 ORANGE,41,6,18,Active,6
335,A3012HA1,P,A4000311,48,24,EA,72,PALLT,PAL5H,52,0.7222,225,3.8472,5 x 5 wood pallet,305,223,209,Active,52
335,A3015FK1,P,A4000316,0,8,EA,8,PALLT,PAL5H,2,0.25,136,17.25,5 x 7 ORANGE,45,146,16,Active,2
335,A3017EM1,P,A4000396,0,27,EA,27,PALLT,PAL3H,1,0.037,27,1.037,3.5 X 5  PAL3H,11,1,24,Active,1
335,A3017CT1,P,A4000399,0,27,EA,27,PALLT,PAL3H,24,0.8889,0,0.8889,3.5 X 5  PAL3H,29,0,24,Active,24
335,A3017JX1,P,A4000441,0,12,EA,12,PALLT,PAL3H,5,0.4167,195,16.6667,3.5 X 5  PAL3H,171,57,45,Active,5
335,A3012EU1,P,A4000442,84,28,EA,112,PALLT,PAL5H,98,0.875,247,3.0804,5 x 5 wood pallet,95,260,178,Active,98
335,A3016LJ1,P,A4000443,0,21,EA,21,PALLT,PAL5H,12,0.5714,210,10.5714,5 x 5 wood pallet,175,60,59,Active,12
335,A3014HN1,P,A4000462,0,32,EA,32,PALLT,PAL5H,3,0.0938,32,1.0938,5 x 5 wood pallet,99,109,22,Active,3
335,A3013MG1,P,A4000507,4,4,EA,8,PALLT,PAL5H,6,0.75,36,5.25,5 x 7 ORANGE,68,30,77,Active,6
335,A3017PG1,P,A4000508,0,5,EA,5,PALLT,PAL3H,1,0.2,14,3.0,3.5 X 7  PAL3D,45,16,23,Active,1
335,A3012EG1,P,A4000510,48,16,EA,64,PALLT,PAL5H,51,0.7969,144,3.0469,5 x 5 wood pallet,158,172,106,Active,51
335,A3017EJ1,P,A4000540,0,40,EA,40,PALLT,PAL3H,3,0.075,296,7.475,3.5 X 5  PAL3H,98,5,52,Active,3
335,A3011CC1,P,A4000570,12,6,EA,18,PALLT,PAL5H,14,0.7778,93,5.9444,5 x 7 ORANGE,14,5,21,Active,14
335,A3013EB1,P,A4000574,16,8,EA,24,PALLT,PAL3H,17,0.7083,29,1.9167,3.5 X 7  PAL3D,2,3,11,Active,17
335,A3011FZ1,P,A4000575,12,12,EA,24,PALLT,PAL5H,14,0.5833,168,7.5833,5 x 7 ORANGE,97,2,12,Active,14
335,A3015MJ1,P,A4000582,0,6,EA,6,PALLT,PAL5H,4,0.6667,21,4.1667,5 x 7 ORANGE,2,2,4,Active,4
335,A3011HA1,P,A4000589,15,15,EA,30,PALLT,PAL5H,20,0.6667,6,0.8667,5 x 7 ORANGE,85,31,99,Active,20
335,A3012FU1,P,A4000592,12,12,EA,24,PALLT,PAL5H,18,0.75,120,5.75,5 x 7 ORANGE,24,15,4,Active,24
335,A3016KA1,P,A4000596,0,21,EA,21,PALLT,PAL5H,10,0.4762,105,5.4762,5 x 5 wood pallet,99,13,9,Active,10
335,A3016DD1,P,A4000600,0,16,EA,16,PALLT,PAL5H,8,0.5,128,8.5,5 x 5 wood pallet,61,14,42,Active,8
335,A3012EB1,P,A4000605,60,20,EA,80,PALLT,PAL5H,0,0.0,357,4.4625,5 x 5 wood pallet,404,49,221,Active,0
335,A3014CE1,P,A4000606,0,16,EA,16,PALLT,PAL5H,15,0.9375,48,3.9375,5 x 5 wood pallet,37,10,1,Active,15
335,A3014FA1,P,A4000607,0,16,CN,16,PALLT,PAL5H,6,0.375,288,18.375,5 x 5 wood pallet,325,286,311,Active,6
335,A3012DE1,P,A4000612,60,30,EA,90,PALLT,PAL5H,63,0.7,60,1.3667,5 x 5 wood pallet,172,57,47,Active,75
335,A3011DZ1,P,A4000616,64,32,EA,96,PALLT,PAL5H,94,0.9792,64,1.6458,5 x 5 wood pallet,15,12,16,Active,94
335,A3012GP1,P,A4000618,48,16,EA,64,PALLT,PAL5H,40,0.625,0,0.625,5 x 5 wood pallet,107,30,35,Active,46
335,A3012CN1,P,A4000623,24,8,EA,32,PALLT,PAL3H,26,0.8125,278,9.5,3.5 X 5  PAL3H,58,113,70,Active,26
335,A3017QF1,P,A4000624,0,8,CN,8,PALLT,PAL3H,8,1.0,45,6.625,3.5 X 5  PAL3H,44,30,16,Active,8
335,A3014EE1,P,A4000625,0,48,EA,48,PALLT,PAL5H,16,0.3333,217,4.8542,5 x 5 wood pallet,38,70,11,Active,24
335,A3012MJ1,P,A4000627,40,20,EA,60,PALLT,PAL5H,44,0.7333,220,4.4,5 x 5 wood pallet,253,109,94,Active,52
335,A3016CZ1,P,A4000628,0,40,EA,40,PALLT,PAL3H,23,0.575,0,0.575,3.5 X 5  PAL3H,13,0,15,Active,23
335,A3014LF1,P,A4000633,0,50,EA,50,PALLT,PAL5H,17,0.34,83,2.0,5 x 5 wood pallet,98,51,36,Active,5
335,A3017EY1,P,A4000646,0,20,EA,20,PALLT,PAL3H,7,0.35,0,0.35,3.5 X 5  PAL3H,25,1,0,Active,7
335,A3013DR1,P,A4000654,12,12,EA,24,PALLT,PAL5H,20,0.8333,248,11.1667,5 x 7 ORANGE,32,10,27,Active,20
335,A3016GD1,P,A4000664,0,6,EA,6,PALLT,PAL5H,2,0.3333,144,24.3333,5 x 5 wood pallet,74,111,125,Active,2
335,A3012CY1,P,A4000672,12,6,EA,18,PALLT,PAL5H,13,0.7222,42,3.0556,5 x 7 ORANGE,35,1,22,Active,13
335,A3012KN1,P,A4000678,4,4,EA,8,PALLT,PAL3H,5,0.625,32,4.625,3.5 X 7  PAL3D,16,1,21,Active,5
335,A3017RF1,P,A4000679,0,4,EA,4,PALLT,PAL3H,1,0.25,186,46.75,3.5 X 7  PAL3D,2,15,16,Active,1
335,A3017QB1,P,A4000680,0,8,EA,8,PALLT,PAL3H,0,0.0,176,22.0,3.5 X 5  PAL3H,75,104,82,Active,3
335,A3011LP1,P,A4000688,8,4,EA,12,PALLT,PAL5H,10,0.8333,211,18.4167,5 x 7 ORANGE,6,76,23,Active,10
335,A3016FW1,P,A4000694,0,6,EA,6,PALLT,PAL5H,5,0.8333,66,11.8333,5 x 5 wood pallet,8,29,7,Active,5
335,A3014EP1,P,A4000707,0,6,EA,6,PALLT,PAL5H,2,0.3333,28,5.0,5 x 5 wood pallet,3,3,7,Active,2
335,A3011EM1,P,A4000709,16,8,EA,24,PALLT,PAL5H,21,0.875,280,12.5417,5 x 7 ORANGE,6,2,8,Active,21
335,A3011CK1,P,A4000710,16,8,EA,24,PALLT,PAL5H,21,0.875,188,8.7083,5 x 7 ORANGE,2,1,0,Active,21
335,A3020GA1,P,A4000711,18,6,CN,24,PALLT,PAL3H,114,4.75,236,14.5833,3.5 X 7  PAL3D,24,224,76,Active,114
335,A3014MA1,P,A4000714,0,16,EA,16,PALLT,PAL5H,0,0.0,391,24.4375,5 x 5 wood pallet,20,210,25,Pillars,0
335,A3014EH1,P,A4000716,0,20,EA,20,PALLT,PAL5H,5,0.25,108,5.65,5 x 5 wood pallet,24,58,28,Active,5
335,A3014CS1,P,A4000717,0,50,EA,50,PALLT,PAL5H,15,0.3,192,4.14,5 x 5 wood pallet,56,10,28,Active,15
335,A3011JL1,P,A4000720,48,16,EA,64,PALLT,PAL5H,63,0.9844,128,2.9844,5 x 5 wood pallet,4,4,32,Active,63
335,A3011FT1,P,A4000722,56,28,EA,84,PALLT,PAL5H,79,0.9405,96,2.0833,5 x 5 wood pallet,16,0,0,Active,79
335,A3013GY1,P,A4000723,84,28,EA,112,PALLT,PAL5H,112,1.0,28,1.25,5 x 5 wood pallet,83,1,0,Active,112
335,A3016JZ1,P,A4000724,0,24,EA,24,PALLT,PAL5H,3,0.125,140,5.9583,5 x 5 wood pallet,10,0,8,Active,3
335,A3016DF1,P,A4000726,0,16,CN,16,PALLT,PAL5H,13,0.8125,322,20.9375,5 x 5 wood pallet,2,0,8,Active,13
335,A3016CP1,P,A8010036,0,36,EA,36,PALLT,PAL3H,12,0.3333,72,2.3333,3.5 X 5  PAL3H,116,66,16,Active,12
335,A3011EQ1,P,A8010068,60,30,EA,90,PALLT,PAL3H,65,0.7222,10,0.8333,3.5 X 7  PAL3D,127,59,19,Active,65
335,A3017KS1,P,A8010076,0,36,EA,36,PALLT,PAL3H,20,0.5556,36,1.5556,3.5 X 7  PAL3D,53,0,4,Active,20
335,A3013DD1,P,A8010110,24,24,EA,48,PALLT,PAL3H,44,0.9167,24,1.4167,3.5 X 7  PAL3D,70,61,7,Active,44
335,A3013JX1,P,A8010112,96,48,EA,144,PALLT,PAL3H,45,0.3125,0,0.3125,3.5 X 7  PAL3D,255,44,107,Active,45
335,A3017PS1,P,A8010123,0,10,EA,10,PALLT,PAL3H,4,0.4,30,3.4,3.5 X 7  PAL3D,5,16,11,Active,4
335,A3014EB1,P,A8010124,0,18,EA,18,PALLT,PAL5H,10,0.5556,209,12.1667,5 x 5 wood pallet,278,23,14,Active,10
335,A3014GR1,P,A8010153,0,120,EA,120,PALLT,PAL5H,12,0.1,0,0.1,5 x 5 wood pallet,142,14,20,Active,12
335,A3016GA1,P,A8010166,0,36,EA,36,PALLT,PAL5H,18,0.5,35,1.4722,5 x 5 wood pallet,70,29,0,Active,18
335,A3016KC1,P,A8010171,0,72,EA,72,PALLT,PAL5H,22,0.3056,80,1.4167,5 x 5 wood pallet,106,96,4,Active,22
335,A3017DR1,P,A8010197,0,9,EA,9,PALLT,PAL3H,3,0.3333,0,0.3333,3.5 X 7  PAL3D,47,121,58,Active,3
335,A3012KZ1,P,A8010198,24,24,EA,48,PALLT,PAL3H,31,0.6458,336,7.6458,3.5 X 7  PAL3D,113,45,0,Active,31
335,A3017DP1,P,A8010210,0,34,EA,34,PALLT,PAL3H,8,0.2353,32,1.1765,3.5 X 7  PAL3D,175,26,29,Active,8
335,A3017HW1,P,A8010237,0,36,EA,36,PALLT,PAL3H,31,0.8611,72,2.8611,3.5 X 7  PAL3D,188,47,194,Active,31
335,A3011LH1,P,A8010284,132,44,EA,176,PALLT,PAL5H,96,0.5455,0,0.5455,5 x 5 wood pallet,312,95,16,Active,96
335,A3013DM1,P,A8010301,60,60,EA,120,PALLT,PAL5H,73,0.6083,30,0.8583,5 x 7 ORANGE,56,17,93,Active,73
335,A3014KY1,P,A8010319,0,15,EA,15,PALLT,PAL3H,2,0.1333,100,6.8,3.5 X 5  PAL3H,134,42,61,Active,2
335,A3012FG1,P,A8010323,10,10,EA,20,PALLT,PAL3H,17,0.85,110,6.35,3.5 X 7  PAL3D,70,41,22,Active,17
335,A3017PH1,P,A8010330,0,28,EA,28,PALLT,PAL3H,5,0.1786,84,3.1786,3.5 X 7  PAL3D,91,38,31,Active,5
335,A3016JP1,P,A8010333,0,24,EA,24,PALLT,PAL5H,14,0.5833,0,0.5833,5 x 5 wood pallet,138,7,73,Active,14
335,A3012KM1,P,A8010335,180,90,EA,270,PALLT,PAL3H,196,0.7259,90,1.0593,3.5 X 5  PAL3H,75,20,13,Active,196
335,A3014JC1,P,A8010340,0,45,EA,45,PALLT,PAL5H,35,0.7778,0,0.7778,5 x 5 wood pallet,138,30,6,Active,35
335,A3017KN1,P,A8010341,0,11,EA,11,PALLT,PAL3H,11,1.0,0,1.0,3.5 X 7  PAL3D,45,11,9,Active,11
335,A3015KH1,P,A8010342,0,22,EA,22,PALLT,PAL5H,11,0.5,66,3.5,5 x 7 ORANGE,113,5,22,Active,11
335,A3012HC1,P,A8010343,9,9,EA,18,PALLT,PAL3H,16,0.8889,0,0.8889,3.5 X 7  PAL3D,18,0,24,Active,16
335,A3017EH1,P,A8010353,0,30,CN,30,PALLT,PAL3H,11,0.3667,150,5.3667,3.5 X 5  PAL3H,152,16,76,Active,11
335,A3014HX1,P,A8010389,0,10,EA,10,PALLT,PAL5H,2,0.2,20,2.2,5 x 5 wood pallet,40,2,19,Active,2
335,A3013FH1,P,A8010391,36,36,EA,72,PALLT,PAL3H,56,0.7778,144,2.7778,3.5 X 7  PAL3D,0,0,0,Active,56
335,A3017LQ1,P,A8010394,0,17,EA,17,PALLT,PAL3H,5,0.2941,133,8.1176,3.5 X 5  PAL3H,0,7,0,Active,5
335,A3015DY1,P,A8010397,0,60,EA,60,PALLT,PAL5H,13,0.2167,188,3.35,5 x 7 ORANGE,96,7,24,Active,13
335,A3016DQ1,P,A8010400,0,60,EA,60,PALLT,PAL5H,9,0.15,80,1.4833,5 x 5 wood pallet,34,31,8,Active,9
335,A3014KF1,P,A8010402,0,30,EA,30,PALLT,PAL5H,21,0.7,0,0.7,5 x 5 wood pallet,1,0,0,Active,21
335,A3014CQ1,P,A8010403,0,30,EA,30,PALLT,PAL5H,6,0.2,120,4.2,5 x 5 wood pallet,60,0,0,Active,6
335,A3017NE1,P,A8010405,0,10,EA,10,PALLT,PAL3H,10,1.0,120,13.0,3.5 X 5  PAL3H,0,17,89,Active,10
335,A3017DF1,P,A8010408,0,24,EA,24,PALLT,PAL3H,17,0.7083,120,5.7083,3.5 X 7  PAL3D,40,1,0,Active,17
335,A3011JW1,P,A8010412,84,28,EA,112,PALLT,PAL5H,98,0.875,0,0.875,5 x 5 wood pallet,62,6,0,Active,98
335,A3015DR1,P,A8010413,0,24,EA,24,PALLT,PAL5H,10,0.4167,0,0.4167,5 x 7 ORANGE,97,20,0,Active,10
335,A3012KY1,P,A8010414,30,15,EA,45,PALLT,PAL3H,34,0.7556,120,3.4222,3.5 X 5  PAL3H,16,0,0,Active,34
335,A3017LJ1,P,A8010417,0,11,EA,11,PALLT,PAL3H,7,0.6364,0,0.6364,3.5 X 5  PAL3H,14,3,4,Active,7
335,A3015HC1,P,A8010419,0,60,EA,60,PALLT,PAL5H,0,0.0,0,0.0,5 x 7 ORANGE,131,0,125,Active,0
335,A3014EA1,P,A8010420,0,12,EA,12,PALLT,PAL5H,8,0.6667,132,11.6667,5 x 5 wood pallet,0,118,22,Active,8
335,A3017QS1,P,A8010421,0,12,EA,12,PALLT,PAL3H,8,0.6667,122,10.8333,3.5 X 5  PAL3H,4,0,0,Active,8
335,A3016ED1,P,A8010426,0,8,EA,8,PALLT,PAL5H,7,0.875,7,1.75,5 x 5 wood pallet,4,14,9,Active,7
335,A3017PJ1,P,A8010427,0,20,EA,20,PALLT,PAL3H,0,0.0,3,0.15,3.5 X 7  PAL3D,49,29,72,Active,0
335,A3013CN1,P,A8010429,100,50,EA,150,PALLT,PAL3H,115,0.7667,0,0.7667,3.5 X 7  PAL3D,42,10,8,Active,115
335,A3011GX1,P,A8010449,60,20,EA,80,PALLT,PAL5H,63,0.7875,96,1.9875,5 x 5 wood pallet,82,139,19,Active,63
335,A3014CX1,P,A8010452,0,13,EA,13,PALLT,PAL5H,7,0.5385,351,27.5385,5 x 5 wood pallet,25,187,36,Active,7
335,A3014HA1,P,A8010456,0,8,EA,8,PALLT,PAL5H,4,0.5,233,29.625,5 x 5 wood pallet,36,64,25,Active,4
335,A3017GZ1,P,B100-11,0,64,EA,64,PALLT,PAL3H,0,0.0,18,0.2813,3.5 X 5  PAL3H,372,28,128,Active,0
335,A3011GL1,P,B100-12,180,60,EA,240,PALLT,PAL5H,58,0.2417,0,0.2417,5 x 5 wood pallet,522,57,516,Active,58
335,A3015NK1,P,B100-13,0,30,EA,30,PALLT,RAILS,6,0.2,60,2.2,3.5 X 7  PAL3D,583,191,913,Active,6
335,A3015QM1,P,B100-13W1,0,48,EA,48,PALLT,RAILS,9,0.1875,8,0.3542,3.5 X 7  PAL3D,20,15,14,Active,9
335,A3015QH1,P,B100-14,0,36,EA,36,PALLT,RAILS,28,0.7778,0,0.7778,3.5 X 7  PAL3D,291,52,369,Active,28
335,A3015QG1,P,B100-14W1,0,30,EA,30,PALLT,RAILS,26,0.8667,0,0.8667,3.5 X 7  PAL3D,34,11,50,Active,26
335,A3011KW1,P,B130-581,11,11,EA,22,PALLT,PAL3H,19,0.8636,154,7.8636,3.5 X 7  PAL3D,156,120,181,Active,19
335,A3011JF1,P,B130-582,24,12,EA,36,PALLT,PAL3H,28,0.7778,60,2.4444,3.5 X 7  PAL3D,128,64,129,Active,28
335,A3012CS1,P,B2614-91W9,32,16,EA,48,PALLT,PAL5H,18,0.375,0,0.375,5 x 7 ORANGE,2,4,28,Active,18
335,A3017PQ1,P,B280-672,0,10,EA,10,PALLT,PAL3H,1,0.1,0,0.1,3.5 X 7  PAL3D,37,18,58,Active,1
335,A3012DC1,P,B280-681,9,9,EA,18,PALLT,PAL3H,11,0.6111,0,0.6111,3.5 X 7  PAL3D,65,26,122,Active,11
335,A3013EK1,P,B3380-81,14,7,EA,21,PALLT,PAL3H,19,0.9048,119,6.5714,3.5 X 7  PAL3D,39,114,8,Active,19
335,A3010NG1,P,B3380-82,0,5,EA,5,PALLT,PAL5H,5,1.0,0,1.0,5 X 8 PURPLE,45,0,0,Active,5
335,A3011HR1,P,B3380-99,30,30,EA,60,PALLT,RAILS,37,0.6167,250,4.7833,5 X 8 PURPLE,35,227,60,Active,37
335,A3012GW1,P,B3381-81,14,7,EA,21,PALLT,PAL3H,16,0.7619,140,7.4286,3.5 X 7  PAL3D,16,0,3,Active,16
335,A3015QL1,P,B3381-99,0,16,EA,16,PALLT,RAILS,11,0.6875,192,12.6875,3.5 X 7  PAL3D,44,0,7,Active,11
335,A3017JW1,P,B386-36,0,23,EA,23,PALLT,PAL3H,11,0.4783,70,3.5217,3.5 X 5  PAL3H,3,31,0,Active,11
335,A3013HM1,P,B386-81,6,6,EA,12,PALLT,PAL3H,12,1.0,108,10.0,3.5 X 7  PAL3D,34,90,0,Active,12
335,A3016LB1,P,B386-92,0,12,EA,12,PALLT,PAL5H,4,0.3333,57,5.0833,5 x 5 wood pallet,31,9,6,Active,4
335,A3010NQ1,P,B386-97,0,40,EA,40,PALLT,RAILS,7,0.175,392,9.975,5 X 8 PURPLE,161,369,0,Active,7
335,A3013FR1,P,B401-81,6,6,EA,12,PALLT,PAL5H,8,0.6667,0,0.6667,5 x 7 ORANGE,51,8,198,Active,8
335,A3012GX1,P,B401-81W1,10,5,EA,15,PALLT,PAL5H,15,1.0,75,6.0,5 x 7 ORANGE,6,0,11,Active,15
335,A3010LF1,P,B401-82,0,5,EA,5,PALLT,PAL5H,3,0.6,30,6.6,5 X 8 PURPLE,58,13,178,for RPC,3
335,A3017MP1,P,B414-26,0,20,EA,20,PALLT,PAL3H,5,0.25,20,1.25,3.5 X 7  PAL3D,67,15,123,Active,5
335,A3016FC1,P,B414-52,0,20,EA,20,PALLT,PAL5H,9,0.45,12,1.05,5 x 5 wood pallet,116,28,202,Active,9
335,A3017GK1,P,B414-53,0,9,EA,9,PALLT,PAL3H,2,0.2222,26,3.1111,3.5 X 5  PAL3H,105,31,202,Active,2
335,A3015DZ1,P,B414-54,0,18,EA,18,PALLT,PAL5H,7,0.3889,28,1.9444,5 x 7 ORANGE,65,17,99,Active,7
335,A3017FK1,P,B414-57,0,8,EA,8,PALLT,PAL3H,8,1.0,18,3.25,3.5 X 7  PAL3D,44,18,93,Active,8
335,A3015KG1,P,B414-84,0,14,EA,14,PALLT,PAL5H,8,0.5714,66,5.2857,5 x 7 ORANGE,112,36,240,Active,8
335,A3015ND1,P,B414-86,0,15,EA,15,PALLT,RAILS,3,0.2,33,2.4,3.5 X 7  PAL3D,181,60,447,Active,3
335,A3017MH1,P,B414-87,0,8,EA,8,PALLT,PAL3H,7,0.875,54,7.625,3.5 X 7  PAL3D,78,38,247,Active,7
335,A3014KB1,P,B414-92,0,8,EA,8,PALLT,PAL5H,7,0.875,59,8.25,5 x 5 wood pallet,163,56,435,Active,7
335,A3016LP1,P,B433-36,0,13,EA,13,PALLT,PAL3H,2,0.1538,6,0.6154,3.5 X 5  PAL3H,45,9,137,Active,2
335,A3012JH1,P,B433-81,18,9,EA,27,PALLT,PAL3H,23,0.8519,45,2.5185,3.5 X 7  PAL3D,146,43,417,Active,23
335,A3017ML1,P,B433-82,0,7,EA,7,PALLT,PAL3H,5,0.7143,7,1.7143,3.5 X 7  PAL3D,138,22,374,Active,5
335,A3012CW1,P,B433-92,24,8,EA,32,PALLT,PAL3H,25,0.7813,34,1.8438,3.5 X 5  PAL3H,167,64,921,Active,25
335,A3011KF1,P,B433-97,25,25,EA,50,PALLT,RAILS,39,0.78,0,0.78,5 X 8 PURPLE,302,49,760,Active,39
335,A3017LC1,P,B441-36,0,13,EA,13,PALLT,PAL3H,2,0.1538,108,8.4615,3.5 X 5  PAL3H,50,48,78,Active,2
335,A3017CX1,P,B441-53,0,10,EA,10,PALLT,PAL3H,8,0.8,66,7.4,3.5 X 5  PAL3H,27,62,36,Active,8
335,A3012JW1,P,B441-81,22,11,EA,33,PALLT,PAL3H,23,0.697,94,3.5455,3.5 X 7  PAL3D,31,65,48,Active,23
335,A3017FW1,P,B441-82,0,11,EA,11,PALLT,PAL3H,1,0.0909,0,0.0909,3.5 X 7  PAL3D,25,0,7,Active,1
335,A3013FU1,P,B441-83,80,80,EA,160,PALLT,RAILS,85,0.5313,30,0.7188,5 x 7 ORANGE,82,77,193,Active,85
335,A3011JT1,P,B441-87,33,11,EA,44,PALLT,PAL3H,39,0.8864,44,1.8864,3.5 X 5  PAL3H,60,56,72,Active,39
335,A3011EJ1,P,B441-92,36,12,EA,48,PALLT,PAL5H,44,0.9167,166,4.375,5 x 5 wood pallet,91,69,188,Active,44
335,A3011FF1,P,B441-97,60,60,EA,120,PALLT,RAILS,20,0.1667,0,0.1667,5 X 8 PURPLE,121,11,68,Active,20
335,A3012FP1,P,B480-174S,10,10,EA,20,PALLT,PAL5H,9,0.45,0,0.45,5 x 7 ORANGE,17,5,13,Active,9
335,A3011DB1,P,B480-197,27,27,EA,54,PALLT,RAILS,15,0.2778,0,0.2778,5 X 8 PURPLE,44,9,30,Active,15
335,A3017EU1,P,B480-36,0,11,EA,11,PALLT,PAL3H,4,0.3636,20,2.1818,3.5 X 5  PAL3H,6,5,23,Active,4
335,A3017PL1,P,B480-77,0,7,EA,7,PALLT,PAL3H,7,1.0,0,1.0,3.5 X 7  PAL3D,14,5,13,Active,7
335,A3011GC1,P,B480-78,14,7,EA,21,PALLT,PAL3H,19,0.9048,14,1.5714,3.5 X 7  PAL3D,12,4,12,Active,19
335,A3012HJ1,P,B480-92,16,8,EA,24,PALLT,PAL5H,18,0.75,8,1.0833,5 x 5 wood pallet,27,9,60,Active,18
335,A3012DL1,P,B481-174S,10,10,EA,20,PALLT,PAL5H,15,0.75,0,0.75,5 x 7 ORANGE,1,0,4,Active,15
335,A3010EC1,P,B481-176S,0,8,EA,8,PALLT,PAL5H,1,0.125,14,1.875,5 X 8 PURPLE,0,0,8,Active,1
335,A3010GU1,P,B481-197,0,27,EA,27,PALLT,RAILS,9,0.3333,27,1.3333,5 X 8 PURPLE,11,0,12,Active,9
335,A3012ED1,P,B481-77,14,7,EA,21,PALLT,PAL3H,14,0.6667,0,0.6667,3.5 X 7  PAL3D,6,0,4,Active,14
335,A3017DT1,P,B481-78,0,8,EA,8,PALLT,PAL3H,3,0.375,16,2.375,3.5 X 7  PAL3D,5,0,8,Active,3
335,A3010JF1,P,B5168-196,0,20,EA,20,PALLT,RAILS,14,0.7,0,0.7,5 X 8 PURPLE,53,2,37,Active,14
335,A3010JN1,P,B5168-197,0,35,EA,35,PALLT,RAILS,3,0.0857,0,0.0857,5 X 8 PURPLE,46,6,17,Active,3
335,A3014KP1,P,B5168-36,0,10,EA,10,PALLT,PAL3H,8,0.8,14,2.2,3.5 X 5  PAL3H,21,11,26,Active,8
335,A3017HN1,P,B5168-81,0,9,EA,9,PALLT,PAL3H,8,0.8889,9,1.8889,3.5 X 7  PAL3D,34,4,37,Active,8
335,A3017KQ1,P,B5168-82,0,9,EA,9,PALLT,PAL3H,2,0.2222,0,0.2222,3.5 X 7  PAL3D,47,3,19,Active,2
335,A3017RW1,P,B5168-82W1,0,9,EA,9,PALLT,PAL3H,3,0.3333,9,1.3333,3.5 X 7  PAL3D,21,3,30,Active,3
335,A3013GL1,P,B5168-92,36,12,EA,48,PALLT,PAL5H,47,0.9792,24,1.4792,5 x 5 wood pallet,94,23,91,Active,47
335,A3013EA1,P,B5702-81,22,11,EA,33,PALLT,PAL5H,23,0.697,20,1.303,5 x 7 ORANGE,8,15,4,Active,23
335,A3012DF1,P,B5702-97,85,85,EA,170,PALLT,RAILS,60,0.3529,0,0.3529,5 x 7 ORANGE,10,9,4,Active,60
335,A3013FF1,P,B5705-81,11,11,EA,22,PALLT,PAL5H,13,0.5909,11,1.0909,5 x 7 ORANGE,9,5,2,Active,13
