Warehouse,Location,Loc_Type,Item,Replen Level,Replen Qty,Uom,Capacity Qty,Pick Put Id,Class Id,Fwd Qty,Current Utilized,Notfwd Qty,Potential Utilized,Pallet Type,Pick Trans Qty,TripQty,CO_Qty,Disabled,STO
335,A3017LS1,P,A1000929,0,20,CS,20,PALLT,PAL3H,20,1.0,21,2.05,3.5 X 5  PAL3H,126,54,38,Active,20
335,A3014KT1,P,A1000935,0,24,EA,24,PALLT,PAL5H,6,0.25,216,9.25,5 x 5 wood pallet,174,116,49,Active,6
335,A3011CP1,P,A1000958,72,24,CS,96,PALLT,PAL5H,29,0.3021,0,0.3021,5 x 5 wood pallet,3,29,0,Active,29
335,A3011EK1,P,A1000960,120,40,CS,160,PALLT,PAL5H,104,0.65,0,0.65,5 x 5 wood pallet,71,8,112,Active,104
335,A3017EP1,P,A1001035,0,32,CS,32,PALLT,PAL3H,5,0.1563,0,0.1563,3.5 X 5  PAL3H,2,5,0,Active,5
335,A3017CQ1,P,A1001036,0,40,CS,40,PALLT,PAL3H,29,0.725,0,0.725,3.5 X 5  PAL3H,92,3,0,Active,29
335,A3014GQ1,P,A1001042,0,28,CS,28,PALLT,PAL5H,22,0.7857,56,2.7857,5 x 5 wood pallet,41,62,0,Active,22
335,A3016FZ1,P,A1001043,0,40,CS,40,PALLT,PAL3H,21,0.525,0,0.525,3.5 X 5  PAL3H,17,0,0,Active,21
335,A3016DX1,P,A1001046,0,32,CS,32,PALLT,PAL5H,9,0.2813,31,1.25,5 x 5 wood pallet,53,10,6,Active,9
335,A3016GC1,P,A1001047,0,90,CS,90,PALLT,PAL5H,20,0.2222,0,0.2222,3.5 X 5  PAL3H,117,16,0,Active,20
335,A3014MC1,P,A1001048,0,36,CS,36,PALLT,PAL5H,10,0.2778,36,1.2778,5 x 5 wood pallet,80,0,13,Active,10
335,A3014DJ1,P,A1001060,0,36,CS,36,PALLT,PAL5H,3,0.0833,0,0.0833,5 x 5 wood pallet,96,26,61,Active,11
335,A3016JH1,P,A1001061,0,36,CS,36,PALLT,PAL5H,24,0.6667,0,0.6667,5 x 5 wood pallet,15,14,24,Active,24
335,A3011CZ1,P,A1001065,96,32,CS,128,PALLT,PAL5H,100,0.7813,288,3.0313,5 x 5 wood pallet,187,225,40,Active,100
335,A3016KM1,P,A1001069,0,36,CS,36,PALLT,PAL5H,15,0.4167,36,1.4167,5 x 5 wood pallet,43,29,20,Active,15
335,A3016MP1,P,A1001080,0,56,CS,56,PALLT,PAL5H,39,0.6964,68,1.9107,5 x 5 wood pallet,74,47,16,Active,53
335,A3012GA1,P,A1001081,144,48,CS,192,PALLT,PAL5H,65,0.3385,0,0.3385,5 x 5 wood pallet,118,64,14,Active,65
335,A3014EZ1,P,A1001082,0,48,CS,48,PALLT,PAL5H,14,0.2917,48,1.2917,5 x 5 wood pallet,115,23,25,Active,28
335,A3011EF1,P,A1001083,144,48,CS,192,PALLT,PAL5H,46,0.2396,0,0.2396,5 x 5 wood pallet,176,35,33,Active,46
335,A3013HW1,P,A1001084,96,48,CS,144,PALLT,PAL5H,38,0.2639,0,0.2639,5 x 5 wood pallet,105,40,17,Active,38
335,A3013DV1,P,A1001085,64,64,CS,128,PALLT,PAL5H,3,0.0234,0,0.0234,5 x 7 ORANGE,19,3,28,Active,3
335,A3012DG1,P,A1001086,80,80,CS,160,PALLT,PAL5H,4,0.025,0,0.025,5 x 7 ORANGE,33,3,9,Active,4
335,A3014MG1,P,A1001087,0,48,CS,48,PALLT,PAL5H,7,0.1458,48,1.1458,5 x 5 wood pallet,34,14,38,Active,7
335,A3012DX1,P,A1001088,120,60,CS,180,PALLT,PAL3H,11,0.0611,0,0.0611,3.5 X 5  PAL3H,20,6,6,Active,11
335,A3017GM1,P,A1001091,0,20,CS,20,PALLT,PAL3H,7,0.35,40,2.35,3.5 X 5  PAL3H,2,0,16,Active,7
335,A3013CX1,P,A1001094,180,60,CS,240,PALLT,PAL3H,90,0.375,0,0.375,3.5 X 5  PAL3H,161,49,12,Active,90
335,A3013CM1,P,A1001095,160,80,CS,240,PALLT,PAL5H,100,0.4167,0,0.4167,5 x 5 wood pallet,106,0,0,Active,100
335,A3012CR1,P,A1001096,192,64,CS,256,PALLT,PAL3H,220,0.8594,53,1.0664,3.5 X 5  PAL3H,308,4,20,Active,220
335,A3017EX1,P,A1001097,0,64,CS,64,PALLT,PAL3H,28,0.4375,70,1.5313,3.5 X 5  PAL3H,116,55,63,Active,28
335,A3012GQ1,P,A1001099,192,64,CS,256,PALLT,PAL3H,0,0.0,0,0.0,3.5 X 5  PAL3H,413,96,256,Active,0
335,A3016FU1,P,A1001100,0,36,CS,36,PALLT,PAL5H,12,0.3333,61,2.0278,5 x 5 wood pallet,47,71,17,Active,12
335,A3012EN1,P,A1001102,144,48,CS,192,PALLT,PAL5H,3,0.0156,0,0.0156,5 x 5 wood pallet,31,2,16,Active,3
335,A3017GW1,P,A1001103,0,36,CS,36,PALLT,PAL3H,34,0.9444,0,0.9444,3.5 X 5  PAL3H,25,0,11,Active,34
335,A3014JA1,P,A1001104,0,36,CS,36,PALLT,PAL5H,32,0.8889,36,1.8889,5 x 5 wood pallet,121,76,236,Active,32
335,A3014EF1,P,A1001105,0,36,CS,36,PALLT,PAL5H,8,0.2222,0,0.2222,5 x 5 wood pallet,2,0,17,Active,8
335,A3017NQ1,P,A1001106,0,60,CS,60,PALLT,PAL3H,10,0.1667,108,1.9667,3.5 X 5  PAL3H,36,0,36,Active,10
335,A3013DX1,P,A1001107,72,36,CS,108,PALLT,PAL5H,14,0.1296,0,0.1296,5 x 5 wood pallet,0,0,0,Active,14
335,A3013CC1,P,A1001108,72,36,CS,108,PALLT,PAL3H,31,0.287,0,0.287,3.5 X 7  PAL3D,46,9,0,Active,31
335,A3017JE1,P,A1001109,0,40,CS,40,PALLT,PAL3H,4,0.1,96,2.5,3.5 X 5  PAL3H,35,0,8,Active,4
335,A3014HR1,P,A1001113,0,42,CS,42,PALLT,PAL5H,27,0.6429,18,1.0714,5 x 5 wood pallet,7,0,13,Active,27
335,A3014FH1,P,A1001114,0,36,CS,36,PALLT,PAL5H,20,0.5556,23,1.1944,5 x 5 wood pallet,50,12,19,Active,20
335,A3017QV1,P,A1001116,0,40,CS,40,PALLT,PAL3H,6,0.15,64,1.75,3.5 X 5  PAL3H,73,2,17,Active,6
335,A3013JC1,P,A1001120,120,40,CS,160,PALLT,PAL5H,17,0.1063,0,0.1063,5 x 5 wood pallet,48,14,85,Active,17
335,A3016KH1,P,A1001122,0,36,CS,36,PALLT,PAL5H,1,0.0278,0,0.0278,5 x 5 wood pallet,76,0,40,Active,1
335,A3017CU1,P,A1001125,0,36,CS,36,PALLT,PAL3H,14,0.3889,0,0.3889,3.5 X 5  PAL3H,50,1,139,Active,14
335,A3017LN1,P,A1001126,0,40,CS,40,PALLT,PAL3H,21,0.525,33,1.35,3.5 X 5  PAL3H,13,15,17,Active,21
335,A3014JS1,P,A1001127,0,44,CS,44,PALLT,PAL5H,4,0.0909,44,1.0909,5 x 5 wood pallet,38,10,17,Active,4
335,A3016CV1,P,A1001146,0,16,CS,16,PALLT,PAL5H,5,0.3125,51,3.5,5 x 5 wood pallet,32,32,0,Active,5
335,A3016HY1,P,A1001149,0,18,CS,18,PALLT,PAL5H,6,0.3333,50,3.1111,5 x 5 wood pallet,41,44,0,Active,6
335,A3012JA1,P,A1001167,48,16,CS,64,PALLT,PAL5H,58,0.9063,128,2.9063,5 x 5 wood pallet,52,141,20,Active,58
335,A3016JL1,P,A1001178,0,64,CS,64,PALLT,PAL3H,17,0.2656,0,0.2656,3.5 X 5  PAL3H,152,171,33,Active,17
335,A3013EL1,P,A1001179,126,42,CS,168,PALLT,PAL5H,89,0.5298,0,0.5298,5 x 5 wood pallet,313,101,0,Active,89
335,A3017JT1,P,A2000094,0,50,CN,50,PALLT,PAL3H,0,0.0,0,0.0,3.5 X 5  PAL3H,210,194,201,Active,0
335,A3017QJ1,P,A2000110,0,72,CN,72,PALLT,PAL3H,23,0.3194,0,0.3194,3.5 X 5  PAL3H,12,3,13,Active,23
335,A3014JE1,P,A2000136,0,144,EA,144,PALLT,PAL5H,12,0.0833,0,0.0833,5 x 5 wood pallet,144,10,80,Active,12
335,A3014MH1,P,A2000381,0,48,CN,48,PALLT,PAL5H,7,0.1458,96,2.1458,5 x 5 wood pallet,89,80,0,Active,7
335,A3014HZ1,P,A2000388,0,16,CN,16,PALLT,PAL5H,11,0.6875,82,5.8125,5 x 5 wood pallet,30,23,10,Active,11
335,A3012LH1,P,A2000412,72,36,EA,108,PALLT,PAL5H,82,0.7593,100,1.6852,5 x 7 ORANGE,59,48,25,Active,82
335,A3012EF1,P,A2000416,132,44,EA,176,PALLT,PAL3H,184,1.0455,52,1.3409,3.5 X 5  PAL3H,86,188,18,Active,184
335,A3016EK1,P,A2000419,0,32,EA,32,PALLT,PAL5H,20,0.625,154,5.4375,5 x 5 wood pallet,80,28,82,Active,20
335,A3016GX1,P,A2000427,0,36,CN,36,PALLT,PAL5H,13,0.3611,55,1.8889,5 x 5 wood pallet,70,11,2,Active,13
335,A3017EQ1,P,A2000486,0,120,CN,120,PALLT,PAL3H,94,0.7833,360,3.7833,3.5 X 5  PAL3H,26,299,220,Active,94
335,A3017GL1,P,A2000487,0,132,CN,132,PALLT,PAL3H,36,0.2727,0,0.2727,3.5 X 5  PAL3H,4,31,79,Active,36
335,A3014FV1,P,A2000488,0,110,CN,110,PALLT,PAL3H,78,0.7091,0,0.7091,3.5 X 5  PAL3H,13,61,73,Active,78
335,A3014FC1,P,A2000489,0,120,CN,120,PALLT,PAL3H,91,0.7583,120,1.7583,3.5 X 5  PAL3H,1,198,57,Active,91
335,A3016KT1,P,A2000510,0,64,EA,64,PALLT,PAL5H,36,0.5625,42,1.2188,5 x 5 wood pallet,27,8,0,Active,36
335,A3017EV1,P,A2000513,0,30,EA,30,PALLT,PAL3H,15,0.5,0,0.5,3.5 X 5  PAL3H,2,14,15,Active,15
335,A3016CF1,P,A2000618,0,140,CN,140,PALLT,PAL5H,6,0.0429,0,0.0429,5 x 5 wood pallet,55,6,55,Active,6
335,A3017GQ1,P,A2000623,0,64,CN,64,PALLT,PAL3H,30,0.4688,0,0.4688,3.5 X 5  PAL3H,93,34,40,Active,30
335,A3013FT1,P,A2000629,96,48,EA,144,PALLT,PAL5H,0,0.0,273,1.8958,5 x 5 wood pallet,212,248,259,Active,0
335,A3016GY1,P,A2000635,0,80,EA,80,PALLT,PAL5H,12,0.15,80,1.15,5 x 5 wood pallet,62,48,1,Active,12
335,A3011CJ1,P,A2000636,144,48,EA,192,PALLT,PAL5H,167,0.8698,194,1.8802,5 x 5 wood pallet,18,23,1,Active,167
335,A3017ER1,P,A2000641,0,50,EA,50,PALLT,PAL3H,11,0.22,0,0.22,3.5 X 5  PAL3H,40,6,10,Active,11
335,A3017JF1,P,A2000642,0,28,EA,28,PALLT,PAL3H,4,0.1429,28,1.1429,3.5 X 5  PAL3H,47,6,21,Active,4
335,A3017NA1,P,A2000649,0,80,EA,80,PALLT,PAL3H,42,0.525,0,0.525,3.5 X 5  PAL3H,57,41,23,Active,42
335,A3014LB1,P,A2000650,0,72,EA,72,PALLT,PAL5H,24,0.3333,0,0.3333,5 x 5 wood pallet,74,20,23,Active,24
335,A3016KY1,P,A2000664,0,12,EA,12,PALLT,PAL5H,6,0.5,24,2.5,5 x 5 wood pallet,34,18,20,Active,6
335,A3012EA1,P,A2000665,504,168,EA,672,PALLT,PAL3H,44,0.0655,0,0.0655,3.5 X 5  PAL3H,132,34,12,Active,44
335,A3017LL1,P,A2000673,0,54,EA,54,PALLT,PAL3H,20,0.3704,0,0.3704,3.5 X 5  PAL3H,34,15,5,Active,20
335,A3012DJ1,P,A2000679,80,40,EA,120,PALLT,PAL3H,24,0.2,0,0.2,3.5 X 5  PAL3H,177,22,5,Active,24
335,A3017GY1,P,A2000683,0,28,CN,28,PALLT,PAL3H,12,0.4286,84,3.4286,3.5 X 5  PAL3H,66,93,10,Active,12
335,A3017QD1,P,A2000686,0,200,EA,200,PALLT,PAL3H,41,0.205,105,0.73,3.5 X 5  PAL3H,201,135,85,Active,41
335,A3016ES1,P,A2000687,0,48,EA,48,PALLT,PAL3H,15,0.3125,136,3.1458,3.5 X 5  PAL3H,20,0,2,Active,15
335,A3012EL1,P,A2000688,126,42,EA,168,PALLT,PAL3H,134,0.7976,0,0.7976,3.5 X 5  PAL3H,17,0,1,Active,134
335,A3017QH1,P,A2000690,0,88,CN,88,PALLT,PAL3H,8,0.0909,0,0.0909,3.5 X 5  PAL3H,95,5,3,Active,8
335,A3017LY1,P,A2000691,0,72,CN,72,PALLT,PAL3H,1,0.0139,0,0.0139,3.5 X 5  PAL3H,39,0,80,Active,1
335,A3017ET1,P,A2000692,0,130,EA,130,PALLT,PAL3H,7,0.0538,0,0.0538,3.5 X 5  PAL3H,28,2,17,Active,7
335,A3017LV1,P,A2000696,0,80,EA,80,PALLT,PAL3H,2,0.025,20,0.275,3.5 X 5  PAL3H,61,22,2,Active,2
335,A3017GG1,P,A2000701,0,64,EA,64,PALLT,PAL3H,44,0.6875,122,2.5938,3.5 X 5  PAL3H,1,4,0,Active,44
335,A3011CA1,P,A2000702,126,42,EA,168,PALLT,PAL3H,134,0.7976,0,0.7976,3.5 X 5  PAL3H,29,6,3,Active,134
335,A3016DE1,P,A2000703,0,48,EA,48,PALLT,PAL3H,29,0.6042,0,0.6042,3.5 X 5  PAL3H,49,23,20,Active,29
335,A3017EN1,P,A2000704,0,48,EA,48,PALLT,PAL3H,34,0.7083,0,0.7083,3.5 X 5  PAL3H,13,18,10,Active,34
335,A3016DA1,P,A2000705,0,32,EA,32,PALLT,PAL3H,18,0.5625,0,0.5625,3.5 X 5  PAL3H,11,1,15,Active,18
335,A3016FH1,P,A2000717,0,80,EA,80,PALLT,PAL3H,32,0.4,240,3.4,3.5 X 5  PAL3H,38,0,13,Active,32
335,A3017CH1,P,A2000718,0,64,EA,64,PALLT,PAL3H,24,0.375,128,2.375,3.5 X 5  PAL3H,17,5,1,Active,24
335,A3011GD1,P,A2000719,300,100,EA,400,PALLT,PAL5H,212,0.53,0,0.53,5 x 5 wood pallet,154,78,23,Active,212
335,A3013CK1,P,A2000720,240,80,EA,320,PALLT,PAL3H,257,0.8031,79,1.05,3.5 X 5  PAL3H,0,0,10,Active,257
335,A3012CD1,P,A2000721,192,64,EA,256,PALLT,PAL3H,236,0.9219,0,0.9219,3.5 X 5  PAL3H,0,0,10,Active,236
335,A3011DV1,P,A2000723,216,108,EA,324,PALLT,PAL5H,178,0.5494,0,0.5494,5 x 5 wood pallet,0,3,3,Active,178
335,A3013CA1,P,A2000724,96,32,EA,128,PALLT,PAL5H,106,0.8281,81,1.4609,5 x 5 wood pallet,0,3,3,Active,106
335,A3011CL1,P,A2000725,375,125,EA,500,PALLT,PAL5H,183,0.366,0,0.366,5 x 5 wood pallet,0,3,10,Active,183
335,A3014DW1,P,A2000726,0,100,EA,100,PALLT,PAL5H,38,0.38,114,1.52,5 x 5 wood pallet,0,3,10,Active,38
335,A3013CE1,P,A2000727,192,64,EA,256,PALLT,PAL5H,193,0.7539,0,0.7539,5 x 5 wood pallet,0,3,10,Active,193
335,A3014DV1,P,A2000728,0,144,EA,144,PALLT,PAL5H,37,0.2569,245,1.9583,5 x 5 wood pallet,9,5,14,Active,37
335,A3013GP1,P,A2000729,324,108,EA,432,PALLT,PAL5H,158,0.3657,0,0.3657,5 x 5 wood pallet,16,3,12,Active,158
335,A3014GA1,P,A2000730,0,72,EA,72,PALLT,PAL5H,44,0.6111,120,2.2778,5 x 5 wood pallet,2,3,10,Active,44
335,A3013DY1,P,A2000733,308,154,EA,462,PALLT,PAL3H,3,0.0065,0,0.0065,3.5 X 5  PAL3H,267,3,4,Active,3
335,A3012DV1,P,A2000735,576,288,CN,864,PALLT,PAL3H,149,0.1725,0,0.1725,3.5 X 5  PAL3H,120,14,70,Active,149
335,A3016EQ1,P,A2000738,0,150,EA,150,PALLT,PAL5H,33,0.22,108,0.94,5 x 5 wood pallet,107,14,21,Active,33
335,A3012HK1,P,A2000739,108,54,EA,162,PALLT,PAL3H,120,0.7407,0,0.7407,3.5 X 5  PAL3H,133,7,13,Active,120
335,A3017DV1,P,A2000744,0,90,EA,90,PALLT,PAL3H,10,0.1111,41,0.5667,3.5 X 7  PAL3D,81,26,22,Active,10
335,A3014CN1,P,A2000747,0,18,EA,18,PALLT,PAL5H,14,0.7778,0,0.7778,5 x 5 wood pallet,19,0,56,Active,14
335,A3014LG1,P,A2000752,0,88,EA,88,PALLT,PAL5H,24,0.2727,0,0.2727,5 x 5 wood pallet,23,21,10,Active,24
335,A3017CK1,P,A2000753,0,72,EA,72,PALLT,PAL3H,49,0.6806,145,2.6944,3.5 X 5  PAL3H,11,0,4,Active,49
335,A3012DS1,P,A2000754,128,64,EA,192,PALLT,PAL3H,81,0.4219,0,0.4219,3.5 X 5  PAL3H,7,26,0,Active,81
335,A3014FG1,P,A2000765,0,56,EA,56,PALLT,PAL5H,11,0.1964,56,1.1964,5 x 5 wood pallet,101,35,40,Active,11
335,A3017JV1,P,A2000772,0,20,EA,20,PALLT,PAL3H,6,0.3,32,1.9,3.5 X 5  PAL3H,35,11,29,Active,6
335,A3011GS1,P,A2000774,180,60,EA,240,PALLT,PAL5H,77,0.3208,0,0.3208,5 x 5 wood pallet,83,38,26,Active,77
335,A3017JR1,P,A2000781,0,64,EA,64,PALLT,PAL3H,9,0.1406,128,2.1406,3.5 X 5  PAL3H,106,22,40,Active,9
335,A3012JC1,P,A2000782,144,48,EA,192,PALLT,PAL3H,154,0.8021,96,1.3021,3.5 X 5  PAL3H,51,29,0,Active,154
335,A3016ER1,P,A2000785,0,48,EA,48,PALLT,PAL5H,39,0.8125,192,4.8125,5 x 5 wood pallet,97,11,0,Active,39
335,A3014CL1,P,A2000789,0,54,EA,54,PALLT,PAL5H,46,0.8519,50,1.7778,5 x 5 wood pallet,73,80,35,Active,46
335,A3017CR1,P,A2000790,0,48,EA,48,PALLT,PAL3H,29,0.6042,48,1.6042,3.5 X 5  PAL3H,45,29,30,Active,29
335,A3017NL1,P,A2000791,0,40,EA,40,PALLT,PAL3H,29,0.725,100,3.225,3.5 X 5  PAL3H,17,36,0,Active,29
335,A3016GM1,P,A2000792,0,48,EA,48,PALLT,PAL5H,23,0.4792,60,1.7292,5 x 5 wood pallet,51,41,0,Active,23
335,A3012CE1,P,A2000793,270,90,EA,360,PALLT,PAL3H,260,0.7222,0,0.7222,3.5 X 5  PAL3H,8,0,0,Active,260
335,A3012GB1,P,A2000795,180,60,CS,240,PALLT,PAL3H,140,0.5833,0,0.5833,3.5 X 5  PAL3H,60,30,10,Active,140
335,A3016CG1,P,A2000796,0,96,EA,96,PALLT,PAL5H,94,0.9792,96,1.9792,5 x 5 wood pallet,47,8,10,Active,94
335,A3012JX1,P,A2000797,300,100,EA,400,PALLT,PAL5H,280,0.7,0,0.7,5 x 5 wood pallet,0,0,0,Active,280
335,A3013JN1,P,A2000798,264,88,EA,352,PALLT,PAL5H,226,0.642,0,0.642,5 x 5 wood pallet,50,0,0,Active,226
335,A3016CB1,P,A2000799,0,80,EA,80,PALLT,PAL5H,36,0.45,80,1.45,5 x 5 wood pallet,120,5,0,Active,36
335,A3016CU1,P,A2000800,0,144,EA,144,PALLT,PAL5H,55,0.3819,88,0.9931,5 x 5 wood pallet,124,3,0,Active,55
335,A3014FX1,P,A2000801,0,88,EA,88,PALLT,PAL5H,23,0.2614,160,2.0795,5 x 5 wood pallet,54,19,0,Active,23
335,A3011DR1,P,A2000802,288,144,EA,432,PALLT,PAL5H,193,0.4468,0,0.4468,5 x 5 wood pallet,59,27,3,Active,193
335,A3017GU1,P,A2000805,0,48,EA,48,PALLT,PAL3H,14,0.2917,40,1.125,3.5 X 5  PAL3H,28,20,4,Active,14
335,A3014FU1,P,A2000806,0,75,EA,75,PALLT,PAL5H,3,0.04,48,0.68,5 x 5 wood pallet,20,30,4,Active,3
335,A3014EY1,P,A2000809,0,72,EA,72,PALLT,PAL3H,50,0.6944,0,0.6944,3.5 X 5  PAL3H,128,8,7,Active,50
335,A3017CL1,P,A2000810,0,90,EA,90,PALLT,PAL3H,69,0.7667,90,1.7667,3.5 X 5  PAL3H,175,90,8,Active,69
335,A3017CE1,P,A2000811,0,120,EA,120,PALLT,PAL3H,22,0.1833,104,1.05,3.5 X 5  PAL3H,123,119,5,Active,22
335,A3016FN1,P,A2000813,0,75,EA,75,PALLT,PAL5H,29,0.3867,0,0.3867,5 x 5 wood pallet,93,8,30,Active,29
335,A3014DE1,P,A2000814,0,48,EA,48,PALLT,PAL5H,20,0.4167,0,0.4167,5 x 5 wood pallet,68,19,10,Active,20
335,A3017JP1,P,A2000817,0,48,EA,48,PALLT,PAL3H,27,0.5625,48,1.5625,3.5 X 5  PAL3H,201,11,70,Active,27
335,A3013LC1,P,A2000819,126,42,EA,168,PALLT,PAL5H,161,0.9583,0,0.9583,5 x 5 wood pallet,36,18,0,Active,161
335,A3014JT1,P,A2000831,0,75,EA,75,PALLT,PAL5H,11,0.1467,50,0.8133,5 x 5 wood pallet,35,10,11,Active,11
335,A3011CD1,P,A2000832,108,36,EA,144,PALLT,PAL5H,46,0.3194,0,0.3194,5 x 5 wood pallet,55,26,14,Active,46
335,A3016FL1,P,A2000833,0,40,EA,40,PALLT,PAL5H,11,0.275,0,0.275,5 x 5 wood pallet,17,6,54,Active,11
335,A3014MP1,P,A2000834,0,36,EA,36,PALLT,PAL5H,14,0.3889,36,1.3889,5 x 5 wood pallet,122,49,0,Active,14
335,A3016CE1,P,A2000835,0,147,EA,147,PALLT,PAL5H,31,0.2109,50,0.551,5 x 5 wood pallet,12,6,0,Active,31
335,A3016EG1,P,A2000836,0,72,EA,72,PALLT,PAL5H,36,0.5,72,1.5,5 x 5 wood pallet,6,9,10,Active,36
335,A3014LL1,P,A2000840,0,28,EA,28,PALLT,PAL5H,7,0.25,50,2.0357,5 x 5 wood pallet,41,11,0,Active,7
335,A3014MN1,P,A2000841,0,75,EA,75,PALLT,PAL5H,44,0.5867,0,0.5867,5 x 5 wood pallet,137,36,160,Active,44
335,A3014MK1,P,A2000842,0,48,EA,48,PALLT,PAL5H,31,0.6458,0,0.6458,5 x 5 wood pallet,131,12,292,Active,31
335,A3014LH1,P,A2000846,0,32,EA,32,PALLT,PAL5H,27,0.8438,0,0.8438,5 x 5 wood pallet,17,19,4,Active,27
335,A3011CT1,P,A2000847,96,32,EA,128,PALLT,PAL5H,4,0.0313,0,0.0313,5 x 5 wood pallet,33,3,1,Active,4
335,A3016HC1,P,A2000850,0,144,EA,144,PALLT,PAL5H,13,0.0903,0,0.0903,5 x 5 wood pallet,21,12,0,Active,13
335,A3016HB1,P,A2000851,0,108,EA,108,PALLT,PAL5H,8,0.0741,0,0.0741,5 x 5 wood pallet,50,8,0,Active,8
335,A3014FW1,P,A2000866,0,64,EA,64,PALLT,PAL5H,25,0.3906,0,0.3906,5 x 5 wood pallet,78,3,14,Active,25
335,A3014FR1,P,A2000867,0,80,EA,80,PALLT,PAL5H,2,0.025,0,0.025,5 x 5 wood pallet,102,0,8,Active,2
335,A3016CM1,P,A2000870,0,64,EA,64,PALLT,PAL5H,23,0.3594,0,0.3594,5 x 5 wood pallet,40,22,62,Active,23
335,A3014FS1,P,A2000872,0,64,EA,64,PALLT,PAL5H,7,0.1094,0,0.1094,5 x 5 wood pallet,135,0,52,Active,7
335,A3016GK1,P,A2000876,0,108,EA,108,PALLT,PAL5H,27,0.25,0,0.25,5 x 5 wood pallet,103,25,2,Active,27
335,A3016GR1,P,A2000877,0,75,EA,75,PALLT,PAL5H,19,0.2533,0,0.2533,5 x 5 wood pallet,103,18,2,Active,19
335,A3014JV1,P,A2000893,0,48,EA,48,PALLT,PAL5H,0,0.0,437,9.1042,5 x 5 wood pallet,29,334,107,Active,0
335,A3011EE1,P,A2000894,108,36,EA,144,PALLT,PAL5H,0,0.0,414,2.875,5 x 5 wood pallet,38,354,128,Active,0
335,A3016DV1,P,A2000895,0,56,EA,56,PALLT,PAL5H,32,0.5714,298,5.8929,5 x 5 wood pallet,0,190,67,Active,32
335,A3017LP1,P,A2900005,0,36,EA,36,PALLT,PAL3H,20,0.5556,52,2.0,3.5 X 5  PAL3H,9,26,0,Active,20
335,A3017NP1,P,A2900033,0,54,EA,54,PALLT,PAL3H,6,0.1111,0,0.1111,3.5 X 5  PAL3H,5,0,2,Active,6
335,A3014KU1,P,A2C00211,0,48,CN,48,PALLT,PAL5H,25,0.5208,0,0.5208,5 x 5 wood pallet,51,14,29,Active,25
335,A3012LF1,P,A3000029,24,12,EA,36,PALLT,PAL5H,9,0.25,0,0.25,5 x 7 ORANGE,141,18,90,Active,9
335,A3020JC1,P,A3000031,3992,4,EA,3996,PALLT,PAL3H,6,0.0015,0,0.0015,3.5 X 7  PAL3D,29,14,64,Active,6
335,A3017FC1,P,A3000053,1,1,EA,0,PALLT,PAL3H,0,0.0,26,13.0,3.5 X 7  PAL3D,82,81,103,Active,0
335,A3016JS1,P,A3000157,0,21,EA,21,PALLT,PAL5H,1,0.0476,0,0.0476,5 x 5 wood pallet,62,1,218,Active,1
335,A3014MJ1,P,A3000192,0,12,EA,12,PALLT,PAL5H,10,0.8333,192,16.8333,5 x 5 wood pallet,115,48,136,Active,10
335,A3016DH1,P,A3000193,0,12,EA,12,PALLT,PAL5H,9,0.75,72,6.75,5 x 5 wood pallet,97,75,46,Active,9
335,A3016FE1,P,A3000224,0,9,EA,9,PALLT,PAL5H,9,1.0,0,1.0,5 x 5 wood pallet,27,5,23,Active,1
335,A3011FN1,P,A3000241,4,4,EA,8,PALLT,PAL3H,7,0.875,170,22.125,3.5 X 7  PAL3D,33,48,44,Active,7
335,A3014DS1,P,A3000247,0,18,EA,18,PALLT,PAL5H,7,0.3889,0,0.3889,5 x 5 wood pallet,65,5,71,Active,7
335,A3015HM1,P,A3000271,0,12,EA,12,PALLT,PAL5H,3,0.25,386,32.4167,5 x 7 ORANGE,455,225,419,Active,3
335,A3017DB1,P,A3000638,0,4,EA,4,PALLT,PAL3H,1,0.25,4,1.25,3.5 X 7  PAL3D,24,5,0,Active,1
335,A3017MG1,P,A3000641,0,4,EA,4,PALLT,PAL3H,3,0.75,8,2.75,3.5 X 7  PAL3D,40,18,60,Active,3
335,A3013ER1,P,A3000668,8,4,EA,12,PALLT,PAL3H,12,1.0,52,5.3333,3.5 X 7  PAL3D,61,100,83,Active,12
335,A3020JQ1,I,A3000670,1,1,EA,0,PALLT,PAL3H,15,7.5,6,10.5,3.5 X 7  PAL3D,145,22,174,Active,15
335,A3013GT1,P,A3000683,36,12,EA,48,PALLT,PAL5H,44,0.9167,371,8.6458,5 x 5 wood pallet,38,7,55,Active,44
335,A3017FQ1,P,A3000696,0,4,EA,4,PALLT,PAL3H,2,0.5,24,6.5,3.5 X 7  PAL3D,128,47,380,Active,2
335,A3012DN1,P,A3000697,4,4,EA,8,PALLT,PAL3H,6,0.75,0,0.75,3.5 X 7  PAL3D,0,0,2,Active,6
335,A3014CC1,P,A3000698,0,8,EA,8,PALLT,PAL5H,1,0.125,0,0.125,5 x 5 wood pallet,100,5,28,Active,1
335,A3020GQ1,I,A3000700,1,1,EA,0,PALLT,PAL5H,42,21.0,89,65.5,5 x 7 ORANGE,333,148,490,Active,42
335,A3020ES1,P,A3000701,24,8,EA,32,PALLT,PAL5H,27,0.8438,112,4.3438,5 x 7 ORANGE,248,115,276,Active,27
335,A3020EU1,P,A3000702,16,8,EA,24,PALLT,PAL5H,22,0.9167,144,6.9167,5 x 7 ORANGE,335,162,347,Active,22
