ITNBR,ITDSC,ITCLS,HOUSE,ONHAND,UnitPrice($USD),AMT($USD),PRODUCT_CATEGORY,PICKPUT,ITMCLSID,UNITSWIDE,UNITLAYERS,UNITSDEEP,SCOOPQTY,SCOOPWIDTH,SKIDSIZE,ITMCQTY,PALLET_QTY
2930241UN,RAF O WALL REC/COVER/GRAY,ZAMK,,,20.98,,UnKits,PURPO,,0,0,0,0,0,0,6,
2930246UN,ARMLESS CHAIR/COVER/GRAY,ZAMK,,,16.3,,UnKits,PURPO,,0,0,0,0,0,0,8,
2930252UN,O WALL WIDE REC/COVER/GRAY,ZAMK,,,27.16,,UnKits,PURPO,,0,0,0,0,0,0,4,
2930257UN,CONSOLE W/STORAGE/COVER/GRAY,ZAMK,,,8.62,,UnKits,PURPO,,0,0,0,0,0,0,12,
2930277UN,WEDGE/COVER/GRAY,ZAMK,,,24.82,,UnKits,PURPO,,0,0,0,0,0,0,6,
2930281UN,2 SEAT REC SOFA/COVER/GRAY,ZAMK,,,40.43,,UnKits,PURPO,,0,0,0,0,0,0,3,
2930286UN,REC LOVESEAT/COVER/GRAY,ZAMK,,,34.82,,UnKits,PURPO,,0,0,0,0,0,0,4,
294M202UN,LAF SOFA CHAISE/COVER/PUTTY,ZACK,51.0,3.0,38.97,116.91,UnKits,UPH,UPHCH,2,4,2,16,1,3,3,1.0
294M203UN,RAF SOFA CHAISE/COVER/PUTTY,ZACK,51.0,24.0,74.4941841257317,1787.8604190175608,UnKits,UPH,UPHCH,2,4,2,16,1,3,3,1.0
294M216UN,LAF CORNER CHAISE/COVER/PUTTY,ZACK,51.0,76.0,31.3,2378.8,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,2.0
294M217UN,RAF CORNER CHAISE/COVER/PUTTY,ZACK,51.0,4.0,31.28,125.12,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,1.0
294S202UN,LAF SOFA CHAISE/COVER/PUTTY,ZACK,,,37.85,,UnKits,UPH,UPHCH,2,4,2,16,1,3,3,
294S203UN,RAF SOFA CHAISE/COVER/PUTTY,ZACK,,,38.96,,UnKits,UPH,UPHCH,2,4,2,16,1,3,3,
294S216UN,LAF CORNER CHAISE/COVER/PUTTY,ZACK,,,32.29,,UnKits,PURPO,,0,0,0,0,0,0,4,
294S217UN,RAF CORNER CHAISE/COVER/PUTTY,ZACK,,,32.27,,UnKits,PURPO,,0,0,0,0,0,0,4,
294S302UN,LAF SOFA CHAISE/COVER/BRIAR,ZACK,,,41.66,,UnKits,PURPO,,0,0,0,0,0,0,3,
294S303UN,RAF SOFA CHAISE/COVER/BRIAR,ZACK,,,41.75,,UnKits,PURPO,,0,0,0,0,0,0,3,
294S316UN,LAF CORNER CHAISE/COVER/BRIAR,ZACK,,,32.34,,UnKits,PURPO,,0,0,0,0,0,0,4,
294S317UN,RAF CORNER CHAISE/COVER/BRIAR,ZACK,,,32.31,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
294X202UN,LAF SOFA CHAISE/COVER/PUTTY,ZACK,,,39.52,,UnKits,PURPO,,0,0,0,0,0,0,3,
294X203UN,RAF SOFA CHAISE/COVER/PUTTY,ZACK,,,39.52,,UnKits,PURPO,,0,0,0,0,0,0,3,
294X216UN,LAF CORNER CHAISE/COVER/PUTTY,ZACK,,,32.56,,UnKits,PURPO,,0,0,0,0,0,0,4,
294X217UN,RAF CORNER CHAISE/COVER/PUTTY,ZACK,,,32.5,,UnKits,PURPO,,0,0,0,0,0,0,4,
294X302UN,LAF SOFA CHAISE/COVER/BRIAR,ZACK,,,38.97,,UnKits,PURPO,,0,0,0,0,0,0,3,
294X303UN,RAF SOFA CHAISE/COVER/BRIAR,ZACK,,,38.91,,UnKits,PURPO,,0,0,0,0,0,0,3,
294X316UN,LAF CORNER CHAISE/COVER/BRIAR,ZACK,,,32.38,,UnKits,PURPO,,0,0,0,0,0,0,4,
294X317UN,RAF CORNER CHAISE/COVER/BRIAR,ZACK,,,32.35,,UnKits,PURPO,,0,0,0,0,0,0,4,
2940202UN,LAF SOFA CHAISE/COVER/PUTTY,ZACK,,,43.72,,UnKits,PURPO,,0,0,0,0,0,0,3,
2940203UN,RAF SOFA CHAISE/COVER/PUTTY,ZACK,,,43.72,,UnKits,PURPO,,0,0,0,0,0,0,3,
2940211MRUN,OTTOMAN W STORAGE/COVER/PUTTY,ZACK,,,8.062422383057408,,UnKits,PURPO,,0,0,0,0,0,0,12,
2940211UN,OTTOMAN W STORAGE/COVER/PUTTY,ZACK,51.0,48.0,8.344452225948707,400.53370684553795,UnKits,UPH,UPHCH,2,7,2,28,1,3,12,1.0
2940216UN,LAF CORNER CHAISE/COVER/PUTTY,ZACK,,,35.83,,UnKits,PURPO,,0,0,0,0,0,0,4,
2940217UN,RAF CORNER CHAISE/COVER/PUTTY,ZACK,,,35.83,,UnKits,PURPO,,0,0,0,0,0,0,4,
2940302UN,LAF SOFA CHAISE/COVER/BRIAR,ZACK,,,40.7,,UnKits,PURPO,,0,0,0,0,0,0,3,
2940303UN,RAF SOFA CHAISE/COVER/BRIAR,ZACK,,,40.7,,UnKits,PURPO,,0,0,0,0,0,0,3,
2940311UN,OTTO WITH STORAGE/COVER/BRIAR,ZACK,,,8.24,,UnKits,UPH,UPHCH,2,7,2,28,1,3,12,
2940316UN,LAF CORNER CHAISE/COVER/BRIAR,ZACK,,,33.53,,UnKits,PURPO,,0,0,0,0,0,0,4,
2940317UN,RAF CORNER CHAISE/COVER/BRIAR,ZACK,,,33.09,,UnKits,PURPO,,0,0,0,0,0,0,4,
295L235UN,LOVESEAT/COVER/FLANNEL,ZACK,,,21.76,,UnKits,UPH,UPHCH,1,4,3,12,1,16,4,
295L238UN,SOFA/COVER/FLANNEL,ZACK,,,29.0,,UnKits,PURPO,,0,0,0,0,0,0,3,
295M235UN,LOVESEAT/COVER/FLANNEL,ZACK,,,22.52,,UnKits,PURPO,,0,0,0,0,0,0,4,
295M238UN,SOFA/COVER/FLANNEL,ZACK,,,29.08,,UnKits,PURPO,,0,0,0,0,0,0,3,
295S235UN,LOVESEAT/COVER/FLANNEL,ZACK,,,22.74,,UnKits,PURPO,,0,0,0,0,0,0,4,
295S238UN,SOFA/COVER/FLANNEL,ZACK,,,29.26,,UnKits,PURPO,,0,0,0,0,0,0,3,
295X235UN,LOVESEAT/COVER/FLANNEL,ZACK,,,25.25,,UnKits,PURPO,,0,0,0,0,0,0,4,
295X238UN,SOFA/COVER/FLANNEL,ZACK,,,32.5,,UnKits,UPH,UPHCH,2,7,2,28,1,3,3,
2950225UN,ROCKER RECLINER/COVER/FLANNEL,ZACK,,,15.44,,UnKits,UPH,UPHCH,1,2,4,8,1,16,6,
2950235UN,LOVESEAT/COVER/FLANNEL,ZACK,,,25.19,,UnKits,PURPO,,0,0,0,0,0,0,4,
2950238UN,SOFA/COVER/FLANNEL,ZACK,,,32.5,,UnKits,PURPO,,0,0,0,0,0,0,3,
296X314UN,OTTOMAN/COVER/OATMEA,ZACK,,,9.3,,UnKits,PURPO,,0,0,0,0,0,0,6,
296X323UN,CHAIR AND A HALF/COVER/OATMEAL,ZACK,,,25.74,,UnKits,PURPO,,0,0,0,0,0,0,4,
296X335UN,LOVESEAT/COVER/OATMEAL,ZACK,,,43.84,,UnKits,PURPO,,0,0,0,0,0,0,4,
296X338UN,SOFA/COVER/OATMEAL,ZACK,,,61.87,,UnKits,UPH,UPHCH,2,6,2,24,1,3,3,
2960314MRUN,OTTOMAN/COVER/OATMEAL,ZACK,,,10.66087985796015,,UnKits,PURPO,,0,0,0,0,0,0,15,
2960314UN,OTTOMAN/COVER/OATMEAL,ZACK,,,11.1,,UnKits,PURPO,,0,0,0,0,0,0,6,
2960323MRUN,CHAIR AND A HALF/COVER/OATMEAL,ZACK,,,27.042809232590255,,UnKits,PURPO,,0,0,0,0,0,0,10,
2960323UN,CHAIR AND A HALF/COVER/OATMEAL,ZACK,,,28.6,,UnKits,PURPO,,0,0,0,0,0,0,4,
2960335MRUN,LOVESEAT/COVER/OATMEAL,ZACK,,,46.474649832314064,,UnKits,PURPO,,0,0,0,0,0,0,9,
2960335UN,LOVESEAT/COVER/OATMEAL,ZACK,,,48.8,,UnKits,PURPO,,0,0,0,0,0,0,4,
2960338MRUN,SOFA/COVER/OATMEAL,ZACK,,,65.50404419017558,,UnKits,PURPO,,0,0,0,0,0,0,6,
2960338UN,SOFA/COVER/OATMEAL,ZACK,,,68.96,,UnKits,PURPO,,0,0,0,0,0,0,3,
2960339MRUN,Q SOFA SLEEPER/COVER/OATMEAL,ZACK,,,62.939435786151115,,UnKits,PURPO,,0,0,0,0,0,0,6,
2960339UN,QN SOFA SLEEPER/COVER/OATMEAL,ZACK,,,64.25,,UnKits,PURPO,,0,0,0,0,0,0,3,
2962323UN,CHAIR AND A HALF/COVER/OATMEAL,ZACK,,,26.95,,UnKits,PURPO,,0,0,0,0,0,0,4,
2962335UN,LOVESEAT/COVER/OATMEAL,ZACK,,,46.23,,UnKits,PURPO,,0,0,0,0,0,0,4,
2962338UN,SOFA/COVER/OATMEAL,ZACK,,,65.34,,UnKits,PURPO,,0,0,0,0,0,0,3,
2970229UN,ZERO WALL RECLINER/COVER/GRAY,ZAMK,,,30.98,,UnKits,PURPO,,0,0,0,0,0,0,4,
2970289UN,REC SOFA W/DROP TBL/COVER/GRAY,ZAMK,,,67.75,,UnKits,PURPO,,0,0,0,0,0,0,3,
2970294UN,DBL REC LOVE/CONSOLE/COVER/GRY,ZAMK,,,54.96,,UnKits,PURPO,,0,0,0,0,0,0,4,
2970329UN,ZERO WALL RECLINER/COVER/CHOCO,ZAMK,,,30.96,,UnKits,PURPO,,0,0,0,0,0,0,4,
2970389UN,REC SOFA W/DROP TBL/COVER/CHOC,ZAMK,,,67.75,,UnKits,PURPO,,0,0,0,0,0,0,3,
2970394UN,DBL REC LOVE/CONSOL/COVER/CHOC,ZAMK,,,54.92,,UnKits,PURPO,,0,0,0,0,0,0,4,
298S146UN,ARMLESS CHAIR/COVER/LINEN,ZACK,,,42.62376250521839,,UnKits,PURPO,,0,0,0,0,0,0,3,
298S164UN,LAF CORNER CHAIR/COVER/LINEN,ZACK,,,49.45424645014046,,UnKits,PURPO,,0,0,0,0,0,0,2,
298S165UN,RAF CORNER CHAIR/COVER/LINEN,ZACK,,,49.448354425826395,,UnKits,PURPO,,0,0,0,0,0,0,2,
298S177UN,WEDGE/COVER/LINEN,ZACK,,,49.982908761044385,,UnKits,PURPO,,0,0,0,0,0,0,2,
298X146UN,ARMLESS CHAIR/COVER/LINEN,ZACK,,,46.88,,UnKits,PURPO,,0,0,0,0,0,0,3,
298X164UN,LAF CORNER CHAIR/COVER/LINEN,ZACK,51.0,2.0,52.82,105.64,UnKits,UPH,UPHCH,1,3,2,6,1,3,2,1.0
298X165UN,RAF CORNER CHAIR/COVER/LINEN,ZACK,,,54.45,,UnKits,PURPO,,0,0,0,0,0,0,2,
298X177UN,WEDGE/COVER/LINEN,ZACK,,,53.53,,UnKits,UPH,UPHCH,2,7,2,28,1,3,2,
298X446UN,ARMLESS CHAIR/COVER/SMOKE,ZACK,,,46.2,,UnKits,PURPO,,0,0,0,0,0,0,3,
298X464UN,LAF CORNER CHAIR/COVER/SMOKE,ZACK,,,53.65,,UnKits,PURPO,,0,0,0,0,0,0,2,
298X465UN,RAF CORNER CHAIR/COVER/SMOKE,ZACK,,,53.65,,UnKits,PURPO,,0,0,0,0,0,0,2,
298X477UN,WEDGE/COVER/SMOKE,ZACK,,,54.4,,UnKits,PURPO,,0,0,0,0,0,0,2,
2980408UN,OVRSZ ACCENT OTTO/COVER/SMOKE,ZACK,,,32.07,,UnKits,PURPO,,0,0,0,0,0,0,4,
2980446UN,ARMLESS CHAIR/COVER/SMOKE,ZACK,,,47.93,,UnKits,PURPO,,0,0,0,0,0,0,3,
2980464UN,LAF CORNER CHAIR/COVER/SMOKE,ZACK,,,55.66,,UnKits,PURPO,,0,0,0,0,0,0,2,
2980465UN,RAF CORNER CHAIR/COVER/SMOKE,ZACK,,,55.65,,UnKits,PURPO,,0,0,0,0,0,0,2,
2980477UN,WEDGE/COVER/SMOKE,ZACK,,,56.43,,UnKits,PURPO,,0,0,0,0,0,0,2,
2984108UN,OVRSZ ACCT OTTOMAN/COVER/LINEN,ZACK,,,32.38,,UnKits,PURPO,,0,0,0,0,0,0,4,
2984146UN,ARMLESS CHAIR/COVER/LINEN,ZACK,,,48.4,,UnKits,PURPO,,0,0,0,0,0,0,3,
2984164UN,LAF CORNER CHAIR/COVER/LINEN,ZACK,,,56.22,,UnKits,PURPO,,0,0,0,0,0,0,2,
2984165UN,RAF CORNER CHAIR/COVER/LINEN,ZACK,,,56.21,,UnKits,PURPO,,0,0,0,0,0,0,2,
2984177UN,WEDGE/COVER/LINEN,ZACK,,,56.98,,UnKits,PURPO,,0,0,0,0,0,0,2,
299X616UN,LAF CRNR CHAISE/COVER/GRAPHITE,ZACK,51.0,12.0,38.25,459.0,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,1.0
299X617UN,RAF CRNR CHAISE/COVER/GRAPHITE,ZACK,51.0,20.0,38.24,764.8,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,1.0
299X666UN,LAF SOFA/COVER/GRAPHITE,ZACK,,,37.96,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
299X667UN,RAF SOFA/COVER/GRAPHITE,ZACK,,,37.99,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
2990608UN,OVRSZ ACCT OTTO/COVER/GRAPHITE,ZACK,,,8.489775105368711,,UnKits,UPH,UPHCH,1,4,3,12,1,16,12,
2990616UN,LAF CRNR CHAISE/COVER/GRAPHITE,ZACK,,,39.08,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
2990617UN,RAF CRNR CHAISE/COVER/GRAPHITE,ZACK,,,39.08,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
2990621UN,OVRSZ SWVL CHR/COVER/GRAPHITE,ZACK,,,33.9,,UnKits,UPH,UPHCH,1,2,4,8,1,16,4,
2990666UN,LAF SOFA/COVER/GRAPHITE,ZACK,,,38.36,,UnKits,PURPO,,0,0,0,0,0,0,4,
2990667UN,RAF SOFA/COVER/GRAPHITE,ZACK,,,38.36,,UnKits,PURPO,,0,0,0,0,0,0,4,
3000413MRUN,PWR RECLINER/ADJ HEADREST,ZACK,,,26.74689287827974,,UnKits,PURPO,,0,0,0,0,0,0,12,
3000413UN,PWR REC ADJ HDRST/COVER/MIDNIG,ZAMK,,,27.16,,UnKits,PURPO,,0,0,0,0,0,0,4,
3000415MRUN,P REC SF W/P ADJ H/CV/MIDNIGHT,ZACK,,,53.09133951469718,,UnKits,PURPO,,0,0,0,0,0,0,6,
3000415UN,PWR REC SOFA  ADJ/COVER/MIDNIG,ZAMK,,,53.17,,UnKits,PURPO,,0,0,0,0,0,0,3,
3000418MRUN,P RE LS W/P ADJ HD/CV/MIDNIGHT,ZACK,,,47.76484513710791,,UnKits,PURPO,,0,0,0,0,0,0,6,
3000418UN,PWR REC LOVE ADJ/COVER/MIDNIG,ZAMK,,,47.51,,UnKits,PURPO,,0,0,0,0,0,0,3,
3010314UN,OTTOMAN/COVER/SHADOW,ZACK,,,5.38,,UnKits,PURPO,,0,0,0,0,0,0,12,
3010320UN,CHAIR/COVER/SHADOW,ZACK,,,14.95,,UnKits,PURPO,,0,0,0,0,0,0,6,
3010335UN,LOVESEAT/COVER/SHADOW,ZACK,,,29.83,,UnKits,PURPO,,0,0,0,0,0,0,4,
3010338UN,SOFA/COVER/SHADOW,ZACK,,,37.34,,UnKits,PURPO,,0,0,0,0,0,0,3,
3010339UN,QN SOFA SLEEPER/COVER/SHADOW,ZACK,51.0,3.0,32.87181474289485,98.61544422868455,UnKits,PURPO,,0,0,0,0,0,0,3,
3020121MRUN,ACCENT CHAIR/COVER/MISTY,ZACK,,,27.125665811797198,,UnKits,PURPO,,0,0,0,0,0,0,9,
3020135MRUN,LOVESEAT/COVER/MIST (FOUNTAIN),ZACK,,,40.06312882225291,,UnKits,PURPO,,0,0,0,0,0,0,10,
3020138MRUN,SOFA/COVER/MIST (FOUNTAIN),ZACK,,,50.12033931741961,,UnKits,PURPO,,0,0,0,0,0,0,9,
3020414UN,OTTOMAN/COVER/TAUPE,ZACK,51.0,6.0,6.63,39.78,UnKits,UPH,UPHCH,1,2,4,8,1,16,12,1.0
3020423UN,CHAIR AND A HALF/COVER/TAUPE,ZACK,,,19.27281792005445,,UnKits,UPH,UPHCH,1,2,4,8,1,16,6,
3020435UN,LOVESEAT/COVER/TAUPE,ZACK,,,29.943744804130993,,UnKits,UPH,UPHCH,1,2,4,8,1,16,4,
3020438UN,SOFA/COVER/TAUPE,ZACK,,,37.07329794926889,,UnKits,UPH,UPHCH,1,2,4,8,1,16,3,
3020439UN,QUEEN SOFA SLEEPER/COVER/TAUPE,ZACK,,,33.304462142881434,,UnKits,UPH,UPHCH,1,2,4,8,1,16,3,
303X525UN,ROCKER RECLINER/COVER/MINERAL,ZAMK,,,22.324134639434998,,UnKits,UPH,UPHCH,1,2,4,8,1,16,4,
303X580UN,SOFA W/DROP DWN TBL/COVER/MIN,ZACK,51.0,4.0,47.510100464464784,190.04040185785914,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,1.0
3030525UN,ROCKER RECLINER/COVER/MINERAL,ZAMK,,,23.09,,UnKits,PURPO,,0,0,0,0,0,0,4,
3030535UN,LOVESEAT/COVER/MINERAL,ZACK,51.0,4.0,38.37440136121523,153.4976054448609,UnKits,PURPO,,0,0,0,0,0,0,4,
3030578UN,GLIDER LOVESEAT/COVER/MINERAL,ZACK,,,38.08,,UnKits,PURPO,,0,0,0,0,0,0,4,
3030580UN,SOFA W/DROP DWN TBL/COVER/MIN,ZACK,,,50.59,,UnKits,PURPO,,0,0,0,0,0,0,4,
3040216UN,LAF CRNER CHAISE/COVER/FLANNEL,ZAMK,,,16.31,,UnKits,PURPO,,0,0,0,0,0,0,6,
3040217UN,RAF CRNER CHAISE/COVER/FLANNEL,ZAMK,,,16.31,,UnKits,PURPO,,0,0,0,0,0,0,6,
3040219UN,ARMLESS RECLINER/COVER/FLANNEL,ZAMK,,,9.35,,UnKits,PURPO,,0,0,0,0,0,0,24,
3040240UN,LAF 0 WALL RECL/COVER/FLANNEL,ZAMK,,,13.61,,UnKits,PURPO,,0,0,0,0,0,0,8,
3040241UN,RAF 0 WALL RECL/COVER/FLANNEL,ZAMK,,,13.61,,UnKits,PURPO,,0,0,0,0,0,0,8,
3040246UN,ARMLESS CHAIR/COVER/FLANNEL,ZAMK,,,9.36,,UnKits,PURPO,,0,0,0,0,0,0,24,
3040257UN,CONSOLE W/STORAG/COVER/FLANNEL,ZAMK,,,6.41,,UnKits,PURPO,,0,0,0,0,0,0,24,
3040277UN,WEDGE/COVER/FLANNEL,ZAMK,,,16.97,,UnKits,PURPO,,0,0,0,0,0,0,8,
3050116UN,LAF CORNER CHAISE/COVER/QUARTZ,ZAMK,,,69.11326308797712,,UnKits,PURPO,,0,0,0,0,0,0,1,
3050117UN,RAF CORNER CHAISE/COVER/QUARTZ,ZAMK,,,69.11070007850779,,UnKits,PURPO,,0,0,0,0,0,0,1,
3050131UN,ARMLESS POWER REC/COVER/QUARTZ,ZAMK,,,49.939961717392386,,UnKits,PURPO,,0,0,0,0,0,0,1,
3050146UN,ARMLESS CHAIR/COVER/QUARTZ,ZAMK,,,42.39068108473229,,UnKits,PURPO,,0,0,0,0,0,0,1,
3050157UN,CONSOLE W/STORAGE/COVER/QUARTZ,ZAMK,,,8.241046397706452,,UnKits,PURPO,,0,0,0,0,0,0,1,
3050158UN,LAF ZWALL PWR REC/COVER/QUARTZ,ZAMK,,,53.43217899237996,,UnKits,PURPO,,0,0,0,0,0,0,1,
3050162UN,RAF ZWALL PWR REC/COVER/QUARTZ,ZAMK,,,53.43571410797988,,UnKits,PURPO,,0,0,0,0,0,0,1,
3050177UN,WEDGE/COVER/QUARTZ,ZAMK,,,66.95910916770566,,UnKits,PURPO,,0,0,0,0,0,0,1,
3080308MRUN,OVERS ACCENT OTT/COVER/HENNA,ZACK,,,11.923456303018346,,UnKits,PURPO,,0,0,0,0,0,0,6,
3080314MRUN,OTTOMAN/COVER/WHEAT,ZACK,,,9.571907674097455,,UnKits,PURPO,,0,0,0,0,0,0,21,
3080323MRUN,CHAIR AND A HALF/COVER/WHEAT,ZACK,,,32.41665022686921,,UnKits,PURPO,,0,0,0,0,0,0,3,
3080335MRUN,LOVESEAT/COVER/WHEAT,ZACK,,,45.736831722233184,,UnKits,PURPO,,0,0,0,0,0,0,6,
3080338MRUN,SOFA/COVER/WHEAT,ZACK,,,65.07792463996843,,UnKits,PURPO,,0,0,0,0,0,0,5,
3080338UN,SOFA/COVER/WHEAT,ZACK,,,56.298560503017555,,UnKits,PURPO,,0,0,0,0,0,0,3,
3080339MRUN,QUEEN SOFA SLEEPER/COVER/WHEAT,ZACK,,,62.07536003156441,,UnKits,PURPO,,0,0,0,0,0,0,5,
3080342MRUN,SWIL GLID ACT CHAI/CV/CINNAMON,ZACK,,,28.226474649832316,,UnKits,PURPO,,0,0,0,0,0,0,4,
310X415UN,CHAISE/COVER/PEBBLE,ZACK,,,19.609935866400868,,UnKits,PURPO,,0,0,0,0,0,0,4,
310X435UN,LOVESEAT/COVER/PEBBLE,ZACK,,,25.36096385429276,,UnKits,PURPO,,0,0,0,0,0,0,4,
310X436UN,FULL SOFA SLEEPER/COVER/PEBBLE,ZACK,,,26.05257637058631,,UnKits,PURPO,,0,0,0,0,0,0,4,
310X438UN,SOFA/COVER/PEBBLE,ZACK,,,30.129573083024265,,UnKits,PURPO,,0,0,0,0,0,0,4,
310X510UN,LAF FULL SOFA SLPR/COVER/CHOCO,ZACK,,,21.28059181252831,,UnKits,PURPO,,0,0,0,0,0,0,4,
310X515UN,CHAISE/COVER/CHOCOLATE,ZACK,,,19.579725683636614,,UnKits,PURPO,,0,0,0,0,0,0,4,
310X516UN,LAF CORNER CHAISE/COVER/CHOCO,ZACK,,,28.9562505493478,,UnKits,PURPO,,0,0,0,0,0,0,4,
310X517UN,RAF CORNER CHAISE/COVER/CHOCO,ZACK,,,28.973144973045965,,UnKits,PURPO,,0,0,0,0,0,0,4,
310X535UN,LOVESEAT/COVER/CHOCOLATE,ZACK,,,25.335831134321168,,UnKits,PURPO,,0,0,0,0,0,0,4,
310X536UN,FULL SOFA SLEEPER/COVER/CHOCOL,ZACK,,,26.021493009109093,,UnKits,PURPO,,0,0,0,0,0,0,4,
310X538UN,SOFA/COVER/CHOCOLATE,ZACK,,,30.096905338039456,,UnKits,PURPO,,0,0,0,0,0,0,4,
310X566UN,LAF SOFA/COVER/CHOCOLATE,ZACK,,,25.50311456723338,,UnKits,PURPO,,0,0,0,0,0,0,4,
310X567UN,RAF SOFA/COVER/CHOCOLATE,ZACK,,,25.52751367828763,,UnKits,PURPO,,0,0,0,0,0,0,4,
310X583UN,RAF FULL SOFA SLPR/COVER/CHOCO,ZACK,,,21.295363772787532,,UnKits,PURPO,,0,0,0,0,0,0,4,
3100408MRUN,OVRSZ ACCENT OTTO/COVER/PEBBLE,ZACK,,,7.003032598736635,,UnKits,PURPO,,0,0,0,0,0,0,12,
3100408UN,OVRSZ ACCENT OTTO/COVER/PEBBLE,ZACK,,,7.17,,UnKits,UPH,UPHCH,1,4,3,12,1,16,12,
3100410UN,LAF FULL SOFA SLPR/COVER/PEBBL,ZACK,,,22.25,,UnKits,PURPO,,0,0,0,0,0,0,4,
3100415UN,CHAISE/COVER/PEBBLE,ZACK,51.0,16.0,19.58,313.28,UnKits,UPH,UPHCH,1,2,4,8,1,16,4,1.0
3100416UN,LAF CORNER CHAISE/COVER/PEBBLE,ZACK,,,29.24,,UnKits,UPH,UPHCH,1,2,4,8,1,16,4,
3100417UN,RAF CORNER CHAISE/COVER/PEBBLE,ZACK,,,29.22,,UnKits,UPH,UPHCH,1,2,4,8,1,16,4,
3100435UN,LOVESEAT/COVER/PEBBLE,ZACK,,,24.91,,UnKits,UPH,UPHCH,1,2,4,8,1,16,4,
3100436UN,FULL SOFA SLEEPER/COVER/PEBBLE,ZACK,,,25.6,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
3100438UN,SOFA/COVER/PEBBLE,ZACK,,,29.77,,UnKits,UPH,UPHCH,2,6,2,24,1,3,4,
3100439UN,Q SOFA SLEEPER/COVER/PEBBLE,ZACK,,,23.85598375527047,,UnKits,PURPO,,0,0,0,0,0,0,1,
3100466UN,LAF SOFA/COVER/PEBBLE,ZACK,,,25.09,,UnKits,UPH,UPHCH,1,2,4,8,1,16,4,
3100467UN,RAF SOFA/COVER/PEBBLE,ZACK,,,25.07,,UnKits,UPH,UPHCH,1,2,4,8,1,16,4,
3100483UN,RAF FULL SOFA SLPR/COVER/PEBBL,ZACK,,,22.94,,UnKits,PURPO,,0,0,0,0,0,0,4,
3100508MRUN,OVRSZ ACCT OTTOMAN/COVER/CHOCO,ZACK,,,6.9827645694290785,,UnKits,PURPO,,0,0,0,0,0,0,12,
3100508UN,OVRSZ ACCT OTTOMAN/COVER/CHOCO,ZACK,51.0,12.0,7.16,85.92,UnKits,UPH,UPHCH,2,4,2,16,1,3,12,1.0
3100510UN,LAF FULL SOFA SLPR/COVER/CHOCO,ZACK,,,22.93,,UnKits,PURPO,,0,0,0,0,0,0,4,
3100515UN,CHAISE/COVER/CHOCOLATE,ZACK,,,19.56,,UnKits,UPH,UPHCH,1,2,4,8,1,16,4,
3100516UN,LAF CORNER CHAISE/COVER/CHOCO,ZACK,,,29.19,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
3100517UN,RAF CORNER CHAISE/COVER/CHOCO,ZACK,,,29.17,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
3100535UN,LOVESEAT/COVER/CHOCOLATE,ZACK,,,24.89,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
3100536UN,FULL SOFA SLEEPER/COVER/CHOCOL,ZACK,,,25.57,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
3100538UN,SOFA/COVER/CHOCOLATE,ZACK,51.0,16.0,29.74,475.84,UnKits,UPH,UPHCH,2,6,2,24,1,3,4,1.0
3100539UN,Q SOFA SLEEPER/COVER/CHOCOLATE,ZACK,,,23.85598375527047,,UnKits,PURPO,,0,0,0,0,0,0,1,
3100566UN,LAF SOFA/COVER/CHOCOLATE,ZACK,,,25.07,,UnKits,PURPO,,0,0,0,0,0,0,4,
3100567UN,RAF SOFA/COVER/CHOCOLATE,ZACK,,,25.04,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
3100583UN,RAF FULL SOFA SLPR/COVER/CHOCO,ZACK,,,22.27,,UnKits,PURPO,,0,0,0,0,0,0,4,
311X277MRUN,WEDGE/COVER/IVORY,ZACK,,,0.0,,UnKits,PURPO,,0,0,0,0,0,0,1,
312S123UN,CHAIR AND A HALF/COVER/PARCHMT,ZACK,,,31.85,,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,
312S135UN,LOVESEAT/COVER/PARCHMENT,ZACK,51.0,16.0,53.9,862.4,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,1.0
312S138UN,SOFA/COVER/PARCHMENT,ZACK,,,69.58,,UnKits,UPH,UPHCH,2,3,2,12,1,3,3,
312X114UN,OTTOMAN/COVER/PARCHMENT,ZACK,51.0,12.0,10.046977882992307,120.56373459590768,UnKits,UPH,UPHCH,2,10,2,40,1,3,6,1.0
312X123UN,CHAIR AND A HALF/COVER/PARCHMT,ZACK,,,31.1,,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,
