MIL Unkits Shipped By Daily,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
Date,SKUs,Cartons,Qty,Pallet  Qty
2025-07-02 00:00:00,253,4977.488000000001,19968,388.69587301587296
2025-07-03 00:00:00,217,4301.994000000001,16996,337.1609563492068
2025-07-04 00:00:00,266,4965.6630000000005,24836,377.78968452380974
2025-07-05 00:00:00,205,3918.4090000000006,15430,315.4730436507937
2025-07-06 00:00:00,163,2901.833,12556,234.13752976190486
2025-07-07 00:00:00,195,3258.7380000000007,12457,259.99155952380966
2025-07-08 00:00:00,294,4663.513000000001,23544,363.1794821428565
2025-07-09 00:00:00,282,4386.723000000002,20015,345.9145753968255
2025-07-10 00:00:00,258,4231.1449999999995,16918,327.6189315476189
2025-07-11 00:00:00,266,4523.814,20983,343.4536785714286
2025-07-12 00:00:00,259,4702.661000000001,19026,352.0578769841273
2025-07-13 00:00:00,224,2573.9970000000003,9985,192.2070674603175
2025-07-14 00:00:00,267,4421.8099999999995,19485,318.3670138888892
2025-07-15 00:00:00,267,4566.655000000001,19612,346.1813055555553
2025-07-16 00:00:00,291,4535.522,20178,349.65615476190516
2025-07-17 00:00:00,313,4932.83,22819,377.68130952380966
2025-07-18 00:00:00,291,4550.324999999999,19318,342.72617460317474
2025-07-19 00:00:00,342,4813.079000000001,21110,363.22216666666685
2025-07-20 00:00:00,214,2626.915,10186,196.5505753968254
2025-07-21 00:00:00,274,3666.3260000000005,14379,302.1185972222225
2025-07-22 00:00:00,315,4814.153,24651,384.1080218253967
2025-07-23 00:00:00,300,4981.494,19243,386.38965079365045
2025-07-24 00:00:00,288,4577.415,25413,351.783160714286
2025-07-25 00:00:00,288,4782.745,23461,365.7502658730161
2025-07-26 00:00:00,267,5055.483,19950,389.61529563492127
2025-07-27 00:00:00,256,3089.6570000000006,12293,247.00845833333338
2025-07-28 00:00:00,330,5316.565,26659,411.6986587301588
2025-07-29 00:00:00,342,4933.575,22174,379.03839285714304
2025-07-30 00:00:00,283,4618.993,21876,353.90311904761927
2025-07-31 00:00:00,320,4880.746999999999,19594,366.5012718253974
2025-08-01 00:00:00,334,5135.763000000001,25488,394.5084682539686
2025-08-02 00:00:00,293,4736.914999999999,18266,355.42567460317497
2025-08-03 00:00:00,245,3519.660000000001,15649,264.1861626984133
2025-08-04 00:00:00,450,4880.402000000001,23632,364.29744246031777
2025-08-05 00:00:00,363,4924.505000000001,30788,374.6020476190477
2025-08-06 00:00:00,365,4581.5779999999995,18308,358.021442460318
2025-08-07 00:00:00,311,4848.4039999999995,19808,365.9920535714287
2025-08-08 00:00:00,319,4597.156,23600,345.4560932539682
2025-08-09 00:00:00,333,4797.981999999999,19701,370.3106607142855
2025-08-10 00:00:00,134,731.994,2941,61.70274801587304
2025-08-11 00:00:00,246,3524.328,17931,262.168037698413
2025-08-12 00:00:00,323,4695.082,23248,349.8312777777782
2025-08-13 00:00:00,372,5152.256000000001,23884,380.5681944444451
2025-08-14 00:00:00,370,4995.238000000001,21311,375.8881448412701
2025-08-15 00:00:00,297,4396.736000000001,26098,328.18978968254066
2025-08-16 00:00:00,252,4542.658,19849,333.49720039682563
2025-08-17 00:00:00,201,3335.665,12951,246.37635119047627
2025-08-18 00:00:00,355,4647.576000000001,23616,337.5898214285713
2025-08-19 00:00:00,338,5137.2390000000005,25552,387.2983452380953
2025-08-20 00:00:00,352,4842.994,21529,360.5487698412702
2025-08-21 00:00:00,360,5277.991,27333,394.20452777777825
2025-08-22 00:00:00,309,4531.997,17891,338.89410317460386
2025-08-23 00:00:00,293,4120.786,24146,309.38255555555605
2025-08-24 00:00:00,116,933,3761,68.08194444444446
2025-08-25 00:00:00,290,4276.25,18103,317.29980158730154
2025-08-26 00:00:00,349,5037.5,24274,370.55257936507945
2025-08-27 00:00:00,344,5173.999,20211,392.42621825396793
2025-08-28 00:00:00,373,5316.749,27216,397.343380952381
2025-08-29 00:00:00,343,5198.57,24710,385.39242063492054
2025-08-30 00:00:00,378,5198.745,27168,386.55938492063507
2025-08-31 00:00:00,255,3577.8270000000007,13853,270.1669166666669
2025-09-01 00:00:00,293,3300.8320000000003,13028,262.55982539682566
2025-09-02 00:00:00,155,737.5,3050,54.32837301587302
2025-09-03 00:00:00,360,4147.0830000000005,21484,327.48311111111116
2025-09-04 00:00:00,367,5255.332,25414,411.4791071428572
2025-09-05 00:00:00,353,4824.416,22854,371.61999206349174
2025-09-06 00:00:00,315,4554.162,22726,337.37217261904755
2025-09-07 00:00:00,326,3847.3309999999997,18997,283.66235317460314
2025-09-08 00:00:00,326,4487.75,18510,334.54980158730234
2025-09-09 00:00:00,314,4379.371,21752,317.8128095238096
2025-09-10 00:00:00,300,5037.25,21160,369.7259920634922
2025-09-11 00:00:00,360,4538.555,23653,337.06345238095247
2025-09-12 00:00:00,383,5468.666,21898,396.0142619047624
2025-09-13 00:00:00,359,5437.166,25971,395.87348809523826
2025-09-14 00:00:00,530,4216.736000000001,18560,321.7431924603176
2025-09-15 00:00:00,349,4962.911,21063,379.52528968253995
2025-09-16 00:00:00,353,5433.166,29813,414.09024999999997
2025-09-17 00:00:00,360,4965.5,20593,359.78253968254006
2025-09-18 00:00:00,372,5362.660000000001,28185,398.3556964285724
2025-09-19 00:00:00,450,4910.495,24217,366.23977182539727
2025-09-20 00:00:00,273,4687.332,21468,339.89176984126965
2025-09-21 00:00:00,367,3937.9880000000003,17178,286.10432539682535
2025-09-22 00:00:00,420,4513.166,21054,336.21086507936536
2025-09-23 00:00:00,374,5290.2480000000005,24236,398.6273769841272
2025-09-24 00:00:00,347,5344.75,21914,394.3561507936508
2025-09-25 00:00:00,105,1010,6760,74.34503968253962
Grand Total,2078,752105.7039999976,3441633,57735.5916170644
