WARE HOUSE,ITEM,KIT/BOX,Weight of full box (Kg),Weight of each kit (Kg),Dimension box,L_INCH,W_INCH,H_INCH,STYLE
MILLENNIUM,332X287UN,3.0,41.01,11.2,RSC-UN-45X28.5X28INCH#8,45.0,28.5,28.0,FABRIC
MILLENNIUM,332X296UN,4.0,43.812,9.1,RSC-UN-45X28.5X28INCH#8,45.0,28.5,28.0,FABRIC
MILLENNIUM,332X298UN,4.0,22.732,4.5,RSC-UN-42X28.5X20INCH#8,42.0,28.5,20.0,FABRIC
MILLENNIUM,294M202UN,3.0,27.6,7.82,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,294M203UN,3.0,27.6,7.82,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,294S302UN,3.0,27.6,7.82,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,294S303UN,3.0,27.6,7.82,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,946S825UN,4.0,24.612,5.118,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,946S888UN,3.0,41.529,11.71,RSC-UN-37X28.5X30IN#8,37.0,28.5,30.0,FABRIC
MILLENNIUM,946S894UN,3.0,33.354,8.985,RSC-UN-37X28.5X30IN#8,37.0,28.5,30.0,FABRIC
MILLENNIUM,5590235UN,4.0,57.24,13.02,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,5590238UN,3.0,39.66,11.5,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,5590239UN,3.0,35.46,10.1,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,5590261UN,4.0,22.5,4.7,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,5680314UN,12.0,14.196,0.92,TELE-UN-42X28.5X12INCH#3,42.0,28.5,12.0,FABRIC
MILLENNIUM,5680323UN,6.0,26.064,3.6325,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,5680335UN,4.0,25.0,5.325,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,5680338UN,3.0,27.999,8.1,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,5710214UN,12.0,21.084,1.428,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,5710223UN,6.0,35.82,5.11,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,5710235UN,4.0,33.06,7.23,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,5710238UN,3.0,33.981,9.76,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,5790516UN,4.0,35.1,7.6,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,5790535UN,4.0,45.36,10.165,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,5790538UN,3.0,53.799,15.8,RSC-UN-37X28.5X30IN#8,37.0,28.5,30.0,FABRIC
MILLENNIUM,5910608UN,6.0,20.388,2.74,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,5910615UN,3.0,32.001,9.1,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,5910621UN,4.0,28.54,6.1,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,5910646UN,4.0,28.94,6.2,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,5910664UN,3.0,28.98,7.94,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,5910665UN,3.0,28.98,7.94,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,5910677UN,4.0,34.4,7.425,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,5940408UN,6.0,20.382,2.78,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,5940416UN,3.0,38.421,10.78,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,5940417UN,3.0,38.421,10.78,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,5940434UN,4.0,25.86,5.54,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,5940446UN,6.0,20.502,2.8,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,5940455UN,3.0,36.981,10.3,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,5940456UN,3.0,36.981,10.3,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,5940477UN,4.0,46.28,9.97,RSC-UN-37X28.5X30IN#8,37.0,28.5,30.0,FABRIC
MILLENNIUM,5990214UN,12.0,19.128,1.2,RSC-UN-42X28.5X20INCH#8,42.0,28.5,20.0,FABRIC
MILLENNIUM,5990223UN,4.0,26.76,5.4,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,5990235UN,4.0,46.04,9.99,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,5990238UN,3.0,39.681,11.2,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,6130508UN,6.0,23.31,3.1,RSC-UN-45X28.5X18INCH#8,45.0,28.5,18.0,FABRIC
MILLENNIUM,6130516UN,3.0,46.269,13.29,RSC-UN-37X28.5X30IN#8,37.0,28.5,30.0,FABRIC
MILLENNIUM,6130517UN,3.0,46.269,13.29,RSC-UN-37X28.5X30IN#8,37.0,28.5,30.0,FABRIC
MILLENNIUM,6130546UN,4.0,29.56,6.1,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,6130564UN,4.0,48.76,10.59,RSC-UN-37X28.5X30IN#8,37.0,28.5,30.0,FABRIC
MILLENNIUM,6130565UN,4.0,48.76,10.59,RSC-UN-37X28.5X30IN#8,37.0,28.5,30.0,FABRIC
MILLENNIUM,6130577UN,4.0,44.76,9.59,RSC-UN-37X28.5X30IN#8,37.0,28.5,30.0,FABRIC
MILLENNIUM,6140508UN,6.0,18.702,2.5,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,6140546UN,6.0,31.26,4.35,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,6140566UN,4.0,43.812,9.4325,RSC-UN 37X28.5X28INCH#8,37.0,28.5,28.0,FABRIC
MILLENNIUM,6140567UN,4.0,43.8,9.43,RSC-UN 37X28.5X28INCH#8,37.0,28.5,28.0,FABRIC
MILLENNIUM,6140577UN,4.0,28.36,6.165,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,6161002UN,3.0,31.86,9.2,RSC-UN-40X30X16INCH#8,40.0,30.0,16.0,FABRIC
MILLENNIUM,6161003UN,3.0,31.86,9.2,RSC-UN-40X30X16INCH#8,40.0,30.0,16.0,FABRIC
MILLENNIUM,6161008UN,6.0,14.982,1.88,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,6161016UN,4.0,32.5,7.2,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,6161017UN,4.0,32.5,7.2,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,6170208UN,6.0,15.588,1.981,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,6170216UN,4.0,31.8,6.23,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,6170217UN,4.0,31.8,6.23,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,6170266UN,4.0,33.78,7.155,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,6170267UN,4.0,33.78,7.155,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,6530725UN,4.0,29.62,6.19,RSC-UN-45X28.5X21INCH#8,45.0,28.5,21.0,FABRIC
MILLENNIUM,6530825UN,4.0,29.62,6.19,RSC-UN-45X28.5X21INCH#8,45.0,28.5,21.0,FABRIC
MILLENNIUM,406X420UN,6.0,22.518,3.063,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,406X435UN,4.0,24.488,5.197,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,406X438UN,3.0,25.35,7.217,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,406X439UN,3.0,20.208,5.503,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,406X520UN,6.0,22.518,3.063,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,406X535UN,4.0,24.488,5.197,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,406X538UN,3.0,25.35,7.217,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,406X539UN,3.0,20.208,5.503,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,406X620UN,6.0,22.518,3.063,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,406X635UN,4.0,24.488,5.197,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,406X638UN,3.0,25.35,7.217,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,406X639UN,3.0,20.208,5.503,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,502X516UN,4.0,44.12,9.855,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,502X517UN,4.0,44.12,9.855,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,502X534UN,6.0,37.71,5.595,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,502X555UN,4.0,46.632,10.138,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,502X556UN,4.0,46.632,10.138,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,502X577UN,4.0,34.38,7.56,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,596M377UN,4.0,28.76,0.0,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,596S346UN,4.0,24.76,0.0,TELE-UN-42X28.5X10INCH#3,42.0,28.5,10.0,FABRIC
MILLENNIUM,596S366UN,4.0,50.812,0.0,RSC-UN-40X30X24INCH#8,40.0,30.0,24.0,FABRIC
MILLENNIUM,596S367UN,4.0,50.812,0.0,RSC-UN-40X30X24INCH#8,40.0,30.0,24.0,FABRIC
MILLENNIUM,872M316UN,4.0,26.38,0.0,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872M317UN,4.0,26.38,0.0,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872M366UN,4.0,36.556,0.0,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872M367UN,4.0,36.556,0.0,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872M416UN,4.0,26.38,0.0,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872M417UN,4.0,26.38,0.0,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872M466UN,4.0,36.556,0.0,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872M467UN,4.0,36.556,0.0,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872S310UN,4.0,27.304,0.0,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,872S383UN,4.0,27.304,0.0,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,872S410UN,4.0,27.304,0.0,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,872S483UN,4.0,27.304,0.0,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,A3000736UN,6.0,23.952,3.375,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,A3000737UN,6.0,24.702,3.5,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,372X352UN,4.0,27.14,5.6,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,372X381UN,3.0,34.791,9.57,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,372X394UN,3.0,29.001,8.1,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,569X161UN,3.0,23.331,6.2,RSC-UN-42X28.5X20INCH#8,42.0,28.5,20.0,FABRIC
MILLENNIUM,172M116UN,6.0,35.61,5.075,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,172M167UN,4.0,24.24,5.135,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,5590335UN,4.0,57.24,13.02,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,5590338UN,3.0,39.66,11.5,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,5590339UN,3.0,35.46,10.1,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,5590361UN,4.0,22.5,4.7,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,196L477UN,4.0,26.84,5.785,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,196M446UN,6.0,32.388,4.61,RSC-UN-42X28.5X20INCH#8,42.0,28.5,20.0,FABRIC
MILLENNIUM,196M466UN,4.0,45.7,9.905,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,196M467UN,4.0,45.7,9.905,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,403X616UN,6.0,39.15,5.665,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,403X617UN,6.0,39.15,5.665,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,403X634UN,6.0,31.428,4.58,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,403X646UN,12.0,30.3,2.217,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,403X666UN,4.0,26.54,5.6,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,403X667UN,4.0,26.54,5.6,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,403X677UN,6.0,34.308,4.858,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,505X423UN,6.0,26.844,3.857,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,505X435UN,4.0,30.4,6.675,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,505X438UN,3.0,29.649,8.65,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,505X466UN,4.0,34.284,7.583,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,505X467UN,4.0,34.284,7.583,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,505X523UN,6.0,26.844,3.857,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,505X535UN,4.0,30.4,6.675,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,505X538UN,3.0,29.649,8.65,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,505X566UN,4.0,34.284,7.583,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,505X567UN,4.0,34.284,7.583,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,923X423UN,4.0,31.96,6.7,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,923X435UN,4.0,45.1,10.1,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,923X438UN,3.0,50.451,14.79,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,923X523UN,4.0,31.96,6.7,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,923X535UN,4.0,45.1,10.1,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,923X538UN,3.0,50.451,14.79,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,9810408UN,6.0,17.502,2.3,RSC-UN-37X28.5X13INCH#8,37.0,28.5,13.0,FABRIC
MILLENNIUM,9810415UN,3.0,39.009,10.87,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,9810416UN,4.0,35.9,7.94,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9810417UN,4.0,35.9,7.94,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9810434UN,4.0,35.7,7.89,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,9810466UN,4.0,45.22,10.13,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,9810467UN,4.0,45.22,10.13,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,9810477UN,4.0,27.792,5.96,RSC-UN-37X28.5X15INCH#8  ,37.0,28.5,15.0,FABRIC
MILLENNIUM,618X601UN,2.0,0.0,0.0,RSC-UN-45X36X18INCH-51ECT,45.0,36.0,18.0,FABRIC
MILLENNIUM,618X663UN,2.0,0.0,0.0,RSC-UN-45X36X18INCH-51ECT,45.0,36.0,18.0,FABRIC
MILLENNIUM,618X675UN,2.0,0.0,0.0,RSC-UN-45X36X18INCH-51ECT,45.0,36.0,18.0,FABRIC
MILLENNIUM,618X677UN,4.0,0.0,0.0,RSC-UN-52X49X18INCH-51ECT,52.0,49.0,18.0,FABRIC
MILLENNIUM,618X682UN,3.0,0.0,0.0,RSC-UN-45X36X18INCH-51ECT,45.0,36.0,18.0,FABRIC
MILLENNIUM,618X690UN,2.0,0.0,0.0,RSC-UN-45X36X18INCH-51ECT,45.0,36.0,18.0,FABRIC
MILLENNIUM,120M035UN,6.0,29.64,4.25,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,120M038UN,4.0,25.552,5.4,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,120S020UN,6.0,21.798,2.923,RSC-UN-40X30X16INCH#8,40.0,30.0,16.0,FABRIC
MILLENNIUM,120X036UN,4.0,18.1,3.6,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,520M338UN,3.0,48.981,14.3,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,520S323UN,4.0,28.42,6.07,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,520S335UN,4.0,42.92,9.21,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,520S423UN,4.0,28.42,6.07,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,520S435UN,4.0,42.92,9.21,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,520S438UN,3.0,48.981,14.3,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,595X418UN,3.0,27.381,7.81,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,595X423UN,6.0,27.528,3.8,RSC-UN-42X28.5X20INCH#8,42.0,28.5,20.0,FABRIC
MILLENNIUM,595X435UN,4.0,24.7,5.25,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,595X438UN,3.0,25.239,7.18,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,595X439UN,3.0,19.689,5.33,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,595X518UN,3.0,27.381,7.81,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,595X523UN,6.0,27.528,3.8,RSC-UN-42X28.5X20INCH#8,42.0,28.5,20.0,FABRIC
MILLENNIUM,595X535UN,4.0,24.7,5.25,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,595X538UN,3.0,25.239,7.18,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,595X539UN,3.0,19.689,5.33,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,242X335UN,4.0,22.74,4.76,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,242X338UN,3.0,22.569,6.29,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,242X435UN,4.0,22.74,4.76,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,242X438UN,3.0,22.569,6.29,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,242X535UN,4.0,22.74,4.76,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,242X538UN,3.0,22.569,6.29,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,252X620UN,6.0,24.072,3.3,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,252X635UN,4.0,26.672,5.6,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,252X638UN,3.0,26.469,7.4,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,252X720UN,6.0,24.072,3.3,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,252X735UN,4.0,26.672,5.6,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,252X738UN,3.0,26.469,7.4,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,981X316UN,4.0,35.9,7.94,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,981X317UN,4.0,35.9,7.94,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,981X334UN,4.0,35.7,7.89,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,981X366UN,4.0,45.22,10.13,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,981X367UN,4.0,45.22,10.13,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,981X377UN,4.0,27.792,5.96,RSC-UN-37X28.5X15INCH#8  ,37.0,28.5,15.0,FABRIC
MILLENNIUM,555X320UN,6.0,26.652,3.825,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,4200125UN,4.0,22.912,4.693,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,4200225UN,4.0,22.912,4.693,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,3530114UN,12.0,15.66,0.96,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,3530120UN,4.0,13.0,2.47,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,3530135UN,4.0,22.5,4.7,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,3530138UN,3.0,20.169,5.49,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,4170325UN,4.0,25.74,5.4,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,4170388UN,3.0,36.639,10.08,RSC-UN-37X28.5X30IN#8,37.0,28.5,30.0,FABRIC
MILLENNIUM,4170394UN,3.0,37.959,10.52,RSC-UN-37X28.5X30IN#8,37.0,28.5,30.0,FABRIC
MILLENNIUM,175X417UN,4.0,26.512,5.64,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,175X466UN,4.0,28.004,6.013,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,299X616UN,4.0,32.012,6.825,RSC-UN-45X28.5X18INCH,45.0,28.5,18.0,FABRIC
MILLENNIUM,299X617UN,4.0,32.012,6.825,RSC-UN-45X28.5X18INCH,45.0,28.5,18.0,FABRIC
MILLENNIUM,299X666UN,4.0,29.252,6.325,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,299X667UN,4.0,29.252,6.325,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,312S123UN,4.0,28.48,5.945,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,312S135UN,4.0,41.4,8.83,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,312S138UN,3.0,41.601,11.84,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,324X216UN,4.0,22.42,4.68,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
