WARE HOUSE,ITEM,KIT/BOX,Weight of full box (Kg),Weight of each kit (Kg),Dimension box,L_INCH,W_INCH,H_INCH,STYLE
MILLENNIUM,4090135UN,4.0,0.0,0.0,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,4090138UN,3.0,0.0,0.0,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,487X125UN,4.0,21.268,4.282,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,8002435UN,4.0,42.492,9.333,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,8002438UN,3.0,37.857,11.302,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,802H220UN,4.0,27.3,5.865,TELE-UN-42.5X28.5X14.5INCH#3,42.5,28.5,14.5,FABRIC
MILLENNIUM,802H235UN,4.0,35.404,7.783,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,802H238UN,3.0,31.32,9.16,TELE-UN-42.5X28.5X14.5INCH#3,42.5,28.5,14.5,FABRIC
MILLENNIUM,802H239UN,3.0,27.33,7.83,TELE-UN-42.5X28.5X14.5INCH#3,42.5,28.5,14.5,FABRIC
MILLENNIUM,9150114UN,6.0,7.902,0.99,TELE-UN-30X28.5X8.5INCH#3,30.0,28.5,8.5,FABRIC
MILLENNIUM,9150118UN,3.0,26.079,7.27,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,9150120UN,4.0,16.08,3.13,TELE-UN-45X30X12INCH#3,45.0,30.0,12.0,FABRIC
MILLENNIUM,9150168UN,3.0,22.389,6.04,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,9831039UN,3.0,28.215,7.982,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,9831042UN,8.0,22.152,2.306,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,977X435UN,4.0,27.776,6.164,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,977X438UN,3.0,28.389,8.416,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,977X439UN,3.0,23.649,6.836,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,1982320UN,6.0,22.518,3.05,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1982335UN,4.0,24.5,5.34,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,1982338UN,3.0,26.271,7.71,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,3222208UN,6.0,11.616,1.588,TELE-UN-42X28.5X6INCH#3,42.0,28.5,6.0,FABRIC
MILLENNIUM,3222216UN,4.0,32.288,7.004,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,3222217UN,4.0,32.288,7.004,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,3222221UN,4.0,27.156,5.801,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,3222266UN,4.0,29.516,6.454,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,3222267UN,4.0,29.34,6.41,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,3492716UN,4.0,22.94,4.95,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,3492717UN,4.0,23.492,5.088,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,3492766UN,4.0,23.344,5.051,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,3492767UN,4.0,24.0,5.215,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,1722108UN,12.0,18.228,1.174,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,1722116UN,4.0,20.064,4.231,TELE-UN-37X28.5X14INCH-H#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,1722167UN,4.0,18.828,3.922,TELE-UN-37X28.5X14INCH-H#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,133X277UN,4.0,22.22,4.852,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,1142235UN,4.0,26.516,5.704,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1142238UN,3.0,25.059,6.93,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,4522008UN,12.0,20.328,1.365,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,4522010UN,4.0,17.724,3.705,TELE-UN-30X28.5X14INCH#3,30.0,28.5,14.0,FABRIC
MILLENNIUM,4522016UN,4.0,22.72,4.9,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,4522017UN,4.0,22.72,4.9,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,4522025UN,6.0,18.258,2.34,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,4522066UN,4.0,22.408,4.822,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,4522067UN,4.0,22.408,4.822,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,4522083UN,6.0,25.506,3.688,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,4522108UN,12.0,20.328,1.365,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,4522110UN,4.0,17.724,3.763,TELE-UN-30X28.5X14INCH#3,30.0,28.5,14.0,FABRIC
MILLENNIUM,4522116UN,4.0,22.72,4.9,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,4522117UN,4.0,22.72,4.9,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,4522125UN,6.0,18.258,2.34,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,4522166UN,4.0,22.408,4.822,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,4522167UN,4.0,22.408,4.822,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,4522183UN,6.0,26.808,3.688,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,2862016UN,4.0,20.456,4.329,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,2862067UN,4.0,33.132,7.248,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,2862008UN,6.0,10.002,1.318,TELE-UN-42X28.5X6INCH#3,42.0,28.5,6.0,FABRIC
MILLENNIUM,2862017UN,4.0,20.696,4.389,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,2862034UN,4.0,19.104,3.996,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,2862066UN,4.0,32.772,7.158,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,805X520UN,4.0,21.48,4.48,TELE-UN-45X30X12INCH#3,45.0,30.0,12.0,FABRIC
MILLENNIUM,805X535UN,4.0,36.432,8.04,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,805X538UN,3.0,36.129,10.62,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,805X539UN,3.0,31.419,9.05,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,806X320UN,4.0,19.36,4.122,TELE-UN-42X28.5X10INCH#3,42.0,28.5,10.0,FABRIC
MILLENNIUM,806X335UN,4.0,31.036,6.834,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,806X338UN,3.0,32.361,9.47,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,806X339UN,3.0,27.738,7.966,TELE-UN-42.5X28.5X14.5INCH#3,42.5,28.5,14.5,FABRIC
MILLENNIUM,5250116UN,4.0,59.72,13.4,RSC-UN-40X30X24INCH#8,40.0,30.0,24.0,FABRIC
MILLENNIUM,5250155UN,4.0,62.28,14.044,RSC-UN-40X30X24INCH#8,40.0,30.0,24.0,FABRIC
MILLENNIUM,5250177UN,4.0,43.04,9.58,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,395X477UN,4.0,22.572,4.858,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,1722125UN,6.0,16.806,2.098,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1100108UN,6.0,12.93,1.632,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,1100116UN,4.0,25.564,5.466,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1100117UN,4.0,25.564,5.466,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1100134UN,4.0,22.22,4.77,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,1100146UN,8.0,20.648,2.118,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1100155UN,4.0,27.26,5.827,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,1100156UN,4.0,27.26,5.827,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,1100177UN,4.0,21.276,4.534,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,196X477UN,4.0,25.42,5.57,TELE-UN-37X28.5X14INCH-H#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,4057220UN,4.0,23.792,5.163,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,4057235UN,4.0,33.652,7.488,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,4057238UN,3.0,32.667,9.656,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7507118UN,3.0,18.72,5.193,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,7507120UN,6.0,18.714,2.416,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7507135UN,4.0,16.976,3.464,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7507138UN,4.0,21.356,4.414,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7507218UN,3.0,18.72,5.193,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,7507220UN,6.0,18.714,2.416,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7507235UN,4.0,16.976,3.464,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7507238UN,4.0,21.356,4.414,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7507418UN,3.0,18.72,5.193,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,7507420UN,6.0,19.092,2.479,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7507435UN,4.0,16.976,3.464,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7507438UN,4.0,21.356,4.414,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7507518UN,3.0,18.72,5.193,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,7507520UN,6.0,19.092,2.479,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7507535UN,4.0,16.976,3.464,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7507538UN,4.0,21.356,4.414,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7507718UN,3.0,18.72,5.193,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,7507720UN,6.0,19.092,2.479,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7507735UN,4.0,16.976,3.464,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7507738UN,4.0,21.356,4.414,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7507818UN,3.0,18.72,5.193,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,7507820UN,6.0,18.714,2.416,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7507835UN,4.0,16.976,3.464,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7507838UN,4.0,21.356,4.414,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7507918UN,3.0,18.72,5.193,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,7507920UN,6.0,19.092,2.479,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7507935UN,4.0,16.976,3.464,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7507938UN,4.0,21.356,4.414,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1202046UN,4.0,7.176,1.406,TELE-UN-30X28.5X6INCH#3,30.0,28.5,6.0,FABRIC
MILLENNIUM,1202055UN,6.0,23.406,3.198,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1202056UN,6.0,23.406,3.198,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1202066UN,4.0,25.076,5.344,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1202067UN,4.0,25.076,5.344,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1202146UN,4.0,7.176,1.406,TELE-UN-30X28.5X6INCH#3,30.0,28.5,6.0,FABRIC
MILLENNIUM,1202155UN,6.0,23.406,3.198,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1202156UN,6.0,23.406,3.198,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1202166UN,4.0,25.076,5.344,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1202167UN,4.0,25.076,5.344,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,4092123UN,4.0,22.072,4.728,TELE-UN-42X28.5X12INCH#3,42.0,28.5,12.0,FABRIC
MILLENNIUM,4092135UN,4.0,33.3,7.4,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,4092138UN,3.0,31.653,9.318,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1190208UN,6.0,12.18,1.51,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,1190246UN,4.0,9.08,1.78,TELE-UN-30X28.5X8.5INCH#3,30.0,28.5,8.5,FABRIC
MILLENNIUM,6200208UN,6.0,17.802,2.15,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,6200214UN,6.0,15.912,1.94,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,6200216UN,4.0,35.264,7.296,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,6200217UN,4.0,35.264,7.296,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,6200220UN,4.0,21.04,4.192,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,6200235UN,4.0,30.652,6.488,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,6200238UN,3.0,30.672,8.504,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,6200266UN,3.0,26.457,7.502,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,6200267UN,3.0,26.457,7.502,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,6200308UN,6.0,17.802,2.15,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,6200314UN,6.0,15.912,1.94,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,6200316UN,4.0,35.264,7.296,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,6200317UN,4.0,35.264,7.296,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,6200320UN,4.0,21.04,4.192,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,6200335UN,4.0,30.652,6.488,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,6200338UN,3.0,30.672,8.504,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,6200366UN,3.0,27.666,7.502,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,6200367UN,3.0,27.666,7.502,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,8030508UN,6.0,11.58,1.41,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,8030516UN,4.0,26.292,5.648,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,8030517UN,4.0,26.292,5.648,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,8030566UN,4.0,25.62,5.48,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,8030567UN,4.0,25.62,5.48,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,8080408UN,6.0,13.266,1.69,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,8080410UN,4.0,23.548,4.962,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,8080416UN,4.0,26.944,6.036,RSC-UN-30X28.5X19INCH#8,30.0,28.5,19.0,FABRIC
MILLENNIUM,8080417UN,4.0,26.944,6.036,RSC-UN-30X28.5X19INCH#8,30.0,28.5,19.0,FABRIC
MILLENNIUM,8080466UN,4.0,27.904,6.276,RSC-UN-30X28.5X19INCH#8,30.0,28.5,19.0,FABRIC
MILLENNIUM,8080467UN,4.0,27.904,6.276,RSC-UN-30X28.5X19INCH#8,30.0,28.5,19.0,FABRIC
MILLENNIUM,8080483UN,4.0,23.548,4.962,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,8080608UN,6.0,13.266,1.69,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,8080610UN,4.0,23.548,4.962,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,8080616UN,4.0,26.944,6.036,RSC-UN-30X28.5X19INCH#8,30.0,28.5,19.0,FABRIC
MILLENNIUM,8080617UN,4.0,26.944,6.036,RSC-UN-30X28.5X19INCH#8,30.0,28.5,19.0,FABRIC
MILLENNIUM,8080666UN,4.0,27.904,6.276,RSC-UN-30X28.5X19INCH#8,30.0,28.5,19.0,FABRIC
MILLENNIUM,8080667UN,4.0,27.904,6.276,RSC-UN-30X28.5X19INCH#8,30.0,28.5,19.0,FABRIC
MILLENNIUM,8080683UN,4.0,23.548,4.962,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,8100314UN,12.0,15.06,0.91,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,8100320UN,4.0,15.136,2.824,TELE-UN-42.5X28.5X14.5INCH#3,42.5,28.5,14.5,FABRIC
MILLENNIUM,8100335UN,4.0,22.196,4.624,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,8100338UN,3.0,22.293,6.008,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,9000411UN,6.0,16.92,2.18,TELE-UN-42.5X28.5X14.5INCH#3,42.5,28.5,14.5,FABRIC
MILLENNIUM,9000446UN,4.0,10.024,2.028,TELE-UN-30X28.5X7INCH,30.0,28.5,7.0,FABRIC
MILLENNIUM,9000448UN,4.0,39.712,8.638,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,9000449UN,4.0,39.712,8.638,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,9000455UN,4.0,27.812,6.168,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,9000456UN,4.0,27.812,6.168,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,1020108UN,6.0,19.146,2.574,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1020146UN,4.0,33.992,7.51,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,1020164UN,4.0,36.708,8.142,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,1020165UN,4.0,36.708,8.142,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,1020177UN,4.0,47.18,10.275,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,1020208UN,6.0,19.146,2.574,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1020246UN,4.0,33.992,7.51,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,1020264UN,4.0,36.708,8.142,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,1020265UN,4.0,36.708,8.142,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,1020277UN,4.0,47.18,10.275,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,1190248UN,4.0,35.528,7.894,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1190249UN,4.0,35.528,7.894,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1190255UN,4.0,19.136,4.004,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,1190256UN,4.0,19.136,4.004,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,1230314UN,12.0,21.6,1.332,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,1230323UN,4.0,18.156,3.754,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,1230335UN,4.0,26.844,5.786,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1230338UN,3.0,28.101,8.134,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1440408UN,6.0,20.208,2.71,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,1440446UN,4.0,37.596,8.109,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,1440464UN,4.0,38.72,8.505,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,1440465UN,4.0,38.968,8.567,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,1440477UN,4.0,49.468,10.767,RSC-UN-37X28.5X30IN#8,37.0,28.5,30.0,FABRIC
MILLENNIUM,5230408UN,6.0,17.892,2.459,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,5230446UN,4.0,16.988,3.467,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,5230466UN,3.0,54.111,15.904,RSC-UN-37X28.5X30IN#8,37.0,28.5,30.0,FABRIC
MILLENNIUM,5230467UN,3.0,54.111,15.904,RSC-UN-37X28.5X30IN#8,37.0,28.5,30.0,FABRIC
MILLENNIUM,5230477UN,3.0,42.126,12.015,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,391X277UN,4.0,37.98,8.46,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,419X277UN,4.0,20.56,4.36,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,644X377UN,4.0,41.432,8.838,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,460X577UN,4.0,19.568,4.1115,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,6762208UN,12.0,20.94,1.4,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,6762216UN,4.0,22.576,4.864,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,6762217UN,4.0,22.576,4.864,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,6762234UN,6.0,28.95,4.122,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,6762266UN,4.0,34.54,7.642,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,6762267UN,4.0,34.54,7.642,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1000608UN,4.0,39.488,8.777,TELE-UN-45X45X12INCH-51ECT,45.0,45.0,12.0,FABRIC
